DATE,EXPIRY,STRIKE_PRC,TIME_MC,F,MD,MD_Close,N,C,BID,ASK
6/9/2017,1,28400,16:00,27530,30/10/2017,28443,35,1,278,283
6/9/2017,1,28600,16:00,27530,30/10/2017,28443,35,1,223,227
6/9/2017,1,28200,16:00,27530,30/10/2017,28443,35,1,345,350
6/9/2017,1,28000,16:00,27530,30/10/2017,28443,35,1,423,429
6/9/2017,1,27400,16:00,27530,30/10/2017,28443,35,0,598,606
6/9/2017,1,27800,16:00,27530,30/10/2017,28443,35,0,778,791
6/9/2017,1,27600,16:00,27530,30/10/2017,28443,35,0,678,691
6/9/2017,1,27400,16:00,27530,30/10/2017,28443,35,1,728,738
6/9/2017,1,27200,16:00,27530,30/10/2017,28443,35,1,851,864
6/9/2017,1,27000,16:00,27530,30/10/2017,28443,35,0,457,462
6/9/2017,1,26800,16:00,27530,30/10/2017,28443,35,0,399,403
6/9/2017,1,26600,16:00,27530,30/10/2017,28443,35,0,349,354
6/9/2017,1,27200,16:00,27530,30/10/2017,28443,35,0,522,529
6/9/2017,1,26400,16:00,27530,30/10/2017,28443,35,0,306,311
6/9/2017,1,28800,16:00,27530,30/10/2017,28443,35,1,176,181
6/9/2017,1,26200,16:00,27530,30/10/2017,28443,35,0,270,273
6/9/2017,1,29200,16:00,27530,30/10/2017,28443,35,1,110,114
6/9/2017,1,26000,16:00,27530,30/10/2017,28443,35,0,237,242
6/9/2017,1,25800,16:00,27530,30/10/2017,28443,35,0,209,214
6/9/2017,1,27600,16:00,27530,30/10/2017,28443,35,1,614,624
6/9/2017,1,25600,16:00,27530,30/10/2017,28443,35,0,185,188
6/9/2017,1,24600,16:00,27530,30/10/2017,28443,35,0,103,106
6/9/2017,1,24800,16:00,27530,30/10/2017,28443,35,0,116,119
6/9/2017,1,25000,16:00,27530,30/10/2017,28443,35,0,131,134
6/9/2017,1,24200,16:00,27530,30/10/2017,28443,35,0,82,84
6/9/2017,1,22000,16:00,27530,30/10/2017,28443,35,0,25,30
6/9/2017,1,23600,16:00,27530,30/10/2017,28443,35,0,59,62
6/9/2017,1,22400,16:00,27530,30/10/2017,28443,35,0,32,34
6/9/2017,1,27800,16:00,27530,30/10/2017,28443,35,1,512,521
6/9/2017,1,22600,16:00,27530,30/10/2017,28443,35,0,34,37
6/9/2017,1,22200,16:00,27530,30/10/2017,28443,35,0,29,33
6/9/2017,1,23200,16:00,27530,30/10/2017,28443,35,0,47,52
6/9/2017,1,24000,16:00,27530,30/10/2017,28443,35,0,73,76
6/9/2017,1,21800,16:00,27530,30/10/2017,28443,35,0,23,25
6/9/2017,1,25400,16:00,27530,30/10/2017,28443,35,0,164,169
6/9/2017,1,21600,16:00,27530,30/10/2017,28443,35,0,21,25
6/9/2017,1,21400,16:00,27530,30/10/2017,28443,35,0,19,23
6/9/2017,1,21000,16:00,27530,30/10/2017,28443,35,0,16,18
6/9/2017,1,21200,16:00,27530,30/10/2017,28443,35,0,17,19
6/9/2017,1,29600,16:00,27530,30/10/2017,28443,35,1,69,73
6/9/2017,1,20800,16:00,27530,30/10/2017,28443,35,0,14,18
6/9/2017,1,20600,16:00,27530,30/10/2017,28443,35,0,13,15
6/9/2017,1,20400,16:00,27530,30/10/2017,28443,35,0,12,14
6/9/2017,1,30800,16:00,27530,30/10/2017,28443,35,1,20,22
6/9/2017,1,23000,16:00,27530,30/10/2017,28443,35,0,42,46
6/9/2017,1,23800,16:00,27530,30/10/2017,28443,35,0,66,69
6/9/2017,1,20200,16:00,27530,30/10/2017,28443,35,0,12,13
6/9/2017,1,22800,16:00,27530,30/10/2017,28443,35,0,38,43
6/9/2017,1,25200,16:00,27530,30/10/2017,28443,35,0,146,150
6/9/2017,1,23400,16:00,27530,30/10/2017,28443,35,0,53,56
6/9/2017,1,24400,16:00,27530,30/10/2017,28443,35,0,92,95
7/9/2017,0,29000,16:00,27488.5,28/9/2017,27553.5,15,1,23,24
7/9/2017,0,28600,16:00,27488.5,28/9/2017,27553.5,15,1,49,50
7/9/2017,0,28400,16:00,27488.5,28/9/2017,27553.5,15,1,73,74
7/9/2017,0,29200,16:00,27488.5,28/9/2017,27553.5,15,1,16,17
7/9/2017,0,29600,16:00,27488.5,28/9/2017,27553.5,15,1,8,10
7/9/2017,0,28200,16:00,27488.5,28/9/2017,27553.5,15,1,109,110
7/9/2017,0,28200,16:00,27488.5,28/9/2017,27553.5,15,0,801,841
7/9/2017,0,24800,16:00,27488.5,28/9/2017,27553.5,15,0,25,26
7/9/2017,0,26800,16:00,27488.5,28/9/2017,27553.5,15,0,176,178
7/9/2017,0,27400,16:00,27488.5,28/9/2017,27553.5,15,0,347,349
7/9/2017,0,28000,16:00,27488.5,28/9/2017,27553.5,15,0,670,675
7/9/2017,0,27400,16:00,27488.5,28/9/2017,27553.5,15,1,436,439
7/9/2017,0,27000,16:00,27488.5,28/9/2017,27553.5,15,0,221,222
7/9/2017,0,27200,16:00,27488.5,28/9/2017,27553.5,15,0,277,278
7/9/2017,0,27000,16:00,27488.5,28/9/2017,27553.5,15,1,700,728
7/9/2017,0,27600,16:00,27488.5,28/9/2017,27553.5,15,1,323,326
7/9/2017,0,27600,16:00,27488.5,28/9/2017,27553.5,15,0,433,437
7/9/2017,0,27200,16:00,27488.5,28/9/2017,27553.5,15,1,553,576
7/9/2017,0,26600,16:00,27488.5,28/9/2017,27553.5,15,0,143,144
7/9/2017,0,29400,16:00,27488.5,28/9/2017,27553.5,15,1,12,13
7/9/2017,0,27800,16:00,27488.5,28/9/2017,27553.5,15,0,541,547
7/9/2017,0,26400,16:00,27488.5,28/9/2017,27553.5,15,0,116,117
7/9/2017,0,27800,16:00,27488.5,28/9/2017,27553.5,15,1,232,234
7/9/2017,0,25600,16:00,27488.5,28/9/2017,27553.5,15,0,52,53
7/9/2017,0,25800,16:00,27488.5,28/9/2017,27553.5,15,0,63,64
7/9/2017,0,23400,16:00,27488.5,28/9/2017,27553.5,15,0,8,9
7/9/2017,0,25000,16:00,27488.5,28/9/2017,27553.5,15,0,29,31
7/9/2017,0,24200,16:00,27488.5,28/9/2017,27553.5,15,0,15,16
7/9/2017,0,23600,16:00,27488.5,28/9/2017,27553.5,15,0,10,11
7/9/2017,0,24400,16:00,27488.5,28/9/2017,27553.5,15,0,18,19
7/9/2017,0,24600,16:00,27488.5,28/9/2017,27553.5,15,0,21,22
7/9/2017,0,28800,16:00,27488.5,28/9/2017,27553.5,15,1,33,34
7/9/2017,0,25400,16:00,27488.5,28/9/2017,27553.5,15,0,43,44
7/9/2017,0,26800,16:00,27488.5,28/9/2017,27553.5,15,1,850,884
7/9/2017,0,26000,16:00,27488.5,28/9/2017,27553.5,15,0,77,78
7/9/2017,0,24000,16:00,27488.5,28/9/2017,27553.5,15,0,13,14
7/9/2017,0,22600,16:00,27488.5,28/9/2017,27553.5,15,0,5,6
7/9/2017,0,26200,16:00,27488.5,28/9/2017,27553.5,15,0,94,96
7/9/2017,0,23200,16:00,27488.5,28/9/2017,27553.5,15,0,7,8
7/9/2017,0,28000,16:00,27488.5,28/9/2017,27553.5,15,1,161,163
7/9/2017,0,25200,16:00,27488.5,28/9/2017,27553.5,15,0,35,37
7/9/2017,0,22800,16:00,27488.5,28/9/2017,27553.5,15,0,5,7
7/9/2017,0,23800,16:00,27488.5,28/9/2017,27553.5,15,0,11,12
7/9/2017,0,23000,16:00,27488.5,28/9/2017,27553.5,15,0,6,8
7/9/2017,0,30000,16:00,27488.5,28/9/2017,27553.5,15,1,5,6
7/9/2017,0,29800,16:00,27488.5,28/9/2017,27553.5,15,1,7,8
7/9/2017,1,30600,16:00,27465.5,30/10/2017,28443,34,1,19,20
7/9/2017,1,31600,16:00,27465.5,30/10/2017,28443,34,1,7,9
7/9/2017,1,31800,16:00,27465.5,30/10/2017,28443,34,1,6,8
7/9/2017,1,32000,16:00,27465.5,30/10/2017,28443,34,1,5,7
7/9/2017,1,31400,16:00,27465.5,30/10/2017,28443,34,1,9,10
7/9/2017,1,29200,16:00,27465.5,30/10/2017,28443,34,1,90,92
7/9/2017,1,30200,16:00,27465.5,30/10/2017,28443,34,1,28,30
7/9/2017,1,29800,16:00,27465.5,30/10/2017,28443,34,1,44,46
7/9/2017,1,29600,16:00,27465.5,30/10/2017,28443,34,1,56,57
7/9/2017,1,29400,16:00,27465.5,30/10/2017,28443,34,1,71,73
7/9/2017,1,28600,16:00,27465.5,30/10/2017,28443,34,1,187,190
7/9/2017,1,29000,16:00,27465.5,30/10/2017,28443,34,1,115,117
7/9/2017,1,28200,16:00,27465.5,30/10/2017,28443,34,0,1018,1053
7/9/2017,1,28200,16:00,27465.5,30/10/2017,28443,34,1,296,301
7/9/2017,1,28000,16:00,27465.5,30/10/2017,28443,34,1,368,374
7/9/2017,1,27200,16:00,27465.5,30/10/2017,28443,34,0,514,519
7/9/2017,1,27400,16:00,27465.5,30/10/2017,28443,34,0,592,599
7/9/2017,1,27800,16:00,27465.5,30/10/2017,28443,34,0,785,794
7/9/2017,1,27200,16:00,27465.5,30/10/2017,28443,34,1,767,805
7/9/2017,1,27000,16:00,27465.5,30/10/2017,28443,34,1,899,937
7/9/2017,1,28000,16:00,27465.5,30/10/2017,28443,34,0,900,908
7/9/2017,1,26800,16:00,27465.5,30/10/2017,28443,34,1,1039,1073
7/9/2017,1,27600,16:00,27465.5,30/10/2017,28443,34,1,550,557
7/9/2017,1,27600,16:00,27465.5,30/10/2017,28443,34,0,683,689
7/9/2017,1,27400,16:00,27465.5,30/10/2017,28443,34,1,659,667
7/9/2017,1,31000,16:00,27465.5,30/10/2017,28443,34,1,13,14
7/9/2017,1,26800,16:00,27465.5,30/10/2017,28443,34,0,387,391
7/9/2017,1,28400,16:00,27465.5,30/10/2017,28443,34,1,235,240
7/9/2017,1,26600,16:00,27465.5,30/10/2017,28443,34,0,335,340
7/9/2017,1,25000,16:00,27465.5,30/10/2017,28443,34,0,115,118
7/9/2017,1,26200,16:00,27465.5,30/10/2017,28443,34,0,253,258
7/9/2017,1,26000,16:00,27465.5,30/10/2017,28443,34,0,221,226
7/9/2017,1,24000,16:00,27465.5,30/10/2017,28443,34,0,63,65
7/9/2017,1,25800,16:00,27465.5,30/10/2017,28443,34,0,193,198
7/9/2017,1,24200,16:00,27465.5,30/10/2017,28443,34,0,71,73
7/9/2017,1,25200,16:00,27465.5,30/10/2017,28443,34,0,131,135
7/9/2017,1,27000,16:00,27465.5,30/10/2017,28443,34,0,445,450
7/9/2017,1,24400,16:00,27465.5,30/10/2017,28443,34,0,80,82
7/9/2017,1,27800,16:00,27465.5,30/10/2017,28443,34,1,453,459
7/9/2017,1,25400,16:00,27465.5,30/10/2017,28443,34,0,149,153
7/9/2017,1,24600,16:00,27465.5,30/10/2017,28443,34,0,90,93
7/9/2017,1,28800,16:00,27465.5,30/10/2017,28443,34,1,146,149
7/9/2017,1,23800,16:00,27465.5,30/10/2017,28443,34,0,56,58
7/9/2017,1,22000,16:00,27465.5,30/10/2017,28443,34,0,20,24
7/9/2017,1,23400,16:00,27465.5,30/10/2017,28443,34,0,42,49
7/9/2017,1,30400,16:00,27465.5,30/10/2017,28443,34,1,22,25
7/9/2017,1,23200,16:00,27465.5,30/10/2017,28443,34,0,40,44
7/9/2017,1,23000,16:00,27465.5,30/10/2017,28443,34,0,34,39
7/9/2017,1,30800,16:00,27465.5,30/10/2017,28443,34,1,15,17
7/9/2017,1,30000,16:00,27465.5,30/10/2017,28443,34,1,35,37
7/9/2017,1,22800,16:00,27465.5,30/10/2017,28443,34,0,32,35
7/9/2017,1,22200,16:00,27465.5,30/10/2017,28443,34,0,23,25
7/9/2017,1,20800,16:00,27465.5,30/10/2017,28443,34,0,12,13
7/9/2017,1,21200,16:00,27465.5,30/10/2017,28443,34,0,13,15
7/9/2017,1,21400,16:00,27465.5,30/10/2017,28443,34,0,15,17
7/9/2017,1,21800,16:00,27465.5,30/10/2017,28443,34,0,19,20
7/9/2017,1,21000,16:00,27465.5,30/10/2017,28443,34,0,12,14
7/9/2017,1,20400,16:00,27465.5,30/10/2017,28443,34,0,10,11
7/9/2017,1,22400,16:00,27465.5,30/10/2017,28443,34,0,25,27
7/9/2017,1,21600,16:00,27465.5,30/10/2017,28443,34,0,17,18
7/9/2017,1,20600,16:00,27465.5,30/10/2017,28443,34,0,10,13
7/9/2017,1,23600,16:00,27465.5,30/10/2017,28443,34,0,50,53
7/9/2017,1,26400,16:00,27465.5,30/10/2017,28443,34,0,291,295
7/9/2017,1,20200,16:00,27465.5,30/10/2017,28443,34,0,9,11
7/9/2017,1,25600,16:00,27465.5,30/10/2017,28443,34,0,170,174
7/9/2017,1,22600,16:00,27465.5,30/10/2017,28443,34,0,28,31
7/9/2017,1,31200,16:00,27465.5,30/10/2017,28443,34,1,10,12
7/9/2017,1,24800,16:00,27465.5,30/10/2017,28443,34,0,102,105
8/9/2017,0,27600,16:00,27638,28/9/2017,27553.5,14,0,357,359
8/9/2017,0,29400,16:00,27638,28/9/2017,27553.5,14,1,16,17
8/9/2017,0,29800,16:00,27638,28/9/2017,27553.5,14,1,8,10
8/9/2017,0,28000,16:00,27638,28/9/2017,27553.5,14,0,565,571
8/9/2017,0,30200,16:00,27638,28/9/2017,27553.5,14,1,5,6
8/9/2017,0,28400,16:00,27638,28/9/2017,27553.5,14,0,836,876
8/9/2017,0,28400,16:00,27638,28/9/2017,27553.5,14,1,97,98
8/9/2017,0,27600,16:00,27638,28/9/2017,27553.5,14,1,395,398
8/9/2017,0,29600,16:00,27638,28/9/2017,27553.5,14,1,12,13
8/9/2017,0,28200,16:00,27638,28/9/2017,27553.5,14,0,686,716
8/9/2017,0,27000,16:00,27638,28/9/2017,27553.5,14,1,814,821
8/9/2017,0,28000,16:00,27638,28/9/2017,27553.5,14,1,206,208
8/9/2017,0,28200,16:00,27638,28/9/2017,27553.5,14,1,142,144
8/9/2017,0,26000,16:00,27638,28/9/2017,27553.5,14,0,61,62
8/9/2017,0,27200,16:00,27638,28/9/2017,27553.5,14,0,224,226
8/9/2017,0,28800,16:00,27638,28/9/2017,27553.5,14,1,45,47
8/9/2017,0,26600,16:00,27638,28/9/2017,27553.5,14,0,114,116
8/9/2017,0,26400,16:00,27638,28/9/2017,27553.5,14,0,92,93
8/9/2017,0,28600,16:00,27638,28/9/2017,27553.5,14,1,66,67
8/9/2017,0,26800,16:00,27638,28/9/2017,27553.5,14,0,142,144
8/9/2017,0,26200,16:00,27638,28/9/2017,27553.5,14,0,75,76
8/9/2017,0,24000,16:00,27638,28/9/2017,27553.5,14,0,9,10
8/9/2017,0,23800,16:00,27638,28/9/2017,27553.5,14,0,7,8
8/9/2017,0,27800,16:00,27638,28/9/2017,27553.5,14,0,451,455
8/9/2017,0,27800,16:00,27638,28/9/2017,27553.5,14,1,290,292
8/9/2017,0,23400,16:00,27638,28/9/2017,27553.5,14,0,5,7
8/9/2017,0,24800,16:00,27638,28/9/2017,27553.5,14,0,19,20
8/9/2017,0,25800,16:00,27638,28/9/2017,27553.5,14,0,49,51
8/9/2017,0,24600,16:00,27638,28/9/2017,27553.5,14,0,15,16
8/9/2017,0,24200,16:00,27638,28/9/2017,27553.5,14,0,10,12
8/9/2017,0,27200,16:00,27638,28/9/2017,27553.5,14,1,650,678
8/9/2017,0,27400,16:00,27638,28/9/2017,27553.5,14,1,507,525
8/9/2017,0,24400,16:00,27638,28/9/2017,27553.5,14,0,13,14
8/9/2017,0,27400,16:00,27638,28/9/2017,27553.5,14,0,282,285
8/9/2017,0,23600,16:00,27638,28/9/2017,27553.5,14,0,6,7
8/9/2017,0,23200,16:00,27638,28/9/2017,27553.5,14,0,5,6
8/9/2017,0,30000,16:00,27638,28/9/2017,27553.5,14,1,6,8
8/9/2017,0,29200,16:00,27638,28/9/2017,27553.5,14,1,23,24
8/9/2017,0,25000,16:00,27638,28/9/2017,27553.5,14,0,23,24
8/9/2017,0,25400,16:00,27638,28/9/2017,27553.5,14,0,33,34
8/9/2017,0,25600,16:00,27638,28/9/2017,27553.5,14,0,40,42
8/9/2017,0,27000,16:00,27638,28/9/2017,27553.5,14,0,178,180
8/9/2017,0,29000,16:00,27638,28/9/2017,27553.5,14,1,32,33
8/9/2017,0,25200,16:00,27638,28/9/2017,27553.5,14,0,27,29
8/9/2017,1,31600,16:00,27613,30/10/2017,28443,33,1,8,10
8/9/2017,1,31400,16:00,27613,30/10/2017,28443,33,1,9,11
8/9/2017,1,31200,16:00,27613,30/10/2017,28443,33,1,11,13
8/9/2017,1,30800,16:00,27613,30/10/2017,28443,33,1,16,19
8/9/2017,1,30400,16:00,27613,30/10/2017,28443,33,1,25,29
8/9/2017,1,29000,16:00,27613,30/10/2017,28443,33,1,132,136
8/9/2017,1,30000,16:00,27613,30/10/2017,28443,33,1,39,43
8/9/2017,1,29400,16:00,27613,30/10/2017,28443,33,1,80,84
8/9/2017,1,29800,16:00,27613,30/10/2017,28443,33,1,50,53
8/9/2017,1,29200,16:00,27613,30/10/2017,28443,33,1,103,106
8/9/2017,1,28800,16:00,27613,30/10/2017,28443,33,1,168,172
8/9/2017,1,31000,16:00,27613,30/10/2017,28443,33,1,14,15
8/9/2017,1,30600,16:00,27613,30/10/2017,28443,33,1,20,23
8/9/2017,1,28400,16:00,27613,30/10/2017,28443,33,1,270,275
8/9/2017,1,28200,16:00,27613,30/10/2017,28443,33,1,338,343
8/9/2017,1,28200,16:00,27613,30/10/2017,28443,33,0,907,941
8/9/2017,1,28000,16:00,27613,30/10/2017,28443,33,1,419,424
8/9/2017,1,28000,16:00,27613,30/10/2017,28443,33,0,800,811
8/9/2017,1,27800,16:00,27613,30/10/2017,28443,33,0,696,703
8/9/2017,1,26800,16:00,27613,30/10/2017,28443,33,0,337,340
8/9/2017,1,27800,16:00,27613,30/10/2017,28443,33,1,512,520
8/9/2017,1,27400,16:00,27613,30/10/2017,28443,33,1,733,743
8/9/2017,1,27200,16:00,27613,30/10/2017,28443,33,0,451,455
8/9/2017,1,27200,16:00,27613,30/10/2017,28443,33,1,851,885
8/9/2017,1,27400,16:00,27613,30/10/2017,28443,33,0,520,526
8/9/2017,1,27000,16:00,27613,30/10/2017,28443,33,0,391,393
8/9/2017,1,26800,16:00,27613,30/10/2017,28443,33,1,1135,1167
8/9/2017,1,26600,16:00,27613,30/10/2017,28443,33,0,291,295
8/9/2017,1,26200,16:00,27613,30/10/2017,28443,33,0,220,223
8/9/2017,1,25800,16:00,27613,30/10/2017,28443,33,0,167,171
8/9/2017,1,25600,16:00,27613,30/10/2017,28443,33,0,146,150
8/9/2017,1,25400,16:00,27613,30/10/2017,28443,33,0,129,132
8/9/2017,1,25200,16:00,27613,30/10/2017,28443,33,0,113,115
8/9/2017,1,26400,16:00,27613,30/10/2017,28443,33,0,252,256
8/9/2017,1,25000,16:00,27613,30/10/2017,28443,33,0,100,102
8/9/2017,1,24800,16:00,27613,30/10/2017,28443,33,0,87,90
8/9/2017,1,27000,16:00,27613,30/10/2017,28443,33,1,988,1022
8/9/2017,1,27600,16:00,27613,30/10/2017,28443,33,0,603,609
8/9/2017,1,24600,16:00,27613,30/10/2017,28443,33,0,76,80
8/9/2017,1,28400,16:00,27613,30/10/2017,28443,33,0,1043,1078
8/9/2017,1,28600,16:00,27613,30/10/2017,28443,33,1,214,219
8/9/2017,1,30200,16:00,27613,30/10/2017,28443,33,1,31,34
8/9/2017,1,24400,16:00,27613,30/10/2017,28443,33,0,68,71
8/9/2017,1,29600,16:00,27613,30/10/2017,28443,33,1,63,66
8/9/2017,1,26000,16:00,27613,30/10/2017,28443,33,0,191,195
8/9/2017,1,24200,16:00,27613,30/10/2017,28443,33,0,60,62
8/9/2017,1,27600,16:00,27613,30/10/2017,28443,33,1,618,625
8/9/2017,1,24000,16:00,27613,30/10/2017,28443,33,0,53,55
8/9/2017,1,23800,16:00,27613,30/10/2017,28443,33,0,47,49
8/9/2017,1,23200,16:00,27613,30/10/2017,28443,33,0,33,35
8/9/2017,1,23000,16:00,27613,30/10/2017,28443,33,0,29,33
8/9/2017,1,22600,16:00,27613,30/10/2017,28443,33,0,24,26
8/9/2017,1,22400,16:00,27613,30/10/2017,28443,33,0,22,23
8/9/2017,1,22200,16:00,27613,30/10/2017,28443,33,0,19,21
8/9/2017,1,20400,16:00,27613,30/10/2017,28443,33,0,8,10
8/9/2017,1,23600,16:00,27613,30/10/2017,28443,33,0,42,43
8/9/2017,1,21200,16:00,27613,30/10/2017,28443,33,0,12,13
8/9/2017,1,20200,16:00,27613,30/10/2017,28443,33,0,7,9
8/9/2017,1,20800,16:00,27613,30/10/2017,28443,33,0,10,11
8/9/2017,1,20600,16:00,27613,30/10/2017,28443,33,0,9,11
8/9/2017,1,21000,16:00,27613,30/10/2017,28443,33,0,11,12
8/9/2017,1,21400,16:00,27613,30/10/2017,28443,33,0,13,15
8/9/2017,1,21600,16:00,27613,30/10/2017,28443,33,0,15,16
8/9/2017,1,21800,16:00,27613,30/10/2017,28443,33,0,16,19
8/9/2017,1,22000,16:00,27613,30/10/2017,28443,33,0,18,20
8/9/2017,1,22800,16:00,27613,30/10/2017,28443,33,0,26,30
8/9/2017,1,23400,16:00,27613,30/10/2017,28443,33,0,37,39
11/9/2017,0,29400,16:00,27966.5,28/9/2017,27553.5,13,1,18,19
11/9/2017,0,30000,16:00,27966.5,28/9/2017,27553.5,13,1,6,7
11/9/2017,0,29200,16:00,27966.5,28/9/2017,27553.5,13,1,27,29
11/9/2017,0,27600,16:00,27966.5,28/9/2017,27553.5,13,1,555,560
11/9/2017,0,28200,16:00,27966.5,28/9/2017,27553.5,13,1,213,215
11/9/2017,0,28400,16:00,27966.5,28/9/2017,27553.5,13,1,144,145
11/9/2017,0,28800,16:00,27966.5,28/9/2017,27553.5,13,1,62,64
11/9/2017,0,29000,16:00,27966.5,28/9/2017,27553.5,13,1,41,42
11/9/2017,0,29800,16:00,27966.5,28/9/2017,27553.5,13,1,8,9
11/9/2017,0,28000,16:00,27966.5,28/9/2017,27553.5,13,0,338,341
11/9/2017,0,27800,16:00,27966.5,28/9/2017,27553.5,13,1,420,424
11/9/2017,0,27600,16:00,27966.5,28/9/2017,27553.5,13,0,191,192
11/9/2017,0,29600,16:00,27966.5,28/9/2017,27553.5,13,1,12,13
11/9/2017,0,27200,16:00,27966.5,28/9/2017,27553.5,13,1,851,891
11/9/2017,0,27400,16:00,27966.5,28/9/2017,27553.5,13,1,697,720
11/9/2017,0,28400,16:00,27966.5,28/9/2017,27553.5,13,0,564,596
11/9/2017,0,27800,16:00,27966.5,28/9/2017,27553.5,13,0,255,256
11/9/2017,0,27200,16:00,27966.5,28/9/2017,27553.5,13,0,107,109
11/9/2017,0,26600,16:00,27966.5,28/9/2017,27553.5,13,0,47,49
11/9/2017,0,26000,16:00,27966.5,28/9/2017,27553.5,13,0,23,24
11/9/2017,0,28000,16:00,27966.5,28/9/2017,27553.5,13,1,306,308
11/9/2017,0,27000,16:00,27966.5,28/9/2017,27553.5,13,0,81,82
11/9/2017,0,25600,16:00,27966.5,28/9/2017,27553.5,13,0,14,16
11/9/2017,0,28200,16:00,27966.5,28/9/2017,27553.5,13,0,445,448
11/9/2017,0,24400,16:00,27966.5,28/9/2017,27553.5,13,0,5,6
11/9/2017,0,27400,16:00,27966.5,28/9/2017,27553.5,13,0,143,144
11/9/2017,0,26400,16:00,27966.5,28/9/2017,27553.5,13,0,37,38
11/9/2017,0,24600,16:00,27966.5,28/9/2017,27553.5,13,0,6,7
11/9/2017,0,26800,16:00,27966.5,28/9/2017,27553.5,13,0,62,63
11/9/2017,0,25000,16:00,27966.5,28/9/2017,27553.5,13,0,8,9
11/9/2017,0,26200,16:00,27966.5,28/9/2017,27553.5,13,0,29,30
11/9/2017,0,25800,16:00,27966.5,28/9/2017,27553.5,13,0,18,19
11/9/2017,0,25200,16:00,27966.5,28/9/2017,27553.5,13,0,9,10
11/9/2017,0,25400,16:00,27966.5,28/9/2017,27553.5,13,0,12,13
11/9/2017,0,24800,16:00,27966.5,28/9/2017,27553.5,13,0,7,8
11/9/2017,0,28600,16:00,27966.5,28/9/2017,27553.5,13,0,712,752
11/9/2017,0,28600,16:00,27966.5,28/9/2017,27553.5,13,1,95,96
11/9/2017,1,32200,16:00,27948.5,30/10/2017,28443,32,1,5,6
11/9/2017,1,32000,16:00,27948.5,30/10/2017,28443,32,1,6,8
11/9/2017,1,31800,16:00,27948.5,30/10/2017,28443,32,1,7,9
11/9/2017,1,30600,16:00,27948.5,30/10/2017,28443,32,1,24,27
11/9/2017,1,30000,16:00,27948.5,30/10/2017,28443,32,1,50,53
11/9/2017,1,28400,16:00,27948.5,30/10/2017,28443,32,0,786,826
11/9/2017,1,29800,16:00,27948.5,30/10/2017,28443,32,1,63,67
11/9/2017,1,29200,16:00,27948.5,30/10/2017,28443,32,1,134,138
11/9/2017,1,29000,16:00,27948.5,30/10/2017,28443,32,1,172,176
11/9/2017,1,28800,16:00,27948.5,30/10/2017,28443,32,1,219,225
11/9/2017,1,28000,16:00,27948.5,30/10/2017,28443,32,0,584,592
11/9/2017,1,31600,16:00,27948.5,30/10/2017,28443,32,1,8,10
11/9/2017,1,28400,16:00,27948.5,30/10/2017,28443,32,1,350,354
11/9/2017,1,28200,16:00,27948.5,30/10/2017,28443,32,1,434,439
11/9/2017,1,31200,16:00,27948.5,30/10/2017,28443,32,1,12,15
11/9/2017,1,28000,16:00,27948.5,30/10/2017,28443,32,1,530,539
11/9/2017,1,27800,16:00,27948.5,30/10/2017,28443,32,1,641,651
11/9/2017,1,30800,16:00,27948.5,30/10/2017,28443,32,1,19,22
11/9/2017,1,28600,16:00,27948.5,30/10/2017,28443,32,1,278,284
11/9/2017,1,27600,16:00,27948.5,30/10/2017,28443,32,1,767,776
11/9/2017,1,29600,16:00,27948.5,30/10/2017,28443,32,1,81,86
11/9/2017,1,27800,16:00,27948.5,30/10/2017,28443,32,0,496,501
11/9/2017,1,27600,16:00,27948.5,30/10/2017,28443,32,0,418,424
11/9/2017,1,30200,16:00,27948.5,30/10/2017,28443,32,1,38,42
11/9/2017,1,30400,16:00,27948.5,30/10/2017,28443,32,1,30,34
11/9/2017,1,28600,16:00,27948.5,30/10/2017,28443,32,0,916,956
11/9/2017,1,31400,16:00,27948.5,30/10/2017,28443,32,1,10,12
11/9/2017,1,31000,16:00,27948.5,30/10/2017,28443,32,1,15,18
11/9/2017,1,25200,16:00,27948.5,30/10/2017,28443,32,0,64,66
11/9/2017,1,27400,16:00,27948.5,30/10/2017,28443,32,0,354,359
11/9/2017,1,25600,16:00,27948.5,30/10/2017,28443,32,0,84,88
11/9/2017,1,26800,16:00,27948.5,30/10/2017,28443,32,0,214,217
11/9/2017,1,26600,16:00,27948.5,30/10/2017,28443,32,0,182,184
11/9/2017,1,23800,16:00,27948.5,30/10/2017,28443,32,0,25,28
11/9/2017,1,26000,16:00,27948.5,30/10/2017,28443,32,0,113,117
11/9/2017,1,26400,16:00,27948.5,30/10/2017,28443,32,0,155,158
11/9/2017,1,25400,16:00,27948.5,30/10/2017,28443,32,0,73,77
11/9/2017,1,27200,16:00,27948.5,30/10/2017,28443,32,0,299,303
11/9/2017,1,25800,16:00,27948.5,30/10/2017,28443,32,0,98,101
11/9/2017,1,25000,16:00,27948.5,30/10/2017,28443,32,0,56,58
11/9/2017,1,24800,16:00,27948.5,30/10/2017,28443,32,0,49,50
11/9/2017,1,26200,16:00,27948.5,30/10/2017,28443,32,0,132,136
11/9/2017,1,28200,16:00,27948.5,30/10/2017,28443,32,0,685,695
11/9/2017,1,24600,16:00,27948.5,30/10/2017,28443,32,0,43,46
11/9/2017,1,24200,16:00,27948.5,30/10/2017,28443,32,0,33,37
11/9/2017,1,22400,16:00,27948.5,30/10/2017,28443,32,0,12,14
