,game_date,home_team,Stadium,week,away_team,weekday,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,total_attendance,home_attendance,away_attendance,weekly_attendance,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,superbowl_winner,Capacity,Turf,Temperature,EstimatedCondition
2396,29/10/2006,25,2,8,27,4,16:15:00,20,13,98,1,360,4,23,25,1039706,467964,571742,62385,2,14,168,332,-164,-10.3,0.6,-9.6,-10.3,0.7,1,1,65000,3,60.08,2
2397,7/12/2014,25,2,14,29,4,16:25:00,24,13,330,0,248,2,23,27,1013469,459333,554136,55300,3,13,253,452,-199,-12.4,3.4,-9,-4.3,-4.7,1,1,65000,3,60.08,2
2398,6/12/2015,25,2,13,16,4,16:05:00,34,20,232,2,361,3,23,16,970514,436397,534117,55010,7,9,359,399,-40,-2.5,2.3,-0.2,1.4,-1.6,1,1,65000,3,60.08,2
2399,27/11/2016,25,2,12,5,4,16:25:00,35,32,366,2,358,2,23,5,1009172,458561,550611,54909,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,2,1,65000,3,60.08,2
2400,8/12/2019,25,2,14,33,4,16:25:00,42,21,552,1,355,1,23,31,961146,428311,532835,52760,7,9,313,419,-106,-6.6,-0.3,-6.9,-2.5,-4.4,1,1,65000,3,60.08,2
2401,15/10/2000,16,3,7,25,4,13:00:00,20,17,391,1,346,1,16,23,1115272,631365,483907,79025,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,1,1,76416,3,60.08,2
2402,21/10/2018,16,3,7,7,4,20:20:00,45,10,551,1,239,1,16,7,1107376,607780,499596,75676,12,4,565,421,144,9,-0.1,8.9,12.6,-3.8,2,1,76416,3,60.08,2
2403,18/11/2001,5,5,10,29,4,13:02:00,25,22,417,3,280,0,5,27,1085651,579080,506571,72665,1,15,253,410,-157,-9.8,0.9,-8.9,-4.6,-4.4,1,1,74867,3,60.08,2
2404,13/11/2011,8,6,10,31,4,13:03:00,13,12,281,2,335,1,8,29,1030992,526874,504118,64900,4,12,218,307,-89,-5.6,0.2,-5.4,-7.2,1.8,1,1,67895,3,60.08,4
2405,13/10/2019,8,6,6,30,4,13:00:00,32,28,454,1,406,4,8,28,1075124,539448,535676,67431,6,10,335,393,-58,-3.6,1.7,-1.9,-0.4,-1.5,1,1,67895,3,60.08,6
2406,20/10/2013,34,8,7,6,4,13:05:00,45,41,499,1,359,1,32,6,1200007,617767,582240,83147,3,13,334,478,-144,-9,-0.3,-9.3,-3.9,-5.4,1,1,79000,3,60.08,2
2407,25/11/2001,21,10,11,22,4,16:05:00,34,17,432,0,428,2,20,21,977717,482336,495381,60292,11,5,371,272,99,6.2,-1.9,4.3,1.2,3.1,2,2,65878,1,60.08,2
2408,11/11/2012,21,10,10,4,4,13:02:00,37,31,347,0,481,3,20,4,1134734,550044,584690,68756,12,4,557,331,226,14.1,-1.4,12.8,12.2,0.5,2,1,65878,1,60.08,2
2409,10/12/2012,21,10,14,13,2,20:40:00,42,14,419,1,323,1,20,13,1134734,550044,584690,68756,12,4,557,331,226,14.1,-1.4,12.8,12.2,0.5,2,1,65878,1,60.08,6
2410,13/10/2013,21,10,6,22,4,16:25:00,30,27,376,1,361,2,20,21,1120817,550048,570769,68756,12,4,444,338,106,6.6,-0.7,5.9,4.5,1.4,2,1,65878,1,60.08,2
2411,13/11/2005,4,12,10,16,4,13:02:00,14,3,209,2,316,4,4,16,1090208,575248,514960,72093,5,11,271,367,-96,-6,0.2,-5.8,-4,-1.8,1,1,71608,2,60.08,2
2412,1/10/2006,4,12,4,20,4,13:02:00,17,12,298,0,330,2,4,19,1081107,541169,539938,71972,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,1,1,71608,2,60.08,2
2413,26/11/2006,4,12,12,15,4,13:02:00,27,24,241,1,323,1,4,15,1081107,541169,539938,63608,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,1,1,71608,2,60.08,2
2414,7/10/2018,4,12,5,33,4,13:00:00,13,12,223,1,221,3,4,31,1072899,519695,553204,68202,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,1,1,71608,2,60.08,2
2415,9/9/2001,12,13,1,11,4,12:02:00,28,6,424,1,288,3,12,11,1040215,478433,561782,59523,12,4,390,266,124,7.8,-1.1,6.6,4,2.6,2,1,81441,3,60.08,2
2416,18/11/2001,12,13,10,2,4,13:02:00,23,20,417,2,313,4,12,2,1040215,478433,561782,59849,12,4,390,266,124,7.8,-1.1,6.6,4,2.6,2,1,81441,3,60.08,2
2417,13/9/2012,12,13,2,6,5,20:29:00,23,10,321,2,168,4,12,6,1106110,564062,542048,70543,11,5,433,336,97,6.1,1.2,7.3,4.9,2.4,2,1,81441,3,60.08,2
2418,26/9/2019,12,13,4,26,5,20:20:00,34,27,336,0,491,2,12,24,1154661,622762,531899,77509,13,3,376,313,63,3.9,-0.7,3.2,0.6,2.6,2,1,81441,3,60.08,2
2419,29/10/2000,29,14,9,31,4,16:05:00,34,24,447,1,325,0,27,29,1057954,541964,515990,68109,6,10,388,422,-34,-2.1,-1.7,-3.8,1.7,-5.5,1,1,68500,3,60.08,2
2420,10/11/2013,29,14,10,5,4,16:05:00,10,9,250,2,151,2,27,5,1116046,557856,558190,69732,12,4,406,272,134,8.4,1.8,10.1,3.5,6.6,2,1,68500,3,60.08,2
2421,5/10/2003,26,15,5,34,4,16:15:00,27,25,267,2,307,2,24,32,1124063,544349,579714,67792,12,4,374,287,87,5.4,-1,4.4,2.9,1.5,2,1,67594,3,60.08,2
2422,22/12/2013,26,15,16,6,4,20:30:00,54,11,514,1,257,2,24,6,1141155,553152,588003,69144,10,6,442,382,60,3.8,-1.9,1.9,2.3,-0.5,2,1,67594,3,60.08,2
2423,24/10/2004,14,16,7,15,4,13:00:00,27,24,414,2,446,2,14,15,1016831,456791,560040,56615,12,4,522,351,171,10.7,0.7,11.4,11.7,-0.3,2,1,67000,1,60.08,2
2424,9/10/2016,14,16,5,6,4,13:02:00,29,23,396,0,522,1,14,6,1100210,524393,575817,66622,8,8,411,392,19,1.2,-0.8,0.4,3.1,-2.7,1,1,67000,1,60.08,2
2425,9/9/2018,14,16,1,7,4,13:00:00,34,23,330,2,380,2,14,7,1006361,473598,532763,58699,10,6,433,344,89,5.6,-2.2,3.4,3.9,-0.6,2,1,67000,1,60.08,2
2426,22/10/2006,30,17,7,20,4,16:16:00,31,13,332,0,290,3,28,19,1083593,543820,539773,68118,9,7,335,341,-6,-0.4,-3.2,-3.6,-1.7,-1.9,2,1,68740,2,60.08,2
2427,2/10/2011,30,17,4,2,4,16:05:00,30,28,412,0,372,2,28,2,1070956,531311,539645,66266,7,9,321,315,6,0.4,0.4,0.8,-0.5,1.3,1,1,68740,2,60.08,2
2428,30/10/2011,30,17,8,7,4,16:16:00,34,12,252,2,411,2,28,7,1070956,531311,539645,66004,7,9,321,315,6,0.4,0.4,0.8,-0.5,1.3,1,1,68740,2,60.08,2
2429,4/11/2018,30,17,9,17,4,16:05:00,25,17,375,0,356,1,28,17,1114327,552009,562318,68989,10,6,428,347,81,5.1,-0.6,4.5,3,1.5,2,1,68740,2,60.08,2
2430,7/11/2004,3,18,9,8,4,20:36:00,27,13,240,1,217,2,3,8,1123288,558594,564694,69781,9,7,317,268,49,3.1,3.1,6.1,-0.6,6.8,1,1,71008,1,60.08,2
2431,26/11/2006,3,18,12,27,4,13:02:00,27,0,275,0,172,3,3,25,1125187,566547,558640,70946,13,3,353,201,152,9.5,-0.2,9.3,1.5,7.8,2,1,71008,1,60.08,2
2432,11/11/2012,3,18,10,25,4,13:02:00,55,20,419,1,422,3,3,23,1109404,570229,539175,71339,10,6,398,344,54,3.4,-0.5,2.9,1.9,1,2,2,71008,1,60.08,2
2433,9/10/2016,3,18,5,34,4,13:03:00,16,10,310,2,306,1,3,32,1134133,568823,565310,71318,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,1,1,71008,1,60.08,4
2434,25/11/2018,3,18,12,25,4,13:00:00,34,17,416,2,249,1,3,23,1053383,563451,489932,70035,10,6,389,287,102,6.4,0.6,7,0.6,6.4,2,1,71008,1,60.08,2
2435,26/11/2017,2,19,12,32,4,13:00:00,34,20,516,1,373,0,2,30,1123058,575681,547377,71036,10,6,353,315,38,2.4,1.9,4.3,1.1,3.2,2,1,71000,1,60.08,2
2436,18/11/2018,2,19,11,9,4,13:00:00,22,19,323,0,354,1,2,9,1119143,583184,535959,74447,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,1,1,71000,1,60.08,2
2437,14/11/2010,23,20,10,9,4,16:15:00,33,20,427,1,480,3,22,9,1190095,631156,558939,80851,10,6,394,347,47,2.9,-0.8,2.1,1.7,0.4,1,1,82500,2,60.08,2
2438,19/9/2011,23,20,2,31,2,20:40:00,28,16,323,1,367,2,22,29,1232157,635800,596357,78290,9,7,394,400,-6,-0.4,2,1.6,3.1,-1.5,2,2,82500,2,60.08,2
2439,30/9/2012,24,20,4,29,4,13:03:00,34,0,381,0,145,4,22,27,1142324,632704,509620,79088,6,10,281,375,-94,-5.9,0,-5.9,-5.1,-0.9,1,1,82500,2,60.08,2
2440,5/11/2000,33,21,10,27,4,13:03:00,9,7,364,1,167,3,31,25,1091274,547524,543750,68498,13,3,346,191,155,9.7,-1.3,8.3,1.5,6.8,2,1,69143,3,60.08,2
2441,17/10/2004,33,21,6,13,4,13:02:00,20,10,345,2,305,4,31,13,1051732,551210,500522,68932,5,11,344,439,-95,-5.9,1.5,-4.4,0.3,-4.6,1,1,69143,3,60.08,2
2442,27/11/2005,33,21,12,29,4,13:03:00,33,22,461,1,261,4,31,27,1059178,553192,505986,69149,4,12,299,421,-122,-7.6,0.1,-7.6,-2,-5.5,1,1,69143,3,60.08,2
2443,11/11/2007,33,21,10,15,4,13:03:00,28,13,262,1,292,3,31,15,1098921,553144,545777,69143,10,6,301,297,4,0.3,0.5,0.7,-2.9,3.6,2,1,69143,3,60.08,2
2444,1/11/2009,33,21,8,15,4,16:05:00,30,13,430,0,330,2,31,15,1086095,553144,532951,69143,8,8,354,402,-48,-3,0.2,-2.8,0.9,-3.6,1,1,69143,3,60.08,2
2445,29/11/2009,33,21,12,1,4,16:15:00,20,17,532,1,292,0,31,1,1086095,553144,532951,69143,8,8,354,402,-48,-3,0.2,-2.8,0.9,-3.6,1,1,69143,3,60.08,2
2446,25/10/2015,33,21,7,2,4,13:02:00,10,7,378,2,256,2,31,2,1045359,498435,546924,63329,3,13,299,423,-124,-7.8,-2.8,-10.5,-5.9,-4.6,1,1,69143,3,60.08,2
2447,3/12/2017,33,21,13,13,4,13:00:00,24,13,344,1,384,1,31,13,1040119,525214,514905,62758,9,7,334,356,-22,-1.4,-2.1,-3.5,-2,-1.5,2,1,69143,3,60.08,2
2448,3/11/2002,13,22,9,7,4,13:01:00,38,3,390,0,268,2,13,7,1061722,559322,502400,69827,4,12,213,356,-143,-8.9,-0.5,-9.4,-8.4,-1.1,1,1,71795,3,60.08,2
2449,22/10/2006,13,22,7,15,4,13:03:00,27,7,349,0,220,2,13,15,1086443,561469,524974,70035,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,1,1,71795,3,60.08,2
2450,30/12/2007,13,22,17,15,4,13:02:00,42,28,290,1,381,1,13,15,1080028,564159,515869,70660,8,8,379,384,-5,-0.3,0.3,0,2.5,-2.5,1,1,71795,3,60.08,2
2451,22/12/2013,13,22,16,10,4,13:02:00,37,13,511,0,240,2,13,10,1103683,573271,530412,71761,2,14,276,428,-152,-9.5,1.9,-7.6,-5,-2.6,1,1,71795,3,60.08,2
2452,23/11/2014,13,22,12,7,4,13:02:00,22,13,372,1,248,1,13,7,1115983,574132,541851,71777,9,7,372,307,65,4.1,-2.3,1.7,-0.8,2.5,1,1,71795,3,60.08,4
2453,4/12/2017,7,23,13,27,2,20:30:00,23,20,374,1,353,0,7,25,978253,425937,552316,56029,7,9,290,349,-59,-3.7,-1.3,-5,-4.1,-0.9,1,1,65515,1,60.08,2
2454,29/12/2019,7,23,17,8,4,13:00:00,33,23,361,1,313,3,7,8,907640,377432,530208,47759,2,14,279,420,-141,-8.8,1.5,-7.3,-4.4,-2.9,1,1,65515,1,60.08,2
2455,30/12/2001,28,24,16,30,4,16:15:00,25,22,307,0,398,2,26,28,1005530,474844,530686,51412,5,11,332,321,11,0.7,-1,-0.3,0.3,-0.6,1,1,70561,2,60.08,2
2456,12/12/2004,28,24,14,32,4,16:15:00,31,24,336,3,436,4,26,30,1027704,485462,542242,65858,12,4,446,313,133,8.3,0.8,9.1,6.1,3,2,1,70561,2,60.08,2
2457,31/12/2006,28,24,17,1,4,16:15:00,27,20,387,1,444,1,26,1,1084416,531031,553385,66492,14,2,492,303,189,11.8,-1.6,10.2,10,0.2,2,1,70561,2,60.08,2
2458,16/12/2007,28,24,15,11,4,16:15:00,51,14,416,0,328,6,26,11,1075885,524019,551866,66505,11,5,412,284,128,8,0.8,8.8,4.3,4.5,2,1,70561,2,60.08,2
2459,25/11/2012,28,24,12,3,4,16:05:00,16,13,443,0,280,0,26,3,1022066,479716,542350,57882,7,9,350,350,0,0,-2.3,-2.3,-2,-0.4,1,1,70561,2,60.08,2
2460,16/12/2012,28,24,15,5,4,16:05:00,31,7,372,1,164,2,26,5,1022066,479716,542350,53832,7,9,350,350,0,0,-2.3,-2.3,-2,-0.4,1,1,70561,2,60.08,2
2461,18/12/2016,28,24,15,25,4,16:25:00,19,16,345,2,263,2,26,23,998070,456197,541873,68352,5,11,410,423,-13,-0.8,0.9,0.1,3,-3,1,1,70561,2,60.08,2
2462,22/12/2018,17,26,16,3,3,20:20:00,22,10,361,1,198,3,17,3,803556,262145,541411,25571,12,4,428,329,99,6.2,-0.2,6,3,2.9,2,1,70000,2,60.08,2
2463,2/12/2012,6,27,13,30,4,13:03:00,23,17,459,1,365,0,6,28,1056462,498633,557829,62264,10,6,375,277,98,6.1,0.8,6.9,1,6,1,1,61500,3,60.08,2
2464,1/11/2015,6,27,8,20,4,13:00:00,23,20,327,1,305,0,6,19,1020065,496287,523778,62311,6,10,335,397,-62,-3.9,2.6,-1.3,-0.1,-1.2,1,1,61500,3,60.08,2
2465,21/11/2004,22,28,11,10,4,13:03:00,34,13,389,0,411,4,21,10,985096,513178,471918,64900,8,8,348,405,-57,-3.6,-2,-5.6,-1.2,-4.3,1,1,74295,2,60.08,2
2466,27/11/2016,22,28,12,18,4,13:00:00,49,21,555,1,247,2,21,17,1141039,584876,556163,73067,7,9,469,454,15,0.9,0.6,1.5,6.8,-5.3,1,1,74295,2,60.08,4
2467,19/10/2008,31,29,7,9,4,13:00:00,34,14,325,0,341,4,29,9,1050114,479843,570271,62035,2,14,232,465,-233,-14.6,-0.5,-15.1,-8.1,-7,1,1,67277,2,60.08,2
2468,22/11/2009,31,29,11,1,4,16:05:00,21,13,444,2,314,1,29,1,943627,441901,501726,59839,1,15,175,436,-261,-16.3,-1.1,-17.4,-11.7,-5.8,1,1,67277,2,60.08,2
2469,1/11/2015,31,29,8,29,4,13:00:00,27,6,388,1,189,0,29,27,957670,419220,538450,51207,7,9,280,330,-50,-3.1,3,-0.2,-3.8,3.6,1,1,67277,2,60.08,4
2470,11/11/2001,15,30,9,7,4,13:03:00,30,13,261,0,352,1,15,7,987779,483542,504237,57161,6,10,294,286,8,0.5,0.4,0.9,-1.1,2,1,1,67264,3,60.08,2
2471,25/11/2012,15,30,12,33,4,13:03:00,24,19,321,1,360,2,15,31,1010570,519872,490698,63323,2,14,255,444,-189,-11.8,-1.1,-13,-8.1,-4.9,1,1,67264,3,60.08,2
2472,7/12/2014,15,30,14,13,4,13:03:00,27,13,304,0,262,1,15,13,1066627,524335,542292,61070,3,13,249,412,-163,-10.2,-0.3,-10.5,-7.8,-2.7,1,1,67264,3,60.08,2
2473,19/11/2017,13,22,11,1,4,13:00:00,31,21,357,2,292,2,13,1,1080447,574197,506250,71680,4,12,338,436,-98,-6.1,-0.3,-6.4,-0.8,-5.6,1,1,71795,3,60.26,2
2474,19/11/2017,10,7,11,7,4,16:25:00,20,17,190,0,341,2,10,7,1106590,610846,495744,75707,5,11,289,382,-93,-5.8,-0.9,-6.7,-3.9,-2.9,1,1,76125,3,60.44,2
2475,14/12/2008,15,30,15,12,4,13:04:00,20,16,323,0,338,1,15,12,1052873,521338,531535,65457,5,11,302,367,-65,-4.1,1.6,-2.5,-2.1,-0.4,1,1,67264,3,60.44,2
2476,22/11/2009,9,4,11,34,4,13:03:00,7,6,305,2,324,1,9,32,1307231,718055,589176,85277,11,5,361,250,111,6.9,0.2,7.1,0.4,6.7,2,1,80000,2,60.8,2
2477,24/11/2011,9,4,12,19,5,16:16:00,20,19,303,2,352,1,9,18,1258971,684096,574875,87418,8,8,369,347,22,1.4,0.3,1.6,0.7,0.9,1,1,80000,2,60.8,2
2478,28/10/2012,9,4,8,23,4,16:25:00,29,24,293,2,434,6,9,22,1290328,708249,582079,94067,8,8,376,400,-24,-1.5,1.8,0.3,1.4,-1.2,1,1,80000,2,60.8,4
2479,15/12/2013,9,4,15,12,4,16:25:00,37,36,433,1,466,2,9,12,1279578,704345,575233,91054,8,8,439,432,7,0.4,-1.1,-0.7,2.7,-3.4,1,1,80000,2,60.8,2
2480,8/10/2006,5,5,5,8,4,13:02:00,20,12,288,0,248,3,5,8,1147260,588537,558723,73520,8,8,270,305,-35,-2.2,-0.5,-2.7,-4.2,1.5,1,1,74867,3,60.8,2
2481,13/11/2011,5,5,10,33,4,13:04:00,30,3,383,1,279,2,5,31,1098587,578342,520245,72409,6,10,406,429,-23,-1.4,0.1,-1.3,2.6,-3.9,1,1,74867,3,60.8,5
2482,21/10/2012,5,5,7,9,4,13:03:00,19,14,312,1,328,2,5,9,1108455,586347,522108,73981,7,9,357,363,-6,-0.4,1.2,0.8,-0.5,1.3,1,1,74867,3,60.8,2
2483,5/10/2014,5,5,5,6,4,13:03:00,31,24,322,3,347,4,5,6,1123313,588861,534452,73659,7,8,339,374,-35,-2.2,-0.9,-3.1,-2.4,-0.7,2,1,74867,3,60.8,2
2484,28/10/2018,5,5,8,3,4,13:00:00,36,21,386,0,325,3,5,3,1102756,590182,512574,73843,7,9,376,382,-6,-0.4,1.3,0.9,0.1,0.8,1,1,74867,3,60.8,2
2485,19/11/2007,10,7,11,33,2,20:40:00,34,20,359,1,423,3,10,31,1139812,612893,526919,76590,7,9,320,409,-89,-5.6,1.6,-3.9,-0.2,-3.8,1,1,76125,3,60.8,2
2486,1/11/2015,10,7,8,12,4,20:30:00,29,10,500,1,140,0,10,12,1141878,615381,526497,77075,12,4,355,296,59,3.7,2.1,5.8,0.3,5.5,2,2,76125,3,60.8,2
2487,25/10/2015,34,8,7,32,4,13:04:00,31,30,355,1,479,1,32,30,1196087,609672,586415,72912,9,7,388,379,9,0.6,-2.5,-1.9,-0.2,-1.8,2,1,79000,3,60.8,2
2488,10/10/2004,30,17,5,31,4,16:15:00,33,27,441,3,391,0,28,29,1040347,533436,506911,66940,9,7,371,373,-2,-0.1,-2.8,-2.9,0.4,-3.3,2,1,68740,2,60.8,2
2489,22/10/2006,2,19,7,27,4,13:05:00,41,38,399,2,473,3,2,25,1126210,563462,562748,71151,7,9,292,328,-36,-2.3,-0.8,-3,-2.8,-0.2,1,1,71000,1,60.8,4
2490,28/11/2004,23,20,12,26,4,13:03:00,27,6,390,1,272,2,22,24,1160690,629874,530816,78830,6,10,303,347,-44,-2.8,-1.2,-3.9,-2.3,-1.6,1,1,82500,2,60.8,1
2491,11/11/2007,28,24,10,14,4,20:15:00,23,21,177,3,386,6,26,14,1075885,524019,551866,67726,11,5,412,284,128,8,0.8,8.8,4.3,4.5,2,1,70561,2,60.8,2
2492,14/10/2007,6,27,6,20,4,13:02:00,34,31,444,0,458,4,6,19,1041602,497267,544335,62174,7,9,334,348,-14,-0.9,2.1,1.2,-0.2,1.4,1,1,61500,3,60.8,2
2493,18/12/2016,1,31,15,22,4,16:05:00,48,41,488,1,425,2,1,21,1083135,518652,564483,65072,7,8,418,362,56,3.5,-1.9,1.6,2.4,-0.8,1,1,63400,3,60.8,2
2494,26/10/2014,27,1,8,14,4,16:25:00,51,34,639,2,448,2,25,14,1060542,497811,562731,62479,11,5,436,368,68,4.3,-2,2.2,4.4,-2.1,2,1,68400,3,60.98,2
2495,5/11/2000,25,2,10,16,4,13:15:00,49,31,473,0,513,3,23,16,998655,462515,536140,62428,12,4,479,299,180,11.3,-1.5,9.7,8,1.8,2,1,65000,3,60.98,2
2496,7/10/2001,25,2,4,9,4,13:15:00,28,21,308,2,231,0,23,9,1035571,472091,563480,61535,10,6,399,327,72,4.5,-0.9,3.6,4,-0.4,2,1,65000,3,60.98,2
2497,17/11/2002,25,2,11,21,4,20:36:00,27,20,386,1,195,1,23,20,1042142,485092,557050,62552,11,5,450,304,146,9.1,1.5,10.6,6.3,4.3,2,1,65000,3,60.98,2
2498,2/12/2007,25,2,13,10,4,16:05:00,34,20,372,1,292,4,23,10,1033850,472876,560974,61990,4,12,283,398,-115,-7.2,1.2,-6,-3.5,-2.5,1,1,65000,3,60.98,2
2499,8/9/2008,25,2,1,10,2,22:22:00,41,14,441,0,307,1,23,10,1024023,462800,561223,62762,5,11,263,388,-125,-7.8,0.3,-7.5,-6.5,-1,1,1,65000,3,60.98,2
2500,9/11/2008,25,2,10,5,4,16:05:00,17,6,219,4,259,3,23,5,1024023,462800,561223,47888,5,11,263,388,-125,-7.8,0.3,-7.5,-6.5,-1,1,1,65000,3,60.98,2
2501,30/11/2008,25,2,13,16,4,16:15:00,20,13,301,1,271,2,23,16,1024023,462800,561223,61379,5,11,263,388,-125,-7.8,0.3,-7.5,-6.5,-1,1,1,65000,3,60.98,2
2502,26/11/2017,25,2,12,10,4,16:25:00,21,14,348,1,216,1,23,10,988483,461137,527346,53930,6,10,301,373,-72,-4.5,-0.2,-4.7,-3,-1.8,1,1,65000,3,60.98,2
2503,4/11/2007,16,3,9,12,4,13:00:00,33,22,432,2,234,2,16,12,1143671,614217,529454,78988,4,12,226,335,-109,-6.8,1.4,-5.5,-7.4,1.9,1,1,76416,3,60.98,6
2504,14/9/2008,16,3,2,25,4,13:00:00,23,8,355,2,190,2,16,23,1142228,592622,549606,74480,2,14,291,440,-149,-9.3,0.1,-9.2,-3.9,-5.3,1,1,76416,3,60.98,2
2505,6/11/2011,16,3,9,19,4,13:03:00,31,3,351,0,343,0,16,18,1107206,576659,530547,72263,7,9,212,338,-126,-7.9,-0.2,-8.1,-10.2,2.1,1,1,76416,3,60.98,2
2506,13/12/2015,16,3,14,28,4,13:03:00,10,3,329,2,280,1,16,26,1130807,602228,528579,72314,11,5,405,287,118,7.4,1.6,9,3.7,5.3,2,1,76416,3,60.98,2
2507,15/10/2017,16,3,6,27,4,16:25:00,19,13,439,1,251,0,16,25,1134166,592851,541315,76994,10,6,415,339,76,4.8,-1.3,3.4,3.8,-0.3,2,1,76416,3,60.98,2
2508,27/10/2002,9,4,8,30,4,13:04:00,17,14,267,2,237,1,9,28,1047411,504717,542694,63854,5,11,217,329,-112,-7,-1.5,-8.5,-8.2,-0.3,1,1,80000,2,60.98,2
2509,12/10/2003,8,6,6,25,4,13:03:00,13,7,284,1,254,0,8,23,1139440,585564,553876,73318,5,11,254,322,-68,-4.3,1.3,-2.9,-5.3,2.4,1,1,67895,3,60.98,2
2510,24/10/2004,8,6,7,26,4,13:03:00,34,31,488,1,394,3,8,24,1141770,584840,556930,73394,4,12,276,390,-114,-7.1,3.7,-3.4,-1.5,-1.9,1,1,67895,3,60.98,2
2511,6/11/2005,8,6,9,33,4,13:03:00,20,14,441,2,323,1,8,31,1081072,578330,502742,72594,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,1,1,67895,3,60.98,2
2512,28/9/2003,10,7,4,11,4,16:15:00,20,16,332,1,285,0,10,11,1134086,607167,526919,75719,10,6,381,301,80,5,0.5,5.5,2.4,3.1,2,1,76125,3,60.98,2
2513,30/9/2001,34,8,3,16,4,13:01:00,45,13,546,0,218,1,32,16,1137730,624374,513356,76573,8,8,256,303,-47,-2.9,-0.7,-3.7,-4,0.4,1,1,79000,3,60.98,2
2514,10/10/2004,34,8,5,3,4,20:36:00,17,10,232,3,107,2,32,3,1240229,702670,537559,90287,6,10,240,265,-25,-1.6,-1.8,-3.4,-7.4,4,1,1,79000,3,60.98,2
2515,29/9/2019,11,9,4,16,4,13:00:00,34,30,438,3,447,2,11,16,1011888,490737,521151,65188,3,12,341,423,-82,-5.1,-0.1,-5.2,-1.2,-4,1,1,65000,2,60.98,2
2516,20/10/2019,11,9,7,20,4,13:00:00,42,30,504,0,433,1,11,19,1011888,490737,521151,60314,3,12,341,423,-82,-5.1,-0.1,-5.2,-1.2,-4,1,1,65000,2,60.98,2
2517,29/10/2015,21,10,8,19,5,20:26:00,36,7,437,0,270,2,20,18,1136287,534632,601655,66829,12,4,465,315,150,9.4,-2.4,7,5.3,1.7,2,1,65878,1,60.98,2
2518,30/9/2001,4,12,3,27,4,13:03:00,20,3,270,0,172,2,4,25,1005954,504736,501218,72874,3,13,265,420,-155,-9.7,0.2,-9.5,-3.9,-5.7,1,1,71608,2,60.98,2
2519,25/11/2001,4,12,11,19,4,13:02:00,34,27,362,1,422,3,4,18,1005954,504736,501218,73063,3,13,265,420,-155,-9.7,0.2,-9.5,-3.9,-5.7,1,1,71608,2,60.98,2
2520,17/11/2013,4,12,11,24,4,13:02:00,37,14,313,0,267,4,4,22,1032476,502842,529634,68036,6,10,339,388,-49,-3.1,-0.1,-3.2,-1.3,-1.9,1,1,71608,2,60.98,2
2521,19/10/2008,12,13,7,14,4,16:15:00,34,14,302,0,302,2,12,14,1089433,565460,523973,71010,6,10,419,380,39,2.4,0.5,2.9,4.1,-1.2,1,1,81441,3,60.98,2
2522,9/9/2018,12,13,1,6,4,20:20:00,24,23,370,2,294,1,12,6,1163842,622677,541165,78282,6,9,376,400,-24,-1.5,-1.2,-2.7,0,-2.7,1,1,81441,3,60.98,2
2523,7/10/2001,29,14,4,5,4,20:38:00,24,14,353,1,336,3,27,5,1061811,539756,522055,66944,12,4,409,282,127,7.9,-1.1,6.8,4.2,2.7,2,1,68500,3,60.98,2
2524,14/11/2004,29,14,10,5,4,16:15:00,37,27,358,2,357,5,27,5,1024975,518271,506704,63618,2,14,259,452,-193,-12.1,-1.6,-13.6,-5.1,-8.6,1,1,68500,3,60.98,2
2525,6/11/2005,29,14,9,23,4,16:06:00,24,6,344,0,138,1,27,22,1113073,523426,589647,63820,4,12,239,428,-189,-11.8,0.7,-11.1,-5.6,-5.5,1,1,68500,3,60.98,2
2526,16/9/2012,29,14,2,11,4,20:30:00,27,19,349,1,296,1,27,11,1094908,557856,537052,69732,11,4,397,273,124,7.8,2.5,10.2,3.5,6.7,2,1,68500,3,60.98,2
2527,9/12/2012,29,14,14,19,4,16:05:00,27,13,321,0,227,1,27,18,1094908,557856,537052,69732,11,4,397,273,124,7.8,2.5,10.2,3.5,6.7,2,1,68500,3,60.98,2
2528,20/12/2014,29,14,16,28,3,20:26:00,38,35,446,3,447,3,27,26,1130143,566192,563951,70699,8,8,306,340,-34,-2.1,1.2,-1,-3,2.1,1,1,68500,3,60.98,2
2529,23/12/2018,29,14,16,6,4,16:05:00,14,9,325,2,279,1,27,6,1052454,553190,499264,70806,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,1,1,68500,3,60.98,2
2530,12/11/2006,26,15,10,34,4,13:02:00,27,3,400,0,278,1,24,32,1109173,553794,555379,69143,10,6,398,328,70,4.4,-1,3.4,3.2,0.2,2,1,67594,3,60.98,2
