,game_date,home_team,Stadium,week,away_team,weekday,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,total_attendance,home_attendance,away_attendance,weekly_attendance,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,superbowl_winner,Capacity,Turf,Temperature,EstimatedCondition
1,18/12/2016,20,32,15,14,4,13:00:00,34,6,411,0,282,3,19,14,1084502,534289,550213,66820,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,1,1,66200,1,-13,2
2,31/12/2017,20,32,17,6,4,13:00:00,23,10,327,0,201,0,19,6,1099905,533769,566136,66802,13,3,382,252,130,8.1,1,9.1,2.3,6.8,2,1,66200,1,-13,2
3,17/12/2000,20,32,16,12,4,13:00:00,33,28,434,0,400,2,19,12,1029262,513322,515940,64183,11,5,397,371,26,1.6,0.3,1.9,4.3,-2.3,2,1,66200,1,-4,4
4,29/12/2013,20,32,17,11,4,13:05:00,14,13,345,2,245,0,19,11,1099551,531653,567898,64134,5,10,391,480,-89,-5.6,-1.1,-6.6,0.2,-6.9,1,1,66200,1,-2.92,2
5,15/12/2013,20,32,15,26,4,13:02:00,48,30,455,1,475,1,19,24,1099551,531653,567898,64087,5,10,391,480,-89,-5.6,-1.1,-6.6,0.2,-6.9,1,1,66200,1,-0.04,2
6,18/12/2016,16,3,15,33,4,13:00:00,19,17,389,3,316,1,16,31,1115214,586624,528590,68084,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,2,1,76416,3,1.04,2
7,7/12/2008,22,28,14,2,4,13:02:00,29,25,414,0,414,1,21,2,1125938,573876,552062,70011,8,8,463,393,70,4.4,-0.3,4,6.8,-2.8,1,1,74295,2,1.4,2
8,26/11/2017,24,20,12,5,4,13:00:00,35,27,299,0,391,1,22,5,1143358,620496,522862,77562,5,11,298,382,-84,-5.3,0.3,-4.9,-2.9,-2.1,1,1,82500,2,1.94,2
9,7/12/2008,12,13,14,13,4,13:02:00,24,21,549,4,387,1,12,13,1089433,565460,523973,70245,6,10,419,380,39,2.4,0.5,2.9,4.1,-1.2,1,1,81441,3,3.02,2
10,22/12/2008,6,27,16,12,2,20:40:00,20,17,210,2,325,2,6,12,1028406,496276,532130,62151,9,7,375,350,25,1.6,0.5,2.1,1.1,1,1,1,61500,3,3.92,2
11,18/12/2005,20,32,15,27,4,13:05:00,18,3,275,1,185,3,19,25,1063788,511960,551828,64136,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,1,1,66200,1,3.92,2
12,19/12/2004,11,9,15,20,4,13:03:00,28,27,461,1,463,3,11,19,1043481,499162,544319,62337,6,10,296,350,-54,-3.4,-1.8,-5.2,-3.8,-1.4,1,1,65000,2,6.08,2
13,24/12/2004,20,32,16,12,1,15:00:00,34,31,460,1,416,0,19,12,1045505,512969,532536,64311,8,8,405,395,10,0.6,-2.3,-1.7,3,-4.7,2,1,66200,1,6.8,2
14,17/12/2000,16,3,16,10,4,13:00:00,20,7,424,2,278,1,16,10,1115272,631365,483907,78406,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,1,1,76416,3,6.98,2
15,31/12/2017,27,1,17,8,4,13:00:00,28,24,348,2,374,2,25,8,1035491,499768,535723,50704,13,3,406,308,98,6.1,-1.1,5,3.2,1.8,2,1,68400,3,8.06,2
16,8/12/2013,12,13,14,2,4,13:02:00,22,21,334,2,285,2,12,2,1191205,623577,567628,77550,8,7,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,2,1,81441,3,8.06,2
17,16/12/2013,11,9,15,3,2,20:40:00,18,16,305,0,349,3,11,3,1053841,510369,543472,64742,7,9,395,376,19,1.2,-2.8,-1.6,-1.2,-0.5,1,1,65000,2,8.6,2
18,19/12/2004,6,27,15,13,4,13:02:00,24,5,314,0,203,4,6,13,1037347,495706,541641,62122,5,11,231,331,-100,-6.3,-2,-8.2,-8.5,0.3,1,1,61500,3,8.6,2
19,21/12/2008,20,32,16,2,4,16:15:00,24,17,222,0,350,4,19,2,1023776,506136,517640,62889,10,6,379,333,46,2.9,1.2,4,1.1,2.9,2,1,66200,1,8.6,2
20,31/12/2017,14,16,17,13,4,13:00:00,22,13,250,0,209,1,14,13,1022042,507525,514517,60557,4,12,263,404,-141,-8.8,-1.3,-10.1,-6.1,-4,1,1,67000,1,8.96,2
21,18/12/2016,6,27,15,12,4,13:00:00,30,27,451,0,449,4,6,12,1060607,482951,577656,61137,3,13,279,399,-120,-7.5,0,-7.5,-5.2,-2.3,1,1,61500,3,8.96,2
22,21/12/2008,16,3,16,19,4,13:00:00,38,31,403,2,492,4,16,18,1142228,592622,549606,73689,2,14,291,440,-149,-9.3,0.1,-9.2,-3.9,-5.3,1,1,76416,3,10.04,2
23,21/12/2008,11,9,16,22,4,13:03:00,42,7,532,1,255,2,11,21,970445,435979,534466,49309,0,16,268,517,-249,-15.6,2.5,-13.1,-4,-9.1,1,1,65000,2,10.04,2
24,23/12/2017,12,13,16,20,3,20:30:00,16,0,236,0,239,2,12,19,1183556,624742,558814,78092,7,9,320,384,-64,-4,2.1,-1.9,-0.3,-1.6,1,1,81441,3,10.04,2
25,24/12/2000,14,16,17,20,4,16:15:00,31,10,411,1,236,1,14,19,1008013,454319,553694,56672,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,2,1,67000,1,10.04,2
26,3/11/2013,24,20,9,22,4,13:04:00,26,20,338,0,407,2,22,21,1169108,615656,553452,76957,8,8,290,387,-97,-6.1,0,-6.1,-4.7,-1.4,1,1,82500,2,10.04,2
27,9/12/2013,6,27,14,9,2,20:40:00,45,28,490,0,328,0,6,9,1057075,498864,558211,62229,8,8,445,478,-33,-2.1,-2.1,-4.1,3,-7.1,1,1,61500,3,10.04,2
28,23/12/2007,20,32,16,34,4,20:15:00,32,21,367,0,299,3,19,32,1065131,506046,559085,63634,8,8,365,311,54,3.4,0.4,3.8,1.4,2.4,1,1,66200,1,10.4,2
29,8/12/2002,12,13,14,20,4,20:35:00,26,22,328,2,316,1,12,19,1046418,508788,537630,64070,12,4,398,328,70,4.4,-0.8,3.6,2.4,1.2,2,1,81441,3,10.94,2
30,15/12/2019,12,13,15,6,4,13:00:00,21,13,292,0,415,3,12,6,1154661,622762,531899,78266,13,3,376,313,63,3.9,-0.7,3.2,0.6,2.6,2,1,81441,3,10.94,2
31,27/10/2019,22,28,8,1,4,13:00:00,31,9,510,1,237,0,21,1,1117057,584660,532397,73064,13,3,458,341,117,7.3,0,7.4,5,2.3,2,1,74295,2,10.94,2
32,18/12/2005,6,27,15,2,4,20:37:00,16,3,226,1,231,3,6,2,1015156,496965,518191,62170,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,2,1,61500,3,11,2
33,19/12/2004,8,6,15,28,4,13:03:00,21,0,257,1,231,1,8,26,1141770,584840,556930,72489,4,12,276,390,-114,-7.1,3.7,-3.4,-1.5,-1.9,1,1,67895,3,12.02,2
34,31/12/2017,11,9,17,12,4,13:00:00,35,11,356,0,256,4,11,12,1046765,513100,533665,62501,9,7,410,376,34,2.1,0.6,2.7,5.2,-2.5,1,1,65000,2,12.02,2
35,19/12/2004,12,13,15,15,4,16:15:00,28,25,312,2,444,5,12,15,1112569,564400,548169,70437,10,6,424,380,44,2.8,-2.4,0.3,4.3,-4,2,1,81441,3,12.02,2
36,19/12/2004,14,16,15,3,4,20:36:00,20,10,316,0,354,2,14,3,1016831,456791,560040,57240,12,4,522,351,171,10.7,0.7,11.4,11.7,-0.3,2,1,67000,1,12.02,2
37,21/12/2008,31,29,16,29,4,13:00:00,17,16,273,4,343,1,29,27,1050114,479843,570271,54948,2,14,232,465,-233,-14.6,-0.5,-15.1,-8.1,-7,1,1,67277,2,12.02,2
38,13/12/2009,20,32,14,7,4,13:05:00,30,10,322,1,210,1,19,7,1034123,510203,523920,63854,12,4,470,312,158,9.9,-2.7,7.2,6.6,0.6,2,1,66200,1,12.02,2
39,13/11/2000,10,7,11,25,2,21:09:00,27,24,329,2,411,3,10,23,1140030,604042,535988,75951,11,5,485,369,116,7.3,-2.2,5,7.8,-2.7,2,1,76125,3,12.92,2
40,31/12/2017,21,10,17,24,4,13:00:00,26,6,330,0,247,0,20,22,1099028,527024,572004,65878,13,3,458,296,162,10.1,-1.2,8.9,6.3,2.6,2,1,65878,1,12.92,3
41,19/12/2004,16,3,15,10,4,13:00:00,45,17,410,0,402,3,16,10,1150728,623010,527718,77702,7,9,483,435,48,3,2.3,5.3,10,-4.7,1,1,76416,3,14,2
42,21/12/2008,10,7,16,4,4,16:06:00,30,23,275,0,532,2,10,4,1159630,604074,555556,74539,8,8,370,448,-78,-4.9,-0.9,-5.8,0.7,-6.5,1,1,76125,3,14,2
43,11/12/2005,12,13,14,11,4,20:36:00,16,13,330,2,241,0,12,11,1099618,562419,537199,70019,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,1,1,81441,3,14,2
44,30/11/2014,20,32,13,5,4,13:02:00,31,13,210,0,348,1,19,5,940423,417906,522517,52016,7,9,325,343,-18,-1.1,-0.5,-1.7,-2.8,1.1,1,1,66200,1,14,2
45,24/12/2000,12,13,17,32,4,13:02:00,17,14,319,4,272,0,12,30,1049602,478747,570855,59692,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,1,1,81441,3,15.08,2
46,31/12/2017,23,20,17,34,4,13:00:00,18,10,381,1,197,3,22,32,1183037,617434,565603,76269,3,13,246,388,-142,-8.9,1.3,-7.6,-6.4,-1.2,1,1,82500,2,15.08,4
47,7/12/2008,6,27,14,15,4,13:02:00,23,10,296,1,278,1,6,15,1028406,496276,532130,61736,9,7,375,350,25,1.6,0.5,2.1,1.1,1,1,1,61500,3,15.08,2
48,27/12/2015,20,32,16,23,4,20:30:00,49,17,368,0,363,3,19,22,958016,419440,538576,52455,11,5,365,302,63,3.9,1.9,5.8,1.1,4.7,2,1,66200,1,15.08,2
49,9/11/2008,27,1,10,14,4,16:15:00,24,20,290,0,322,3,25,14,1076998,503125,573873,64043,12,4,347,223,124,7.8,2,9.8,1.6,8.2,2,2,68400,3,15.8,2
50,8/12/2013,10,7,14,33,4,16:05:00,51,28,551,0,254,2,10,31,1194145,614977,579168,76554,13,3,606,399,207,12.9,-1.6,11.4,14.1,-2.7,2,1,76125,3,15.8,2
51,7/12/2008,4,12,14,19,4,16:05:00,16,3,295,0,163,2,4,18,1102421,551969,550452,52134,7,9,336,342,-6,-0.4,-3,-3.3,-2.8,-0.6,1,1,71608,2,15.8,2
52,28/12/2008,20,32,17,23,4,13:05:00,20,19,328,1,357,0,19,22,1023776,506136,517640,63761,10,6,379,333,46,2.9,1.2,4,1.1,2.9,2,1,66200,1,15.8,2
53,10/12/2009,8,6,14,27,5,20:21:00,13,6,255,0,218,0,8,25,1054215,551110,503105,69009,5,11,245,375,-130,-8.1,-0.3,-8.4,-6,-2.4,1,1,67895,3,15.98,2
54,24/11/2005,11,9,12,2,5,12:40:00,27,7,402,2,304,4,11,2,1016559,492580,523979,62390,5,11,254,345,-91,-5.7,-1,-6.7,-4.3,-2.4,1,1,65000,2,15.98,2
55,31/12/2017,26,15,17,9,4,13:00:00,6,0,301,1,219,2,24,9,1117141,556768,560373,69596,13,3,457,295,162,10.1,-0.7,9.4,7,2.5,2,2,67594,3,15.98,2
56,3/12/2006,6,27,13,20,4,13:03:00,23,13,107,5,346,5,6,19,1048363,497786,550577,62221,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,2,1,61500,3,15.98,2
57,28/12/2014,20,32,17,6,4,13:02:00,13,9,311,1,264,0,19,6,940423,417906,522517,52364,7,9,325,343,-18,-1.1,-0.5,-1.7,-2.8,1.1,1,1,66200,1,15.98,2
58,28/11/2004,10,7,12,25,4,20:36:00,25,24,395,3,367,3,10,23,1140618,601031,539587,75936,10,6,381,304,77,4.8,1,5.9,1.6,4.3,2,1,76125,3,17.06,2
59,27/12/2009,12,13,16,30,4,13:02:00,48,10,417,0,291,4,12,28,1067183,565666,501517,70429,11,5,461,297,164,10.3,-2.9,7.4,6.3,1.1,2,1,81441,3,17.06,2
60,11/12/2005,20,32,14,31,4,13:05:00,27,13,259,2,337,6,19,29,1063788,511960,551828,64005,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,1,1,66200,1,17.06,2
61,5/12/2010,20,32,13,4,4,13:05:00,38,14,387,4,239,5,19,4,1029797,470009,559788,64012,6,10,281,348,-67,-4.2,2.6,-1.6,-3.3,1.7,1,1,66200,1,17.06,2
62,31/12/2017,10,7,17,16,4,16:25:00,27,24,379,2,336,3,10,16,1106590,610846,495744,75928,5,11,289,382,-93,-5.8,-0.9,-6.7,-3.9,-2.9,1,1,76125,3,17.42,2
63,28/12/2015,10,7,16,7,2,20:30:00,20,17,390,1,294,1,10,7,1141878,615381,526497,76868,12,4,355,296,59,3.7,2.1,5.8,0.3,5.5,2,2,76125,3,17.6,2
64,7/12/2006,27,1,14,8,5,20:04:00,27,7,528,1,294,2,25,8,1052087,499461,552626,55246,8,8,353,315,38,2.4,1,3.4,3,0.4,1,1,68400,3,17.96,4
65,21/12/2008,8,6,16,7,4,13:03:00,14,0,246,1,182,4,8,7,1147622,582230,565392,72361,4,12,232,350,-118,-7.4,2.7,-4.6,-5.2,0.6,1,1,67895,3,17.96,2
66,9/12/2007,12,13,14,25,4,13:02:00,38,7,445,1,233,3,12,23,1120775,566443,554332,70828,13,3,435,291,144,9,0,9,5.7,3.3,2,1,81441,3,17.96,2
67,24/11/2013,12,13,12,20,4,13:02:00,26,26,447,1,494,0,12,19,1191205,623577,567628,77871,8,7,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,2,1,81441,3,17.96,4
68,7/12/2008,14,16,14,7,4,13:02:00,35,3,334,1,252,4,14,7,1075412,531026,544386,66402,12,4,377,298,79,4.9,1.6,6.5,2.6,3.9,2,1,67000,1,17.96,2
69,15/12/2013,14,16,15,13,4,13:02:00,25,3,331,1,239,2,14,13,1054693,527606,527087,65470,11,5,391,336,55,3.4,0.6,4,1.7,2.3,2,1,67000,1,17.96,2
70,26/12/2010,16,3,16,33,4,13:03:00,34,14,458,2,270,2,16,31,1069780,541380,528400,65606,10,6,366,326,40,2.5,-3.2,-0.7,-1.5,0.8,2,1,76416,3,19.04,2
71,26/12/2004,11,9,16,6,4,13:03:00,19,13,314,1,229,1,11,6,1043481,499162,544319,61924,6,10,296,350,-54,-3.4,-1.8,-5.2,-3.8,-1.4,1,1,65000,2,19.04,2
72,23/12/2001,12,13,15,8,4,16:15:00,30,7,361,1,337,5,12,8,1040215,478433,561782,59824,12,4,390,266,124,7.8,-1.1,6.6,4,2.6,2,1,81441,3,19.04,2
73,30/12/2001,12,13,16,20,4,13:02:00,24,13,213,1,302,3,12,19,1040215,478433,561782,59870,12,4,390,266,124,7.8,-1.1,6.6,4,2.6,2,1,81441,3,19.04,2
74,3/12/2006,12,13,13,24,4,13:02:00,38,10,441,2,351,3,12,22,1104825,565749,539076,70527,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,1,1,81441,3,19.04,2
75,30/12/2007,12,13,17,11,4,13:02:00,34,13,394,1,293,2,12,11,1120775,566443,554332,70869,13,3,435,291,144,9,0,9,5.7,3.3,2,1,81441,3,19.04,2
76,18/12/2005,14,16,15,28,4,13:02:00,26,17,453,4,338,3,14,26,1005498,457373,548125,57389,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,2,1,67000,1,19.04,2
77,23/12/2001,20,32,15,15,4,13:00:00,33,3,423,0,214,2,19,15,1045690,513344,532346,64150,5,11,290,390,-100,-6.3,1.5,-4.7,-0.8,-3.9,1,1,66200,1,19.04,2
78,3/12/2006,10,7,13,30,4,20:20:00,23,20,270,1,302,5,10,28,1155737,610782,544955,76146,9,7,319,305,14,0.9,0.4,1.3,-0.8,2.1,1,1,76125,3,19.4,4
79,7/12/2008,11,9,14,20,4,13:03:00,20,16,301,2,268,0,11,19,970445,435979,534466,50444,0,16,268,517,-249,-15.6,2.5,-13.1,-4,-9.1,1,1,65000,2,19.4,2
80,16/11/2014,16,3,11,30,4,13:04:00,24,20,298,2,372,0,16,28,1127251,599743,527508,76463,9,7,353,281,72,4.5,1.2,5.7,0,5.7,1,1,76416,3,19.94,2
81,17/12/2000,8,6,16,33,4,13:03:00,24,0,305,1,113,2,8,31,1057139,581544,475595,72318,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,1,1,67895,3,19.94,2
82,24/12/2000,11,9,17,6,4,13:02:00,23,20,286,2,240,2,11,6,1140926,607076,533850,71957,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,1,1,65000,2,19.94,2
83,30/12/2001,11,9,16,6,4,13:03:00,24,0,326,0,332,5,11,6,1093748,601815,491933,76067,2,14,270,424,-154,-9.6,2.4,-7.2,-2,-5.2,1,1,65000,2,19.94,2
84,31/12/2017,3,18,17,7,4,16:25:00,31,27,359,1,312,1,3,7,1088056,564709,523347,70507,9,7,395,303,92,5.8,-2.4,3.4,2.2,1.2,1,1,71008,1,19.94,2
85,17/12/2000,22,28,16,2,4,13:03:00,23,7,373,1,163,3,21,2,980803,504315,476488,64900,10,6,354,305,49,3.1,-2.2,0.9,-1.2,2.1,2,1,74295,2,19.94,5
86,20/11/2011,20,32,11,25,4,13:05:00,27,21,301,1,311,5,19,23,1047585,502529,545056,62748,3,13,340,449,-109,-6.8,1.1,-5.7,-1.6,-4.1,1,1,66200,1,19.94,2
87,30/12/2012,20,32,17,12,4,16:25:00,37,34,444,0,405,1,19,12,1019702,485802,533900,64134,10,6,379,348,31,1.9,1.4,3.4,1.6,1.8,2,1,66200,1,19.94,2
88,25/11/2018,20,32,12,12,4,20:20:00,24,17,416,0,254,1,19,12,1090834,534491,556343,66872,8,7,360,341,19,1.2,-0.6,0.6,-1.2,1.8,1,1,66200,1,19.94,4
89,7/12/2008,27,1,14,9,4,16:16:00,20,13,238,2,289,5,25,9,1076998,503125,573873,60594,12,4,347,223,124,7.8,2,9.8,1.6,8.2,2,2,68400,3,21.02,2
90,26/12/2010,4,12,16,21,4,13:02:00,34,3,348,0,369,7,4,20,1034650,493112,541538,68281,4,12,283,425,-142,-8.9,4.3,-4.6,-1.5,-3.1,1,1,71608,2,21.02,2
91,28/12/2008,12,13,17,11,4,13:02:00,31,21,484,1,316,2,12,11,1089433,565460,523973,70141,6,10,419,380,39,2.4,0.5,2.9,4.1,-1.2,1,1,81441,3,21.02,2
92,7/12/2009,12,13,13,3,2,20:40:00,27,14,350,3,185,4,12,3,1067183,565666,501517,70286,11,5,461,297,164,10.3,-2.9,7.4,6.3,1.1,2,1,81441,3,21.02,2
93,30/12/2012,14,16,17,13,4,13:02:00,28,16,265,0,352,2,14,13,1062645,521518,541127,66957,11,5,357,387,-30,-1.9,-2.8,-4.7,-1.9,-2.8,2,1,67000,1,21.02,2
94,30/11/2008,24,20,13,10,4,16:15:00,34,17,484,1,383,2,22,10,1170229,627858,542371,78809,9,7,405,356,49,3.1,-2.8,0.2,2.2,-1.9,1,1,82500,2,21.02,2
95,30/12/2001,7,23,16,27,4,13:02:00,26,23,544,3,313,5,7,25,988273,454938,533335,63751,6,10,226,309,-83,-5.2,1.7,-3.5,-4.5,1,1,1,65515,1,21.02,5
96,3/12/2006,31,29,13,1,4,13:02:00,34,20,316,0,394,3,29,1,1046325,522610,523715,65612,8,8,367,381,-14,-0.9,-3.1,-4,0.8,-4.7,1,1,67277,2,21.02,6
97,24/11/2013,11,9,12,32,4,13:03:00,24,21,229,0,390,5,11,30,1053841,510369,543472,62098,7,9,395,376,19,1.2,-2.8,-1.6,-1.2,-0.5,1,1,65000,2,21.2,2
98,2/12/2007,20,32,13,11,4,13:05:00,42,10,443,1,253,1,19,11,1065131,506046,559085,62996,8,8,365,311,54,3.4,0.4,3.8,1.4,2.4,1,1,66200,1,21.2,2
99,29/11/2015,10,7,12,21,4,20:30:00,30,24,433,1,301,1,10,20,1141878,615381,526497,76970,12,4,355,296,59,3.7,2.1,5.8,0.3,5.5,2,2,76125,3,21.38,2
100,16/12/2007,16,3,15,33,4,13:00:00,26,17,327,0,306,3,16,31,1143671,614217,529454,74976,4,12,226,335,-109,-6.8,1.4,-5.5,-7.4,1.9,1,1,76416,3,21.92,4
101,17/12/2017,4,12,15,19,4,13:00:00,24,16,328,0,349,3,4,18,1040917,534200,506717,62202,9,7,302,359,-57,-3.6,-0.5,-4,-3,-1,2,1,71608,2,21.92,4
102,19/12/2004,7,23,15,4,4,13:03:00,33,17,212,1,275,4,7,4,1099386,524248,575138,65378,8,8,374,372,2,0.1,2.5,2.7,4.3,-1.6,1,1,65515,1,21.92,2
103,30/12/2001,31,29,16,14,4,13:02:00,42,17,483,1,261,1,29,14,1081519,528829,552690,66084,14,2,503,273,230,14.4,-1,13.4,10.4,2.9,2,1,67277,2,21.92,4
104,14/10/2018,10,7,6,18,4,16:05:00,23,20,444,1,357,1,10,17,1092324,611571,480753,76109,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,1,1,76125,3,22.46,2
105,8/12/2016,16,3,14,25,5,20:25:00,21,13,323,3,244,0,16,23,1115214,586624,528590,75191,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,2,1,76416,3,23,2
106,24/12/2017,16,3,16,19,4,13:00:00,29,13,404,0,345,2,16,18,1134166,592851,541315,65325,10,6,415,339,76,4.8,-1.3,3.4,3.8,-0.3,2,1,76416,3,23,2
107,9/12/2007,10,7,14,16,4,16:15:00,41,7,453,0,129,3,10,16,1139812,612893,526919,75895,7,9,320,409,-89,-5.6,1.6,-3.9,-0.2,-3.8,1,1,76125,3,23,2
108,24/11/2013,21,10,12,10,4,20:30:00,34,31,440,3,412,4,20,10,1120817,550048,570769,68756,12,4,444,338,106,6.6,-0.7,5.9,4.5,1.4,2,1,65878,1,23,2
109,10/12/2000,12,13,15,11,4,13:02:00,26,13,330,2,293,5,12,11,1049602,478747,570855,59854,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,1,1,81441,3,23,2
110,1/12/2002,12,13,13,6,4,13:02:00,30,20,396,2,304,4,12,6,1046418,508788,537630,64196,12,4,398,328,70,4.4,-0.8,3.6,2.4,1.2,2,1,81441,3,23,2
111,22/12/2013,12,13,16,27,4,16:25:00,38,31,343,2,370,2,12,25,1191205,623577,567628,77999,8,7,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,2,1,81441,3,23,2
112,26/12/2004,14,16,16,28,4,13:00:00,34,31,464,1,374,1,14,26,1016831,456791,560040,57330,12,4,522,351,171,10.7,0.7,11.4,11.7,-0.3,2,1,67000,1,23,2
113,23/10/2016,24,20,7,3,4,13:04:00,24,16,344,2,245,3,22,3,1168377,625280,543097,78160,5,11,275,409,-134,-8.4,-0.1,-8.5,-5.5,-3,1,1,82500,2,23,2
114,31/12/2017,33,21,17,15,4,16:25:00,15,10,232,1,229,4,31,15,1040119,525214,514905,65501,9,7,334,356,-22,-1.4,-2.1,-3.5,-2,-1.5,2,1,69143,3,23,2
115,24/12/2017,6,27,16,8,4,13:00:00,20,3,258,0,254,3,6,8,1021219,488137,533082,58796,5,11,264,320,-56,-3.5,2.2,-1.3,-4.6,3.3,1,1,61500,3,23,2
116,18/12/2005,31,29,15,26,4,13:02:00,17,16,201,4,305,1,29,24,1036861,523685,513176,65382,6,10,363,429,-66,-4.1,-1,-5.1,1.3,-6.4,1,1,67277,2,23,2
117,17/12/2017,20,32,15,7,4,13:00:00,34,7,346,1,161,2,19,7,1099905,533769,566136,66833,13,3,382,252,130,8.1,1,9.1,2.3,6.8,2,1,66200,1,23,2
118,4/12/2005,6,27,13,12,4,13:05:00,19,7,190,2,358,4,6,12,1015156,496965,518191,62177,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,2,1,61500,3,24,2
119,8/12/2013,27,1,14,19,4,13:02:00,34,28,367,1,412,1,25,18,1025772,458489,567283,52489,8,8,379,370,9,0.6,-2.5,-2,-0.9,-1,1,1,68400,3,24.08,2
120,15/12/2013,27,1,15,7,4,20:30:00,30,20,290,1,279,1,25,7,1025772,458489,567283,45873,8,8,379,370,9,0.6,-2.5,-2,-0.9,-1,1,1,68400,3,24.08,2
121,24/11/2013,16,3,12,28,4,13:03:00,41,38,491,0,395,2,16,26,1118007,602877,515130,75259,11,5,430,305,125,7.8,-1.7,6.1,1.7,4.3,2,1,76416,3,24.08,2
122,22/12/2013,16,3,16,14,4,13:02:00,23,7,367,0,287,3,16,14,1118007,602877,515130,75396,11,5,430,305,125,7.8,-1.7,6.1,1.7,4.3,2,1,76416,3,24.08,2
123,15/12/2019,16,3,15,10,4,13:00:00,23,3,419,1,251,1,16,10,1115771,587723,528048,73257,12,4,451,308,143,8.9,0.2,9.1,6.2,2.9,2,2,76416,3,24.08,2
124,1/12/2002,8,6,13,5,4,13:04:00,13,6,234,2,258,5,8,5,1110061,586294,523767,72718,9,7,344,320,24,1.5,-0.3,1.2,-0.4,1.7,2,1,67895,3,24.08,3
125,26/12/2010,8,6,16,3,4,13:02:00,20,10,258,1,280,4,8,3,1017907,528933,488974,65028,5,11,271,332,-61,-3.8,2.3,-1.5,-3.4,2,1,1,67895,3,24.08,2
126,24/11/2013,8,6,12,27,4,13:03:00,27,11,302,0,367,4,8,25,1122750,569939,552811,71513,4,12,308,406,-98,-6.1,-1.6,-7.7,-4.8,-2.9,1,1,67895,3,24.08,4
127,22/11/2018,11,9,12,6,5,12:30:00,23,16,264,1,333,2,11,6,1054328,502061,552267,65684,6,10,324,360,-36,-2.3,-0.8,-3,-3.3,0.3,1,1,65000,2,24.08,2
128,23/12/2012,12,13,16,33,4,13:02:00,55,7,460,0,180,2,12,31,1106110,564062,542048,70508,11,5,433,336,97,6.1,1.2,7.3,4.9,2.4,2,1,81441,3,24.08,2
129,5/12/2010,14,16,13,9,4,16:15:00,38,35,368,0,405,4,14,9,1093781,535802,557979,67471,10,6,435,388,47,2.9,-0.1,2.9,3.7,-0.9,2,1,67000,1,24.08,2
130,19/12/2010,14,16,15,15,4,13:02:00,34,24,376,0,356,2,14,15,1093781,535802,557979,67147,10,6,435,388,47,2.9,-0.1,2.9,3.7,-0.9,2,1,67000,1,24.08,2
131,23/12/2000,23,20,17,15,3,12:37:00,28,25,373,1,327,2,22,15,1135455,624085,511370,77924,12,4,328,246,82,5.1,-2.7,2.4,-1.3,3.8,2,1,82500,2,24.08,1
132,21/11/2010,24,20,11,13,4,13:03:00,30,27,401,2,343,1,22,13,1163375,628768,534607,78843,11,5,367,304,63,3.9,2.5,6.5,2.2,4.2,2,1,82500,2,24.08,2
133,28/12/2009,6,27,16,20,2,20:40:00,36,30,363,1,423,2,6,19,1031114,498000,533114,62479,7,9,327,375,-48,-3,-0.9,-3.9,-1.9,-2,1,1,61500,3,24.08,4
134,12/12/2010,6,27,14,21,4,16:16:00,36,7,475,0,185,4,6,20,1022863,497561,525302,62347,11,5,334,286,48,3,1.1,4.1,-0.6,4.7,2,1,61500,3,24.08,2
135,22/11/2015,6,27,11,10,4,13:02:00,17,15,389,0,347,2,6,10,1020065,496287,523778,62483,6,10,335,397,-62,-3.9,2.6,-1.3,-0.1,-1.2,1,1,61500,3,24.08,2
136,30/11/2009,22,28,12,21,2,20:40:00,38,17,480,1,366,3,21,20,1116009,560840,555169,70768,13,3,510,341,169,10.6,0.2,10.8,11.2,-0.5,2,2,74295,2,24.08,2
137,24/11/2013,31,29,12,6,4,13:00:00,42,21,406,0,424,3,29,6,1014994,455657,559337,66024,7,9,348,364,-16,-1,3.2,2.2,0.4,1.8,1,1,67277,2,24.08,2
