"","x"
"2139",65677
"2140",73028
"2141",72330
"2142",72489
"2143",73169
"2144",70724
"2145",64105
"2146",63119
"2147",90367
"2148",64018
"2149",64162
"2150",70679
"2151",63616
"2152",65721
"2153",64190
"2154",69924
"2155",64026
"2156",68093
"2157",64056
"2158",67723
"2159",63705
"2160",78500
"2161",75939
"2162",69127
"2163",74533
"2164",65341
"2165",75072
"2166",62507
"2167",65806
"2168",75083
"2169",74292
"2170",64900
"2171",75936
"2172",65395
"2173",75027
"2174",77702
"2175",68809
"2176",75149
"2177",61535
"2178",61465
"2179",62472
"2180",70434
"2181",62938
"2182",78841
"2183",63616
"2184",62657
"2185",66431
"2186",64156
"2187",63107
"2188",62262
"2189",70497
"2190",62337
"2191",61924
"2192",68809
"2193",73656
"2194",70688
"2195",57280
"2196",70623
"2197",70420
"2198",62938
"2199",70679
"2200",89295
"2201",70671
"2202",70769
"2203",70385
"2204",67723
"2205",70497
"2206",70437
"2207",64311
"2208",62197
"2209",70255
"2210",61465
"2211",77433
"2212",70741
"2213",70718
"2214",68932
"2215",70502
"2216",74292
"2217",56511
"2218",70769
"2219",70721
"2220",77875
"2221",70762
"2222",62122
"2223",66227
"2224",70724
"2225",68756
"2226",68932
"2227",57280
"2228",73114
"2229",57230
"2230",56615
"2231",78312
"2232",57307
"2233",56511
"2234",61908
"2235",63107
"2236",57278
"2237",70762
"2238",57240
"2239",57330
"2240",75149
"2241",72389
"2242",69127
"2243",68932
"2244",73114
"2245",52101
"2246",66413
"2247",56615
"2248",70502
"2249",66431
"2250",69703
"2251",64004
"2252",76877
"2253",67572
"2254",70437
"2255",66227
"2256",41112
"2257",75939
"2258",78136
"2259",77433
"2260",69827
"2261",66413
"2262",78260
"2263",78312
"2264",65495
"2265",64900
"2266",78431
"2267",77447
"2268",51292
"2269",68932
"2270",77702
"2271",77289
"2272",64920
"2273",69987
"2274",65705
"2275",72225
"2276",73157
"2277",68756
"2278",72714
"2279",72945
"2280",78216
"2281",72612
"2282",66644
"2283",66156
"2284",73084
"2285",75027
"2286",73629
"2287",73169
"2288",69843
"2289",64105
"2290",67676
"2291",64163
"2292",70718
"2293",64900
"2294",64108
"2295",64012
"2296",57307
"2297",70671
"2298",64156
"2299",64004
"2300",62051
"2301",64110
"2302",62337
"2303",64311
"2304",76876
"2305",68756
"2306",51557
"2307",72698
"2308",68756
"2309",68756
"2310",68756
"2311",64737
"2312",66107
"2313",68756
"2314",78431
"2315",68756
"2316",73028
"2317",68756
"2318",73629
"2319",77975
"2320",68756
"2321",64900
"2322",64900
"2323",65856
"2324",28109
"2325",64900
"2326",64900
"2327",45337
"2328",59662
"2329",64900
"2330",64900
"2331",70521
"2332",58878
"2333",64056
"2334",65075
"2335",64900
"2336",73302
"2337",67532
"2338",78767
"2339",78521
"2340",70623
"2341",64018
"2342",78841
"2343",64012
"2344",78786
"2345",42297
"2346",78793
"2347",78830
"2348",87872
"2349",69856
"2350",78836
"2351",64606
"2352",78500
"2353",77230
"2354",57310
"2355",73157
"2356",77976
"2357",78189
"2358",68756
"2359",78216
"2360",72574
"2361",77826
"2362",72547
"2363",35820
"2364",77875
"2365",63581
"2366",77894
"2367",77975
"2368",65877
"2369",60147
"2370",53610
"2371",60874
"2372",70741
"2373",57230
"2374",62507
"2375",45337
"2376",66210
"2377",73518
"2378",46905
"2379",75936
"2380",51292
"2381",70616
"2382",44299
"2383",77289
"2384",41112
"2385",67532
"2386",67676
"2387",62472
"2388",61894
"2389",67707
"2390",73394
"2391",67715
"2392",64975
"2393",64190
"2394",67720
"2395",78830
"2396",67723
"2397",90089
"2398",67723
"2399",66129
"2400",67074
"2401",60147
"2402",69859
"2403",72225
"2404",62402
"2405",63609
"2406",64162
"2407",64737
"2408",64975
"2409",73703
"2410",65780
"2411",63707
"2412",76877
"2413",63581
"2414",78836
"2415",64227
"2416",73414
"2417",70255
"2418",57310
"2419",74533
"2420",54006
"2421",52101
"2422",70187
"2423",73096
"2424",66210
"2425",59662
"2426",46905
"2427",77447
"2428",65395
"2429",65858
"2430",72489
"2431",57330
"2432",64920
"2433",65584
"2434",64900
"2435",66709
"2436",66696
"2437",62836
"2438",78189
"2439",62054
"2440",64423
"2441",63618
"2442",65234
"2443",66156
"2444",65793
"2445",35069
"2446",65710
"2447",63248
"2448",68756
"2449",64900
"2450",65089
"2451",66709
"2452",66940
"2453",68756
"2454",35695
"2455",66214
"2456",64423
"2457",66044
"2458",66644
"2459",66271
"2460",68093
"2461",64110
"2462",77894
"2463",65825
"2464",66740
"2465",65538
"2466",70822
"2467",65856
"2468",66696
"2469",66940
"2470",66040
"2471",72945
"2472",66107
"2473",66044
"2474",72393
"2475",70385
"2476",65793
"2477",73306
"2478",40070
"2479",66129
"2480",65877
"2481",90098
"2482",65089
"2483",60874
"2484",65341
"2485",64900
"2486",66040
"2487",65550
"2488",65495
"2489",70810
"2490",65234
"2491",73124
"2492",65556
"2493",65858
"2494",65075
"2495",65380
"2496",31650
"2497",69987
"2498",68932
"2499",68932
"2500",54006
"2501",70420
"2502",68932
"2503",64108
"2504",68932
"2505",68932
"2506",69703
"2507",70721
"2508",57278
"2509",68932
"2510",44299
"2511",68809
"2512",68809
"2513",90098
"2514",78767
"2515",90367
"2516",73348
"2517",90287
"2518",61945
"2519",89295
"2520",62657
"2521",87786
"2522",67720
"2523",63707
"2524",87872
"2525",90089
"2526",65710
"2527",63705
"2528",76876
"2529",78387
"2530",45160
"2531",64843
"2532",103467
"2533",38809
"2534",39482
"2535",62068
"2536",43542
"2537",61091
"2538",65750
"2539",39198
"2540",60439
"2541",46654
"2542",70024
"2543",44723
"2544",57211
"2545",70806
"2546",66030
"2547",72032
"2548",69552
"2549",71079
"2550",65562
"2551",70995
"2552",72187
"2553",71001
"2554",70794
"2555",62390
"2556",73661
"2557",70083
"2558",62170
"2559",65482
"2560",70796
"2561",70501
"2562",69149
"2563",70479
"2564",61201
"2565",70196
"2566",62102
"2567",64178
"2568",70540
"2569",66107
"2570",70601
"2571",65680
"2572",69909
"2573",75651
"2574",70604
"2575",70246
"2576",69871
"2577",71781
"2578",64777
"2579",72032
"2580",58688
"2581",72160
"2582",72045
"2583",42779
"2584",68756
"2585",72093
"2586",65602
"2587",71440
"2588",72051
"2589",71810
"2590",71887
"2591",65485
"2592",76822
"2593",72920
"2594",73528
"2595",72288
"2596",73657
"2597",38809
"2598",61083
"2599",73502
"2600",65014
"2601",73529
"2602",62156
"2603",71440
"2604",73661
"2605",73467
"2606",32551
"2607",73436
"2608",70796
"2609",90138
"2610",62019
"2611",62045
"2612",73079
"2613",62143
"2614",62102
"2615",61814
"2616",32637
"2617",62153
"2618",62156
"2619",65506
"2620",62177
"2621",61237
"2622",62170
"2623",69757
"2624",64023
"2625",73013
"2626",65763
"2627",62045
"2628",65714
"2629",66137
"2630",69149
"2631",66104
"2632",65940
"2633",70540
"2634",65995
"2635",65680
"2636",63044
"2637",65788
"2638",61749
"2639",65485
"2640",77211
"2641",73013
"2642",70400
"2643",57127
"2644",73079
"2645",70196
"2646",72923
"2647",70064
"2648",72594
"2649",63491
"2650",72773
"2651",63814
"2652",70941
"2653",65788
"2654",41862
"2655",73136
"2656",69871
"2657",67679
"2658",65207
"2659",68247
"2660",62400
"2661",63199
"2662",62278
"2663",67046
"2664",62068
"2665",67739
"2666",62670
"2667",63273
"2668",78645
"2669",63432
"2670",90588
"2671",73436
"2672",63131
"2673",72324
"2674",75310
"2675",76381
"2676",66045
"2677",75880
"2678",76571
"2679",78516
"2680",76530
"2681",62779
"2682",76255
"2683",63273
"2684",78261
"2685",75651
"2686",71887
"2687",76212
"2688",65513
"2689",61877
"2690",62019
"2691",64994
"2692",61201
"2693",61083
"2694",72923
"2695",61814
"2696",63813
"2697",61091
"2698",62670
"2699",62390
"2700",61375
"2701",70019
"2702",61749
"2703",63747
"2704",63794
"2705",61877
"2706",70400
"2707",70518
"2708",73657
"2709",70580
"2710",64278
"2711",65940
"2712",70607
"2713",71001
"2714",70610
"2715",67665
"2716",62177
"2717",70019
"2718",70604
"2719",69757
"2720",69928
"2721",71781
"2722",70742
"2723",65714
"2724",70430
"2725",66196
"2726",70621
"2727",70064
"2728",64613
"2729",57209
"2730",70481
"2731",70010
"2732",69909
"2733",69149
"2734",70024
"2735",70025
"2736",67970
"2737",70501
"2738",56460
"2739",57127
"2740",69149
"2741",68084
"2742",57307
"2743",70621
"2744",68756
"2745",57209
"2746",65995
"2747",57442
"2748",57228
"2749",67164
"2750",57389
"2751",67855
"2752",57211
"2753",65204
"2754",56460
"2755",77422
"2756",66045
"2757",66137
"2758",63891
"2759",65251
"2760",64613
"2761",66107
"2762",69149
"2763",39198
"2764",70941
"2765",67164
"2766",64764
"2767",70025
"2768",65485
"2769",78014
"2770",62273
"2771",76381
"2772",78742
"2773",78083
"2774",68350
"2775",65750
"2776",79033
"2777",72093
"2778",70481
"2779",78025
"2780",78261
"2781",63432
"2782",78625
"2783",75956
"2784",77211
"2785",72324
"2786",77918
"2787",72288
"2788",72160
"2789",65168
"2790",68350
"2791",61643
"2792",72187
"2793",73405
"2794",72773
"2795",49097
"2796",72051
"2797",65026
"2798",72650
"2799",72001
"2800",68756
"2801",63939
"2802",65763
"2803",63952
"2804",69552
"2805",62143
"2806",64278
"2807",73502
"2808",63813
"2809",78637
"2810",70610
"2811",63814
"2812",61375
"2813",64005
"2814",64136
"2815",70246
"2816",64023
"2817",68756
"2818",73528
"2819",64868
"2820",68756
"2821",71079
"2822",76571
"2823",68756
"2824",68756
"2825",73405
"2826",68756
"2827",78025
"2828",68756
"2829",71810
"2830",68756
"2831",77569
"2832",68756
"2833",72920
"2834",68031
"2835",63952
"2836",58688
"2837",70580
"2838",65562
"2839",64586
"2840",61643
"2841",32637
"2842",68756
"2843",77152
"2844",34411
"2845",70083
"2846",32551
"2847",63747
"2848",65379
"2849",78387
"2850",68031
"2851",65373
"2852",78453
"2853",62278
"2854",78516
"2855",78630
"2856",63820
"2857",78637
"2858",78626
"2859",67102
"2860",78645
"2861",67443
"2862",78625
"2863",90477
"2864",44594
"2865",78014
"2866",77918
"2867",77422
"2868",70479
"2869",77852
"2870",72045
"2871",70995
"2872",77662
"2873",73529
"2874",76255
"2875",77152
"2876",68756
"2877",77561
"2878",72650
"2879",77569
"2880",76822
"2881",68756
"2882",62273
"2883",67735
"2884",62400
"2885",52666
"2886",42779
"2887",69149
"2888",79033
"2889",62779
"2890",90129
"2891",49097
"2892",66436
"2893",77561
"2894",41862
"2895",76212
"2896",44594
"2897",70806
"2898",67727
"2899",67735
"2900",78742
"2901",63199
"2902",67747
"2903",76530
"2904",90298
"2905",67739
"2906",78626
"2907",67665
"2908",67637
"2909",67443
"2910",65382
"2911",44723
"2912",67700
"2913",62931
"2914",70742
"2915",64868
"2916",68537
"2917",63891
"2918",66104
"2919",64178
"2920",70607
"2921",63491
"2922",70601
"2923",57442
"2924",63044
"2925",61237
"2926",64136
"2927",73136
"2928",63794
"2929",67679
"2930",75310
"2931",65373
"2932",68756
"2933",68537
"2934",52666
"2935",67747
"2936",65750
"2937",77662
"2938",65602
"2939",84930
"2940",66436
"2941",65026
"2942",57389
"2943",75956
"2944",65513
"2945",67918
"2946",67727
"2947",68247
"2948",103467
"2949",68084
"2950",90224
"2951",63358
"2952",63820
"2953",62153
"2954",63590
"2955",69149
"2956",60439
"2957",66690
"2958",64764
"2959",65473
"2960",67970
"2961",65204
"2962",66030
"2963",64843
"2964",90215
"2965",65707
"2966",66196
"2967",67046
"2968",43542
"2969",67192
"2970",63590
"2971",67102
"2972",67637
"2973",66690
"2974",69149
"2975",67855
"2976",69928
"2977",67918
"2978",45160
"2979",65835
"2980",78453
"2981",65707
"2982",57307
"2983",64586
"2984",65251
"2985",67192
"2986",65750
"2987",70010
"2988",65701
"2989",64005
"2990",65382
"2991",65473
"2992",63131
"2993",63939
"2994",64777
"2995",70518
"2996",64994
"2997",77852
"2998",65168
"2999",63358
"3000",65014
"3001",65421
"3002",70794
"3003",65506
"3004",34411
"3005",73467
"3006",68756
"3007",65482
"3008",65379
"3009",62931
"3010",69149
"3011",65835
"3012",69149
"3013",70430
"3014",69149
"3015",39482
"3016",69149
"3017",72594
"3018",69149
"3019",69149
"3020",57228
"3021",69149
"3022",69149
"3023",72001
"3024",65485
"3025",90138
"3026",65207
"3027",90215
"3028",75880
"3029",78083
"3030",90224
"3031",78630
"3032",90298
"3033",65421
"3034",90129
"3035",84930
"3036",65701
"3037",46654
"3038",90588
"3039",90477
"3040",67700
"3041",63407
"3042",67470
"3043",63278
"3044",68981
"3045",63445
"3046",63977
"3047",61595
"3048",70809
"3049",63926
"3050",63348
"3051",63483
"3052",65612
"3053",63603
"3054",63845
"3055",67751
"3056",66492
"3057",73522
"3058",70828
"3059",70003
"3060",68981
"3061",70840
"3062",71151
"3063",65978
"3064",60987
"3065",70793
"3066",70790
"3067",70933
"3068",86436
"3069",65691
"3070",71102
"3071",68834
"3072",69341
"3073",65087
"3074",70744
"3075",72474
"3076",70743
"3077",76355
"3078",70762
"3079",69152
"3080",70792
"3081",69143
"3082",70790
"3083",70946
"3084",65973
"3085",77232
"3086",70857
"3087",63224
"3088",70913
"3089",68756
"3090",72797
"3091",72067
"3092",71972
"3093",62206
"3094",60704
"3095",72180
"3096",72205
"3097",57306
"3098",70125
"3099",63608
"3100",63361
"3101",77131
"3102",71011
"3103",54765
"3104",70913
"3105",73522
"3106",63623
"3107",65423
"3108",73392
"3109",73520
"3110",70762
"3111",65964
"3112",73682
"3113",73573
"3114",73348
"3115",85450
"3116",69098
"3117",73702
"3118",73798
"3119",68834
"3120",69569
"3121",70918
"3122",62181
"3123",63754
"3124",62225
"3125",62206
"3126",63977
"3127",62200
"3128",62206
"3129",78641
"3130",77632
"3131",68756
"3132",62221
"3133",66234
"3134",62260
"3135",60665
"3136",62287
"3137",77956
"3138",66072
"3139",64922
"3140",66035
"3141",65732
"3142",65964
"3143",65978
"3144",70792
"3145",65917
"3146",68001
"3147",72926
"3148",65973
"3149",65882
"3150",57292
"3151",75759
"3152",66049
"3153",72915
"3154",66072
"3155",72474
"3156",61426
"3157",73520
"3158",73024
"3159",72507
"3160",65558
"3161",70793
"3162",73296
"3163",72926
"3164",71927
"3165",55246
"3166",70857
"3167",69603
"3168",70097
"3169",67164
"3170",63152
"3171",69143
"3172",69268
"3173",63186
"3174",63512
"3175",73682
"3176",90250
"3177",63926
"3178",63706
"3179",63183
"3180",78666
"3181",63722
"3182",71102
"3183",62839
"3184",63008
"3185",65577
"3186",76786
"3187",68756
"3188",76355
"3189",76691
"3190",73024
"3191",76767
"3192",64661
"3193",62094
"3194",76723
"3195",79484
"3196",76146
"3197",67514
"3198",63845
"3199",75759
"3200",75555
"3201",60535
"3202",62181
"3203",61095
"3204",65563
"3205",63906
"3206",60704
"3207",76953
"3208",60987
"3209",60707
"3210",63348
"3211",61562
"3212",68756
"3213",60861
"3214",70472
"3215",60665
"3216",63008
"3217",70918
"3218",70602
"3219",61095
"3220",69222
"3221",70804
"3222",73548
"3223",70809
"3224",72205
"3225",63924
"3226",70753
"3227",68256
"3228",70527
"3229",68539
"3230",70472
"3231",70864
"3232",62287
"3233",70180
"3234",56614
"3235",70069
"3236",70071
"3237",63186
"3238",70035
"3239",69143
"3240",78485
"3241",65918
"3242",70125
"3243",76596
"3244",46276
"3245",70760
"3246",68756
"3247",70132
"3248",70097
"3249",78622
"3250",56614
"3251",57041
"3252",77190
"3253",57021
"3254",57274
"3255",76767
"3256",68756
"3257",57306
"3258",63706
"3259",57296
"3260",69143
"3261",67164
"3262",57292
"3263",70132
"3264",57310
"3265",67164
"3266",67164
"3267",57041
"3268",89450
"3269",66604
"3270",70035
"3271",69249
"3272",66524
"3273",65918
"3274",67164
"3275",63608
"3276",73160
"3277",67164
"3278",69143
"3279",67164
"3280",77500
"3281",77956
"3282",76786
"3283",77609
"3284",63445
"3285",64727
"3286",77752
"3287",77645
"3288",66191
"3289",73132
"3290",78097
"3291",79484
"3292",71927
"3293",77232
"3294",66583
"3295",61446
"3296",77500
"3297",64927
"3298",72797
"3299",72733
"3300",70071
"3301",68756
"3302",77439
"3303",73548
"3304",62206
"3305",73132
"3306",73070
"3307",61562
"3308",73160
"3309",74033
"3310",71011
"3311",73500
"3312",57310
"3313",90608
"3314",63623
"3315",63754
"3316",71972
"3317",63906
"3318",68118
"3319",63819
"3320",68088
"3321",63924
"3322",73070
"3323",63483
"3324",62221
"3325",60861
"3326",63677
"3327",70864
"3328",63557
"3329",68756
"3330",77595
"3331",68756
"3332",66035
"3333",68756
"3334",72180
"3335",63819
"3336",68756
"3337",68756
"3338",70753
"3339",68756
"3340",68756
"3341",74033
"3342",68756
"3343",67164
"3344",69143
"3345",72915
"3346",70602
"3347",70003
"3348",73392
"3349",68183
"3350",68269
"3351",69152
"3352",65561
"3353",61911
"3354",68001
"3355",70933
"3356",68241
"3357",63722
"3358",69052
"3359",78539
"3360",69569
"3361",78622
"3362",69241
"3363",68161
"3364",78653
"3365",70840
"3366",63512
"3367",78647
"3368",78485
"3369",78641
"3370",67164
"3371",69143
"3372",78666
"3373",73702
"3374",78657
"3375",78539
"3376",86141
"3377",69143
"3378",77595
"3379",72067
"3380",77190
"3381",66604
"3382",77439
"3383",76953
"3384",72507
"3385",68756
"3386",77632
"3387",76596
"3388",70527
"3389",77131
"3390",63677
"3391",73500
"3392",78039
"3393",62578
"3394",70744
"3395",61426
"3396",68368
"3397",76691
"3398",61595
"3399",62385
"3400",67816
"3401",62094
"3402",78097
"3403",66105
"3404",46276
"3405",65882
"3406",50164
"3407",61446
"3408",78039
"3409",70180
"3410",69241
"3411",68166
"3412",69222
"3413",69268
"3414",68269
"3415",65808
"3416",69249
"3417",69143
"3418",69232
"3419",57296
"3420",69098
"3421",84164
"3422",78657
"3423",62839
"3424",69341
"3425",64927
"3426",67164
"3427",64922
"3428",67837
"3429",64727
"3430",71151
"3431",62385
"3432",64661
"3433",61911
"3434",73296
"3435",70946
"3436",59843
"3437",55246
"3438",73798
"3439",63224
"3440",66049
"3441",62578
"3442",64344
"3443",70743
"3444",67837
"3445",68137
"3446",77752
"3447",66598
"3448",65558
"3449",65917
"3450",76723
"3451",66105
"3452",63361
"3453",67514
"3454",66583
"3455",68174
"3456",66492
"3457",63407
"3458",67791
"3459",68166
"3460",77609
"3461",68368
"3462",68137
"3463",62200
"3464",68088
"3465",60707
"3466",68367
"3467",65517
"3468",68241
"3469",68539
"3470",67650
"3471",67751
"3472",75555
"3473",60535
"3474",67470
"3475",68161
"3476",62225
"3477",65592
"3478",68118
"3479",77645
"3480",67816
"3481",68175
"3482",68367
"3483",68256
"3484",76146
"3485",63603
"3486",67650
"3487",68174
"3488",65660
"3489",65577
"3490",67791
"3491",63278
"3492",65563
"3493",70804
"3494",65592
"3495",66598
"3496",66191
"3497",68175
"3498",73348
"3499",65517
"3500",65612
"3501",66234
"3502",50164
"3503",62324
"3504",63557
"3505",65087
"3506",70828
"3507",65423
"3508",68183
"3509",65732
"3510",65808
"3511",78647
"3512",65561
"3513",73573
"3514",65699
"3515",63183
"3516",59843
"3517",65691
"3518",62260
"3519",69603
"3520",65660
"3521",69143
"3522",64344
"3523",72733
"3524",69143
"3525",57021
"3526",88550
"3527",69143
"3528",66524
"3529",69143
"3530",69232
"3531",69143
"3532",69143
"3533",70760
"3534",69143
"3535",54765
"3536",69143
"3537",90608
"3538",63152
"3539",70069
"3540",89450
"3541",78653
"3542",88550
"3543",57274
"3544",90250
"3545",69143
"3546",65699
"3547",85450
"3548",86436
"3549",84164
"3550",69052
"3551",62324
"3552",86141
"3553",68111
"3554",64542
"3555",71372
"3556",64844
"3557",61788
"3558",64403
"3559",85640
"3560",65267
"3561",64753
"3562",65403
"3563",64483
"3564",64791
"3565",68193
"3566",70007
"3567",64159
"3568",64671
"3569",62815
"3570",61821
"3571",68175
"3572",69312
"3573",69143
"3574",69828
"3575",69994
"3576",66049
"3577",73340
"3578",69480
"3579",69845
"3580",62051
"3581",69553
"3582",65133
"3583",64159
"3584",64925
"3585",66093
"3586",71246
"3587",71372
"3588",73024
"3589",67885
"3590",71175
"3591",70727
"3592",63457
"3593",71130
"3594",71055
"3595",63337
"3596",71382
"3597",70513
"3598",70287
"3599",68164
"3600",71353
"3601",71132
"3602",64307
"3603",68756
"3604",70600
"3605",71575
"3606",70727
"3607",76688
"3608",70745
"3609",70615
"3610",71338
"3611",64546
"3612",85831
"3613",71018
"3614",73196
"3615",71302
"3616",68594
"3617",65307
"3618",73665
"3619",68175
"3620",73707
"3621",70001
"3622",64403
"3623",74005
"3624",69143
"3625",73340
"3626",70805
"3627",72032
"3628",73191
"3629",66090
"3630",73421
"3631",73860
"3632",65609
"3633",67837
"3634",62095
"3635",62099
"3636",60811
"3637",70904
"3638",62174
"3639",67806
"3640",62171
"3641",62715
"3642",68249
"3643",62148
"3644",62244
"3645",82213
"3646",63800
"3647",62272
"3648",62064
"3649",66093
"3650",72801
"3651",68110
"3652",66113
"3653",76846
"3654",65868
"3655",66188
"3656",70745
"3657",71130
"3658",65403
"3659",65489
"3660",58842
"3661",65143
"3662",68053
"3663",66023
"3664",70461
"3665",73089
"3666",72801
"3667",51075
"3668",73024
"3669",68756
"3670",73198
"3671",62777
"3672",72927
"3673",64781
"3674",71055
"3675",72730
"3676",64791
"3677",76822
"3678",73196
"3679",66023
"3680",73041
"3681",63031
"3682",71615
"3683",62099
"3684",62866
"3685",71575
"3686",63984
"3687",63432
"3688",67688
"3689",78964
"3690",63706
"3691",63315
"3692",64167
"3693",62759
"3694",63777
"3695",73860
"3696",90910
"3697",71132
"3698",76784
"3699",76463
"3700",57274
"3701",76879
"3702",77038
"3703",77160
"3704",60783
"3705",77368
"3706",76590
"3707",62148
"3708",61990
"3709",75895
"3710",70747
"3711",65477
"3712",76084
"3713",61547
"3714",61771
"3715",67570
"3716",60811
"3717",88944
"3718",60442
"3719",62171
"3720",60783
"3721",64753
"3722",60675
"3723",63257
"3724",62996
"3725",62759
"3726",66505
"3727",59938
"3728",70869
"3729",70598
"3730",78701
"3731",70733
"3732",63779
"3733",70904
"3734",70761
"3735",77160
"3736",78988
"3737",70945
"3738",70805
"3739",63257
"3740",64167
"3741",70828
"3742",66008
"3743",62272
"3744",70869
"3745",70080
"3746",73665
"3747",70765
"3748",69312
"3749",70156
"3750",63715
"3751",70734
"3752",60439
"3753",49603
"3754",70780
"3755",72730
"3756",69143
"3757",70237
"3758",70747
"3759",57262
"3760",70660
"3761",57361
"3762",69143
"3763",70765
"3764",57274
"3765",57202
"3766",67164
"3767",74005
"3768",57540
"3769",67726
"3770",57294
"3771",69845
"3772",57302
"3773",70513
"3774",62000
"3775",57262
"3776",57202
"3777",65437
"3778",61821
"3779",76463
"3780",76917
"3781",63715
"3782",67164
"3783",65133
"3784",70009
"3785",69143
"3786",66732
"3787",64546
"3788",57302
"3789",66090
"3790",58793
"3791",66905
"3792",70660
"3793",70080
"3794",62095
"3795",78038
"3796",65175
"3797",76917
"3798",76846
"3799",62240
"3800",78988
"3801",77368
"3802",57294
"3803",76210
"3804",74874
"3805",75895
"3806",74976
"3807",59938
"3808",76737
"3809",90163
"3810",71615
"3811",77197
"3812",70621
"3813",70156
"3814",73198
"3815",71951
"3816",81176
"3817",70615
"3818",68934
"3819",57704
"3820",71109
"3821",71018
"3822",70287
"3823",68756
"3824",70461
"3825",62815
"3826",61771
"3827",78038
"3828",63779
"3829",62174
"3830",63432
"3831",63019
"3832",63043
"3833",70945
"3834",62960
"3835",78591
"3836",62996
"3837",68050
"3838",63800
"3839",63634
"3840",76084
"3841",77900
"3842",68756
"3843",68756
"3844",66113
"3845",68756
"3846",63984
"3847",71951
"3848",68756
"3849",57540
"3850",71338
"3851",68756
"3852",71382
"3853",68756
"3854",68756
"3855",68756
"3856",79110
"3857",57361
"3858",65178
"3859",70002
"3860",70001
"3861",68296
"3862",69994
"3863",68244
"3864",70009
"3865",70003
"3866",70780
"3867",72032
"3868",70009
"3869",69553
"3870",70007
"3871",70011
"3872",62064
"3873",63031
"3874",78701
"3875",90803
"3876",78862
"3877",78809
"3878",69828
"3879",78912
"3880",81176
"3881",78964
"3882",60675
"3883",78591
"3884",62244
"3885",68594
"3886",77899
"3887",71302
"3888",79110
"3889",77900
"3890",71246
"3891",77197
"3892",70600
"3893",78809
"3894",77189
"3895",65868
"3896",76688
"3897",76663
"3898",77659
"3899",63315
"3900",71109
"3901",76822
"3902",68756
"3903",69143
"3904",76737
"3905",61547
"3906",76784
"3907",51075
"3908",70621
"3909",67523
"3910",62240
"3911",69143
"3912",49603
"3913",62715
"3914",62960
"3915",76210
"3916",61990
"3917",70828
"3918",62000
"3919",66905
"3920",61706
"3921",70598
"3922",67726
"3923",67570
"3924",78862
"3925",77189
"3926",67806
"3927",63019
"3928",67688
"3929",90218
"3930",68934
"3931",68756
"3932",68445
"3933",68594
"3934",63777
"3935",70011
"3936",68594
"3937",73089
"3938",64307
"3939",64313
"3940",64844
"3941",64478
"3942",77038
"3943",66188
"3944",63457
"3945",64781
"3946",77659
"3947",57704
"3948",58842
"3949",68756
"3950",58793
"3951",65705
"3952",71353
"3953",67837
"3954",68756
"3955",70733
"3956",65175
"3957",76879
"3958",67523
"3959",60439
"3960",63043
"3961",67726
"3962",66732
"3963",63337
"3964",74874
"3965",69143
"3966",66505
"3967",65477
"3968",61706
"3969",68111
"3970",65295
"3971",64313
"3972",67651
"3973",67885
"3974",78912
"3975",68244
"3976",66049
"3977",68331
"3978",68039
"3979",64483
"3980",73191
"3981",68050
"3982",68053
"3983",68193
"3984",73041
"3985",68044
"3986",64542
"3987",68110
"3988",67651
"3989",64478
"3990",68296
"3991",68164
"3992",72927
"3993",68331
"3994",68249
"3995",65423
"3996",68445
"3997",68193
"3998",73421
"3999",68164
"4000",64925
"4001",65307
"4002",65295
"4003",65267
"4004",62866
"4005",61788
"4006",71175
"4007",68164
"4008",62777
"4009",70003
"4010",68039
"4011",65423
"4012",62051
"4013",65143
"4014",66008
"4015",65705
"4016",64671
"4017",68044
"4018",65178
"4019",65267
"4020",73707
"4021",57202
"4022",65347
"4023",60442
"4024",65133
"4025",65267
"4026",69480
"4027",65596
"4028",70009
"4029",70237
"4030",65133
"4031",68193
"4032",65609
"4033",65437
"4034",69143
"4035",70002
"4036",69143
"4037",65347
"4038",70734
"4039",69143
"4040",69143
"4041",69143
"4042",76590
"4043",65489
"4044",69143
"4045",69143
"4046",74976
"4047",69143
"4048",57202
"4049",90163
"4050",67726
"4051",90803
"4052",88944
"4053",70761
"4054",85640
"4055",68756
"4056",76663
"4057",90218
"4058",63706
"4059",65596
"4060",85831
"4061",82213
"4062",77899
"4063",63634
"4064",90910
"4065",67186
"4066",63445
"4067",90060
"4068",78222
"4069",63830
"4070",64389
"4071",72010
"4072",61303
"4073",64519
"4074",67616
"4075",64541
"4076",69144
"4077",63720
"4078",64457
"4079",68756
"4080",63874
"4081",62310
"4082",63611
"4083",62434
"4084",72688
"4085",70610
"4086",64096
"4087",69144
"4088",61196
"4089",64826
"4090",54644
"4091",64841
"4092",67200
"4093",70011
"4094",65045
"4095",62889
"4096",64617
"4097",70978
"4098",71104
"4099",64038
"4100",71131
"4101",66153
"4102",64972
"4103",71254
"4104",73078
"4105",70552
"4106",78849
"4107",71379
"4108",63871
"4109",71438
"4110",71502
"4111",63800
"4112",71366
"4113",71194
"4114",65167
"4115",71297
"4116",61017
"4117",63830
"4118",71602
"4119",65011
"4120",71827
"4121",68756
"4122",71645
"4123",73584
"4124",70988
"4125",52134
"4126",78548
"4127",74539
"4128",71282
"4129",67115
"4130",73828
"4131",62628
"4132",72688
"4133",72319
"4134",64211
"4135",73687
"4136",72010
"4137",47888
