"","x"
"6137",73126
"6138",69630
"6139",54400
"6140",70514
"6141",73292
"6142",70741
"6143",63849
"6144",69644
"6145",71064
"6146",69144
"6147",71269
"6148",70944
"6149",68803
"6150",71384
"6151",71708
"6152",65449
"6153",71339
"6154",63446
"6155",57882
"6156",71442
"6157",81178
"6158",71317
"6159",71470
"6160",61565
"6161",79088
"6162",69402
"6163",69353
"6164",70684
"6165",69732
"6166",60385
"6167",68836
"6168",71698
"6169",68756
"6170",69118
"6171",64366
"6172",53971
"6173",68109
"6174",40770
"6175",54462
"6176",54533
"6177",51533
"6178",72879
"6179",73951
"6180",69594
"6181",72676
"6182",73981
"6183",62254
"6184",79767
"6185",73939
"6186",72603
"6187",69144
"6188",62860
"6189",73292
"6190",53832
"6191",73026
"6192",73124
"6193",62341
"6194",70543
"6195",62224
"6196",90080
"6197",67012
"6198",62300
"6199",62254
"6200",69143
"6201",62410
"6202",69732
"6203",62306
"6204",62264
"6205",64134
"6206",62534
"6207",62734
"6208",64451
"6209",71064
"6210",63036
"6211",80060
"6212",63030
"6213",61162
"6214",67060
"6215",63411
"6216",63623
"6217",56614
"6218",63336
"6219",56503
"6220",54980
"6221",63590
"6222",69144
"6223",63236
"6224",61565
"6225",68693
"6226",63036
"6227",69353
"6228",70944
"6229",79911
"6230",67060
"6231",64560
"6232",65337
"6233",65449
"6234",81936
"6235",69661
"6236",43641
"6237",62422
"6238",65083
"6239",76351
"6240",51831
"6241",82287
"6242",68008
"6243",81984
"6244",90080
"6245",71384
"6246",73981
"6247",94067
"6248",70840
"6249",69144
"6250",81936
"6251",90166
"6252",81851
"6253",63590
"6254",95595
"6255",92570
"6256",82845
"6257",76823
"6258",70427
"6259",76566
"6260",76787
"6261",68756
"6262",68604
"6263",76832
"6264",63623
"6265",73939
"6266",76769
"6267",74244
"6268",76432
"6269",53807
"6270",71317
"6271",76351
"6272",76502
"6273",62315
"6274",69732
"6275",69143
"6276",63616
"6277",69144
"6278",62300
"6279",63497
"6280",63050
"6281",64059
"6282",63716
"6283",64827
"6284",63887
"6285",70382
"6286",60483
"6287",63849
"6288",64451
"6289",70523
"6290",70543
"6291",68218
"6292",70571
"6293",67020
"6294",71702
"6295",64359
"6296",70464
"6297",70504
"6298",63716
"6299",80365
"6300",70567
"6301",70382
"6302",62534
"6303",70508
"6304",64134
"6305",71566
"6306",62907
"6307",76566
"6308",71581
"6309",79088
"6310",71702
"6311",71708
"6312",71698
"6313",62410
"6314",71676
"6315",64827
"6316",69143
"6317",68756
"6318",71702
"6319",71688
"6320",66957
"6321",62341
"6322",63912
"6323",63536
"6324",67020
"6325",79088
"6326",64560
"6327",69143
"6328",66479
"6329",63272
"6330",68756
"6331",64366
"6332",63887
"6333",64688
"6334",71702
"6335",62938
"6336",66957
"6337",56607
"6338",62907
"6339",63536
"6340",63030
"6341",67012
"6342",51634
"6343",70464
"6344",63050
"6345",63272
"6346",71676
"6347",63323
"6348",53971
"6349",67027
"6350",53667
"6351",70251
"6352",69143
"6353",71180
"6354",69402
"6355",72226
"6356",69979
"6357",68803
"6358",46500
"6359",74730
"6360",55831
"6361",57644
"6362",63336
"6363",74244
"6364",62860
"6365",62422
"6366",51446
"6367",62938
"6368",76502
"6369",71566
"6370",54245
"6371",60102
"6372",60183
"6373",61162
"6374",52983
"6375",79088
"6376",66479
"6377",60165
"6378",69118
"6379",51295
"6380",72114
"6381",69732
"6382",53667
"6383",54462
"6384",68756
"6385",56607
"6386",63912
"6387",57288
"6388",63616
"6389",57652
"6390",78476
"6391",61068
"6392",60860
"6393",67584
"6394",64059
"6395",62306
"6396",70567
"6397",64134
"6398",55751
"6399",71688
"6400",64134
"6401",69143
"6402",68756
"6403",71269
"6404",70684
"6405",68756
"6406",68137
"6407",68752
"6408",84004
"6409",68756
"6410",68756
"6411",79088
"6412",72114
"6413",68756
"6414",68756
"6415",70251
"6416",68756
"6417",72180
"6418",72879
"6419",72226
"6420",70571
"6421",73109
"6422",58906
"6423",76832
"6424",73099
"6425",73126
"6426",56880
"6427",73147
"6428",70514
"6429",81437
"6430",73096
"6431",92570
"6432",73124
"6433",82287
"6434",76964
"6435",73951
"6436",69144
"6437",79911
"6438",69732
"6439",81352
"6440",94067
"6441",80991
"6442",56614
"6443",80365
"6444",80246
"6445",81437
"6446",70741
"6447",71470
"6448",80657
"6449",79088
"6450",64511
"6451",60102
"6452",79088
"6453",79088
"6454",79088
"6455",68752
"6456",79088
"6457",67841
"6458",57711
"6459",79088
"6460",79088
"6461",67027
"6462",69143
"6463",79088
"6464",54533
"6465",61896
"6466",54245
"6467",62373
"6468",76787
"6469",69383
"6470",51634
"6471",74730
"6472",52055
"6473",71339
"6474",56880
"6475",56503
"6476",43641
"6477",53807
"6478",51446
"6479",73026
"6480",66486
"6481",68693
"6482",69144
"6483",60436
"6484",69144
"6485",64737
"6486",69144
"6487",69144
"6488",73099
"6489",69144
"6490",79327
"6491",69144
"6492",81851
"6493",64941
"6494",69144
"6495",69144
"6496",80657
"6497",76823
"6498",64511
"6499",62373
"6500",64737
"6501",69143
"6502",63411
"6503",62371
"6504",80991
"6505",57644
"6506",63446
"6507",69661
"6508",71442
"6509",61359
"6510",95595
"6511",63236
"6512",51831
"6513",61896
"6514",60804
"6515",61297
"6516",69979
"6517",73109
"6518",68604
"6519",65337
"6520",55831
"6521",54813
"6522",76769
"6523",57882
"6524",54980
"6525",61359
"6526",53832
"6527",79088
"6528",66486
"6529",70523
"6530",69732
"6531",57288
"6532",79088
"6533",69732
"6534",69732
"6535",69732
"6536",62810
"6537",69732
"6538",69732
"6539",73147
"6540",57279
"6541",69732
"6542",68756
"6543",68161
"6544",69732
"6545",60032
"6546",68008
"6547",68218
"6548",53193
"6549",72676
"6550",68137
"6551",69732
"6552",63497
"6553",67584
"6554",67841
"6555",51295
"6556",62264
"6557",67685
"6558",40770
"6559",68161
"6560",67936
"6561",62315
"6562",53979
"6563",62224
"6564",53193
"6565",54653
"6566",52983
"6567",64359
"6568",84004
"6569",69732
"6570",57711
"6571",60062
"6572",57279
"6573",68109
"6574",55751
"6575",51535
"6576",67936
"6577",51533
"6578",76964
"6579",81984
"6580",58191
"6581",46500
"6582",58906
"6583",60860
"6584",52055
"6585",54813
"6586",72603
"6587",54400
"6588",76432
"6589",64941
"6590",73096
"6591",51535
"6592",69644
"6593",69143
"6594",60804
"6595",69143
"6596",71581
"6597",57652
"6598",69143
"6599",68836
"6600",69143
"6601",69143
"6602",60165
"6603",63323
"6604",69143
"6605",64688
"6606",69143
"6607",70508
"6608",69143
"6609",72180
"6610",53979
"6611",80060
"6612",58191
"6613",75337
"6614",78476
"6615",81352
"6616",62371
"6617",79767
"6618",79327
"6619",90166
"6620",80246
"6621",81178
"6622",65083
"6623",69144
"6624",82845
"6625",55279
"6626",60034
"6627",73057
"6628",44956
"6629",60426
"6630",69732
"6631",61200
"6632",60671
"6633",60845
"6634",59862
"6635",60882
"6636",69144
"6637",60643
"6638",69143
"6639",68266
"6640",63570
"6641",72348
"6642",70056
"6643",70660
"6644",70744
"6645",70246
"6646",69522
"6647",60671
"6648",73720
"6649",70309
"6650",55360
"6651",70422
"6652",38969
"6653",77550
"6654",70069
"6655",69732
"6656",70427
"6657",76977
"6658",71098
"6659",71168
"6660",68296
"6661",68342
"6662",71319
"6663",62295
"6664",71513
"6665",70992
"6666",62367
"6667",71148
"6668",71005
"6669",70921
"6670",64742
"6671",71433
"6672",62406
"6673",69519
"6674",67819
"6675",76957
"6676",68296
"6677",71239
"6678",67739
"6679",60592
"6680",72405
"6681",68159
"6682",60406
"6683",68036
"6684",38969
"6685",59194
"6686",60085
"6687",54305
"6688",68756
"6689",73294
"6690",67819
"6691",73748
"6692",60426
"6693",63963
"6694",72686
"6695",59073
"6696",73720
"6697",69732
"6698",74225
"6699",60156
"6700",72795
"6701",73089
"6702",73251
"6703",73825
"6704",70427
"6705",62213
"6706",62181
"6707",61575
"6708",64552
"6709",62361
"6710",62374
"6711",83147
"6712",78122
"6713",62431
"6714",62367
"6715",66024
"6716",64134
"6717",62229
"6718",71513
"6719",69144
"6720",62708
"6721",62213
"6722",64585
"6723",64633
"6724",71481
"6725",64259
"6726",67739
"6727",63207
"6728",62576
"6729",52388
"6730",70992
"6731",63856
"6732",61536
"6733",62507
"6734",45873
"6735",61555
"6736",62406
"6737",71513
"6738",71098
"6739",63672
"6740",71481
"6741",71239
"6742",71513
"6743",77804
"6744",74307
"6745",71513
"6746",63856
"6747",71513
"6748",69654
"6749",68756
"6750",71513
"6751",76957
"6752",56361
"6753",85348
"6754",76952
"6755",80848
"6756",68601
"6757",92758
"6758",90239
"6759",69144
"6760",64379
"6761",85360
"6762",73018
"6763",80499
"6764",87572
"6765",62229
"6766",91054
"6767",80411
"6768",91166
"6769",76977
"6770",81285
"6771",76978
"6772",77002
"6773",92758
"6774",76862
"6775",67196
"6776",77031
"6777",68847
"6778",77076
"6779",68756
"6780",77065
"6781",76554
"6782",76497
"6783",71761
"6784",51500
"6785",62461
"6786",60034
"6787",80111
"6788",64552
"6789",78200
"6790",71513
"6791",63207
"6792",64379
"6793",62431
"6794",57905
"6795",62098
"6796",64934
"6797",69144
"6798",64742
"6799",63996
"6800",64134
"6801",69732
"6802",78020
"6803",64633
"6804",78200
"6805",71319
"6806",77804
"6807",64134
"6808",78122
"6809",78011
"6810",79114
"6811",77871
"6812",64934
"6813",77550
"6814",91054
"6815",77999
"6816",62708
"6817",59522
"6818",71718
"6819",71168
"6820",71756
"6821",69732
"6822",71104
"6823",74118
"6824",71778
"6825",60845
"6826",71726
"6827",71659
"6828",71769
"6829",60414
"6830",65470
"6831",71761
"6832",69143
"6833",65412
"6834",65406
"6835",69732
"6836",59695
"6837",66608
"6838",57954
"6839",67196
"6840",71778
"6841",66004
"6842",69143
"6843",60882
"6844",65502
"6845",62507
"6846",65470
"6847",75396
"6848",66008
"6849",59416
"6850",49400
"6851",68087
"6852",59695
"6853",54266
"6854",76862
"6855",59550
"6856",83559
"6857",69143
"6858",59862
"6859",71659
"6860",69654
"6861",60414
"6862",60085
"6863",60559
"6864",66008
"6865",59416
"6866",76952
"6867",69144
"6868",73386
"6869",69143
"6870",76394
"6871",74118
"6872",74307
"6873",68159
"6874",77076
"6875",75259
"6876",77065
"6877",56247
"6878",49571
"6879",75396
"6880",66374
"6881",71513
"6882",65406
"6883",70660
"6884",73118
"6885",68342
"6886",60592
"6887",68756
"6888",52388
"6889",64448
"6890",60256
"6891",60156
"6892",76957
"6893",52489
"6894",71863
"6895",54305
"6896",70296
"6897",62461
"6898",62181
"6899",63672
"6900",83518
"6901",63963
"6902",79314
"6903",64134
"6904",85360
"6905",64011
"6906",68235
"6907",77871
"6908",64134
"6909",70921
"6910",64087
"6911",61555
"6912",64134
"6913",69519
"6914",68756
"6915",68756
"6916",70744
"6917",64259
"6918",68756
"6919",76957
"6920",68756
"6921",68756
"6922",74225
"6923",68756
"6924",71769
"6925",68756
"6926",71863
"6927",71433
"6928",68756
"6929",72348
"6930",60870
"6931",73057
"6932",73118
"6933",62361
"6934",68756
"6935",72405
"6936",76957
"6937",73018
"6938",73025
"6939",70422
"6940",68387
"6941",73089
"6942",58442
"6943",73825
"6944",73150
"6945",85348
"6946",81285
"6947",73748
"6948",73386
"6949",80738
"6950",62374
"6951",79314
"6952",69144
"6953",80366
"6954",79114
"6955",80499
"6956",75220
"6957",65132
"6958",79691
"6959",63996
"6960",80177
"6961",76957
"6962",68756
"6963",76957
"6964",69143
"6965",70246
"6966",76957
"6967",76957
"6968",62576
"6969",76957
"6970",68036
"6971",71148
"6972",76957
"6973",76957
"6974",73251
"6975",76957
"6976",70296
"6977",65412
"6978",49400
"6979",76978
"6980",53549
"6981",48834
"6982",76394
"6983",52950
"6984",51751
"6985",80366
"6986",71726
"6987",46001
"6988",87572
"6989",76957
"6990",49571
"6991",65675
"6992",51500
"6993",82743
"6994",69144
"6995",69144
"6996",77002
"6997",80738
"6998",62505
"6999",69144
"7000",69144
"7001",51751
"7002",78011
"7003",69144
"7004",69144
"7005",69144
"7006",64087
"7007",69144
"7008",91166
"7009",61585
"7010",64585
"7011",61575
"7012",83518
"7013",76957
"7014",62295
"7015",52950
"7016",68756
"7017",60406
"7018",57905
"7019",71513
"7020",71005
"7021",52489
"7022",45873
"7023",77999
"7024",56361
"7025",59522
"7026",69144
"7027",69143
"7028",68601
"7029",48834
"7030",57954
"7031",59550
"7032",80115
"7033",68847
"7034",60256
"7035",75259
"7036",61536
"7037",65132
"7038",76497
"7039",65675
"7040",66374
"7041",69732
"7042",68338
"7043",69732
"7044",56640
"7045",69732
"7046",69732
"7047",69143
"7048",83559
"7049",69732
"7050",73025
"7051",79773
"7052",69732
"7053",69732
"7054",64142
"7055",69732
"7056",63570
"7057",73294
"7058",68338
"7059",68087
"7060",71756
"7061",66608
"7062",68127
"7063",61200
"7064",55966
"7065",67873
"7066",70309
"7067",68235
"7068",68387
"7069",69732
"7070",79691
"7071",68266
"7072",68264
"7073",55279
"7074",70056
"7075",80848
"7076",56640
"7077",54266
"7078",71104
"7079",72686
"7080",55966
"7081",54617
"7082",66004
"7083",66024
"7084",69732
"7085",60643
"7086",58442
"7087",54423
"7088",68264
"7089",76957
"7090",60870
"7091",68756
"7092",44956
"7093",62505
"7094",69522
"7095",59073
"7096",67873
"7097",64448
"7098",55360
"7099",62098
"7100",72795
"7101",59194
"7102",64142
"7103",54423
"7104",73150
"7105",61585
"7106",71718
"7107",69143
"7108",69143
"7109",69143
"7110",68127
"7111",69143
"7112",54617
"7113",69143
"7114",69143
"7115",46001
"7116",65502
"7117",76554
"7118",69143
"7119",60559
"7120",69143
"7121",82743
"7122",78020
"7123",80111
"7124",53549
"7125",90239
"7126",83147
"7127",77031
"7128",80115
"7129",64011
"7130",69144
"7131",79773
"7132",75220
"7133",56247
"7134",70069
"7135",80411
"7136",80177
"7137",61292
"7138",78344
"7139",61572
"7140",76895
"7141",61139
"7142",52101
"7143",61789
"7144",85688
"7145",61363
"7146",62487
"7147",68327
"7148",69557
"7149",62387
"7150",55880
"7151",63806
"7152",70699
"7153",70706
"7154",58574
"7155",70318
"7156",52173
"7157",80307
"7158",70712
"7159",71184
"7160",83532
"7161",57751
"7162",73314
"7163",70046
"7164",69557
"7165",77512
"7166",71161
"7167",73164
"7168",71015
"7169",70925
"7170",71181
"7171",67407
"7172",71218
"7173",65258
"7174",60041
"7175",71184
"7176",55711
"7177",63971
"7178",70914
"7179",73373
"7180",71060
"7181",70244
"7182",70801
"7183",71771
"7184",71070
"7185",62425
"7186",69954
"7187",68611
"7188",71756
"7189",62775
"7190",70185
"7191",68477
"7192",78160
"7193",68119
"7194",71573
"7195",56044
"7196",68576
"7197",76913
"7198",70214
"7199",53436
"7200",68756
"7201",62442
"7202",73586
"7203",73945
"7204",71218
"7205",73659
"7206",57053
"7207",78106
"7208",74042
"7209",73663
"7210",69596
"7211",73314
"7212",52016
"7213",73006
"7214",72842
"7215",73810
"7216",71015
"7217",62425
"7218",70799
"7219",78160
"7220",61736
"7221",73659
"7222",70712
"7223",62413
"7224",68756
"7225",78292
"7226",61792
"7227",61109
"7228",64175
"7229",61558
"7230",60996
"7231",61420
"7232",52364
"7233",70925
"7234",58574
"7235",56743
"7236",68756
"7237",57053
"7238",66539
"7239",55711
"7240",60057
"7241",65871
"7242",73073
"7243",71777
"7244",56340
"7245",65512
"7246",67431
"7247",66107
"7248",64697
"7249",64598
"7250",67407
"7251",67407
"7252",69143
"7253",67431
"7254",61341
"7255",67431
"7256",67431
"7257",65871
"7258",67431
"7259",70046
"7260",68576
"7261",67431
"7262",67431
"7263",73810
"7264",71070
"7265",91174
"7266",69143
"7267",58739
"7268",91176
"7269",91159
"7270",68432
"7271",91028
"7272",87055
"7273",85688
"7274",83603
"7275",80520
"7276",91379
"7277",61558
"7278",69596
"7279",91899
"7280",80897
"7281",76939
"7282",76900
"7283",68447
"7284",76895
"7285",78160
"7286",77047
"7287",76907
"7288",68756
"7289",54803
"7290",59401
"7291",76987
"7292",76894
"7293",76913
"7294",68682
"7295",66107
"7296",76929
"7297",64401
"7298",73586
"7299",62418
"7300",78160
"7301",62775
"7302",52213
"7303",63271
"7304",83532
"7305",63179
"7306",62487
"7307",68756
"7308",64175
"7309",61489
"7310",62490
"7311",61420
"7312",78408
"7313",68424
"7314",78041
"7315",62418
"7316",61736
"7317",78054
"7318",70875
"7319",78106
"7320",73146
"7321",78292
"7322",78270
"7323",52386
"7324",78431
"7325",77512
"7326",70214
"7327",64247
"7328",78408
"7329",71770
"7330",54063
"7331",77462
"7332",71756
"7333",91159
"7334",71787
"7335",56375
"7336",69143
"7337",71780
"7338",67431
"7339",71777
"7340",71714
"7341",61070
"7342",65148
"7343",71771
"7344",71777
"7345",76939
"7346",64871
"7347",60601
"7348",64757
"7349",65258
"7350",71787
"7351",66539
"7352",62479
"7353",77975
"7354",66751
"7355",64328
"7356",65352
"7357",67431
"7358",65148
"7359",91899
"7360",69143
"7361",69596
"7362",80037
"7363",60601
"7364",56553
"7365",66198
"7366",69143
"7367",61341
"7368",65633
"7369",60057
"7370",83603
"7371",64328
"7372",64687
"7373",61070
"7374",70801
"7375",61202
"7376",71777
"7377",73569
"7378",76900
"7379",70313
"7380",76613
"7381",70799
"7382",65260
"7383",75972
"7384",74127
"7385",68119
"7386",76463
"7387",52865
"7388",76894
"7389",62387
"7390",72153
"7391",60865
"7392",73952
"7393",70630
"7394",69954
"7395",70313
"7396",83436
"7397",70875
"7398",62413
"7399",65633
"7400",70222
"7401",63179
"7402",71573
"7403",76987
"7404",78160
"7405",70244
"7406",68756
"7407",66203
"7408",70220
"7409",55919
"7410",52350
"7411",73005
"7412",52173
"7413",78054
"7414",52213
"7415",68477
"7416",56577
"7417",52252
"7418",61792
"7419",52386
"7420",52016
"7421",52152
"7422",62490
"7423",66203
"7424",52364
"7425",70630
"7426",52350
"7427",68756
"7428",76613
"7429",68756
"7430",70185
"7431",68756
"7432",68756
"7433",68756
"7434",66751
"7435",68756
"7436",78431
"7437",68815
"7438",68756
"7439",78160
"7440",68756
"7441",70706
"7442",67407
"7443",73005
"7444",91176
"7445",73004
"7446",63271
"7447",73146
"7448",73663
"7449",73129
"7450",73073
"7451",73373
"7452",61916
"7453",73006
"7454",60996
"7455",73164
"7456",59952
"7457",64401
"7458",78344
"7459",77462
"7460",80573
"7461",80307
"7462",69596
"7463",91028
"7464",77975
"7465",68352
"7466",80352
"7467",80520
"7468",64687
"7469",69143
"7470",77628
"7471",55851
"7472",79150
"7473",78160
"7474",78041
"7475",78160
"7476",78160
"7477",63471
"7478",78160
"7479",68756
"7480",78160
"7481",74127
"7482",78160
"7483",56044
"7484",78160
"7485",52152
"7486",69143
"7487",78160
"7488",70220
"7489",78160
"7490",54063
"7491",68756
"7492",83436
"7493",53329
"7494",52101
"7495",67431
"7496",68337
"7497",54803
"7498",66720
"7499",52865
"7500",55650
"7501",55300
"7502",72153
"7503",53436
"7504",76929
"7505",69596
"7506",64871
"7507",69596
"7508",70799
"7509",69596
"7510",69596
"7511",61789
"7512",71780
"7513",69596
"7514",78270
"7515",69596
"7516",91379
"7517",69596
"7518",69596
"7519",78897
"7520",79150
"7521",64598
"7522",71181
"7523",73945
"7524",62910
"7525",66198
"7526",67431
"7527",56375
"7528",62479
"7529",63971
"7530",78160
"7531",69143
"7532",61916
"7533",65512
"7534",71161
"7535",60865
"7536",64697
"7537",61292
"7538",67916
"7539",68611
"7540",56553
"7541",63471
"7542",53329
"7543",65260
"7544",76907
"7545",70222
"7546",66720
"7547",66040
"7548",71060
"7549",68815
"7550",68682
"7551",70699
"7552",73952
"7553",91174
"7554",70799
"7555",61572
"7556",70799
"7557",70799
"7558",56851
"7559",77047
"7560",70799
"7561",73129
"7562",80352
"7563",70799
"7564",70799
"7565",55300
"7566",68526
"7567",70699
"7568",70699
"7569",68424
"7570",67916
"7571",68447
"7572",79522
"7573",68432
"7574",57855
"7575",74042
"7576",68337
"7577",68352
"7578",76463
"7579",68327
"7580",70799
"7581",69596
"7582",68526
"7583",63806
"7584",68453
"7585",55919
"7586",59923
"7587",58739
"7588",69596
"7589",56851
"7590",57855
"7591",75972
"7592",70799
"7593",61363
"7594",59401
"7595",66040
"7596",55650
"7597",71120
"7598",55880
"7599",55851
"7600",68453
"7601",62442
"7602",59923
"7603",70318
"7604",62910
"7605",73004
"7606",60041
"7607",56577
"7608",67431
"7609",57751
"7610",77442
"7611",61109
"7612",56340
"7613",61489
"7614",72842
"7615",64247
"7616",59952
"7617",73569
"7618",69143
"7619",56743
"7620",64757
"7621",69143
"7622",69143
"7623",75227
"7624",69143
"7625",70914
"7626",69143
"7627",69596
"7628",71714
"7629",69143
"7630",69143
"7631",61202
"7632",69143
"7633",71770
"7634",80037
"7635",69596
"7636",80573
"7637",79522
"7638",61139
"7639",75227
"7640",87055
"7641",52252
"7642",77442
"7643",70799
"7644",65352
"7645",71120
"7646",77628
"7647",78897
"7648",80897
"7649",62903
"7650",62351
"7651",63663
"7652",63146
"7653",60816
"7654",63846
"7655",64722
"7656",67431
"7657",69005
"7658",64745
"7659",70799
"7660",51115
"7661",64784
"7662",69596
"7663",64878
"7664",64646
"7665",70516
"7666",77678
"7667",90345
"7668",69904
"7669",70178
"7670",73018
"7671",63329
"7672",70524
"7673",70799
"7674",70433
"7675",70610
"7676",58221
"7677",74420
"7678",64016
"7679",70981
"7680",69699
"7681",76798
"7682",53500
"7683",70970
"7684",63929
"7685",71046
"7686",70799
"7687",64722
"7688",70829
"7689",70837
"7690",71105
"7691",64380
"7692",64519
"7693",71179
"7694",70791
"7695",71261
"7696",57254
"7697",70319
"7698",70858
"7699",64869
"7700",70677
"7701",65670
"7702",69593
"7703",84021
"7704",70214
"7705",78160
"7706",66829
"7707",72493
"7708",68544
"7709",69596
"7710",80124
"7711",70172
"7712",68670
"7713",60733
"7714",73254
"7715",73402
"7716",57468
"7717",69020
"7718",74194
"7719",74136
"7720",74461
"7721",63591
"7722",74418
"7723",90909
"7724",73097
"7725",74420
"7726",79436
"7727",70981
"7728",74169
"7729",62442
"7730",62351
"7731",69002
"7732",62409
"7733",75799
"7734",57648
"7735",62311
"7736",68033
"7737",58653
"7738",62483
"7739",78488
"7740",62088
"7741",61026
"7742",52421
"7743",63734
"7744",61177
"7745",54500
"7746",57579
"7747",70970
"7748",57498
"7749",65004
"7750",69593
"7751",64750
"7752",65816
"7753",61381
"7754",64745
"7755",61022
"7756",64775
"7757",65564
"7758",70799
"7759",76868
"7760",57254
"7761",78160
"7762",67431
"7763",67431
"7764",63710
"7765",71046
"7766",67431
"7767",51523
"7768",67431
"7769",65816
"7770",64402
"7771",64380
"7772",64775
"7773",63916
"7774",69002
"7775",69115
"7776",66693
"7777",93579
"7778",69296
"7779",90345
"7780",73009
"7781",93054
"7782",80319
"7783",91486
"7784",91827
"7785",64113
"7786",65115
"7787",90909
"7788",80444
"7789",78369
"7790",90345
"7791",70172
"7792",90127
"7793",76798
"7794",76404
"7795",62920
"7796",77029
"7797",54500
"7798",67431
"7799",77075
"7800",66894
"7801",76973
"7802",62483
"7803",76970
"7804",68631
"7805",76824
"7806",67234
"7807",76868
"7808",76844
"7809",66093
"7810",52319
"7811",62920
"7812",69005
"7813",60816
"7814",57648
"7815",60231
"7816",83624
"7817",78526
"7818",60202
"7819",64445
"7820",63207
"7821",51202
"7822",73017
"7823",61313
"7824",61177
"7825",62442
"7826",78433
"7827",78214
"7828",70799
"7829",78432
"7830",78434
"7831",77075
"7832",74461
"7833",78526
"7834",52529
"7835",78488
"7836",63207
"7837",78369
"7838",55087
"7839",64878
"7840",78412
"7841",71776
"7842",73254
"7843",71718
"7844",69904
"7845",71732
"7846",58085
"7847",65251
"7848",71630
"7849",61381
"7850",71718
"7851",71778
"7852",68544
"7853",71908
"7854",66083
"7855",62153
"7856",71899
"7857",70319
"7858",65220
"7859",65920
"7860",65609
"7861",71732
"7862",66726
"7863",66420
"7864",74136
"7865",66894
"7866",70433
"7867",65696
"7868",58701
"7869",62372
"7870",66083
"7871",65482
"7872",65733
"7873",60733
"7874",65443
"7875",66829
"7876",65609
"7877",58490
"7878",58085
"7879",84021
"7880",78160
"7881",70837
"7882",60121
"7883",59477
"7884",57355
"7885",62372
"7886",64016
"7887",73064
"7888",71899
"7889",71776
"7890",76404
"7891",78214
"7892",57498
"7893",75799
"7894",52480
"7895",76365
"7896",83624
"7897",76973
"7898",65837
"7899",72493
"7900",55010
"7901",72314
"7902",70791
"7903",69115
"7904",76114
"7905",76512
"7906",65443
"7907",64869
"7908",83986
"7909",62342
"7910",65251
"7911",66829
"7912",70214
"7913",69596
"7914",65115
"7915",78160
"7916",64519
"7917",65408
"7918",66676
"7919",65482
"7920",62918
"7921",70499
"7922",52319
"7923",52400
"7924",77029
"7925",52480
"7926",60231
"7927",62311
"7928",52406
"7929",54700
"7930",52529
"7931",70610
"7932",52430
"7933",64784
"7934",52421
"7935",52455
"7936",78412
"7937",66829
"7938",70858
"7939",66829
"7940",93054
"7941",66726
"7942",66829
"7943",66829
"7944",66829
"7945",81061
"7946",66829
"7947",76970
"7948",66829
"7949",71908
"7950",66829
"7951",78160
"7952",62918
"7953",62903
"7954",73006
"7955",73402
"7956",73009
"7957",69296
"7958",73018
"7959",66420
"7960",73019
"7961",73075
"7962",75086
"7963",71778
"7964",73097
"7965",62138
"7966",73017
"7967",73064
"7968",69699
"7969",93579
"7970",77678
"7971",76081
"7972",70677
"7973",78515
"7974",69296
"7975",80319
"7976",73019
"7977",64351
"7978",81061
"7979",77367
"7980",80898
"7981",65408
"7982",79436
"7983",52455
"7984",78023
"7985",78160
"7986",65220
"7987",78160
"7988",83986
"7989",78160
"7990",66829
"7991",54700
"7992",78160
"7993",78160
"7994",71718
"7995",78160
"7996",80898
"7997",78160
"7998",90345
"7999",78160
"8000",68670
"8001",54500
"8002",53500
"8003",67431
"8004",62409
"8005",54500
"8006",67542
"8007",54700
"8008",65520
"8009",54700
"8010",60202
"8011",58075
"8012",55010
"8013",76824
"8014",55087
"8015",54400
"8016",76114
"8017",70516
"8018",69296
"8019",78160
"8020",74767
"8021",69296
"8022",69296
"8023",74194
"8024",91827
"8025",69596
"8026",69596
"8027",64445
"8028",66829
"8029",69596
"8030",69596
"8031",69596
"8032",78023
"8033",66829
"8034",66472
"8035",52433
"8036",63929
"8037",67658
"8038",63846
"8039",76365
"8040",64750
"8041",65520
"8042",64402
"8043",69055
"8044",58701
"8045",65564
"8046",67234
"8047",71261
"8048",66693
"8049",66093
"8050",57579
"8051",52400
"8052",63710
"8053",67658
"8054",78434
"8055",67542
"8056",70829
"8057",68033
"8058",65837
"8059",59477
"8060",68631
"8061",72314
"8062",66676
"8063",54400
"8064",76844
"8065",70499
"8066",66472
"8067",63663
"8068",70799
"8069",78515
"8070",70799
"8071",70799
"8072",51207
"8073",70799
"8074",68993
"8075",70799
"8076",62088
"8077",63916
"8078",70799
"8079",61313
"8080",70799
"8081",51792
"8082",78433
"8083",69002
"8084",69005
"8085",65004
"8086",69020
"8087",70799
"8088",91486
"8089",69005
"8090",68993
"8091",69055
"8092",52430
"8093",71179
"8094",69002
"8095",69080
"8096",64646
"8097",51792
"8098",72460
"8099",52433
"8100",63146
"8101",78432
"8102",51523
"8103",51207
"8104",52406
"8105",58653
"8106",71105
"8107",61022
"8108",51115
"8109",51202
"8110",51295
"8111",69080
"8112",70799
"8113",63945
"8114",73006
"8115",71718
"8116",57468
"8117",58490
"8118",72912
"8119",70524
"8120",64351
"8121",64113
"8122",69596
"8123",65696
"8124",58221
"8125",62138
"8126",51295
"8127",63734
"8128",74169
"8129",63945
"8130",67431
"8131",65920
"8132",65670
"8133",62342
"8134",63329
"8135",71630
