"","home_team","game_id","Stadium","week","away_team","weekday","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_city","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","Capacity","Turf","Temperature","EstimatedCondition"
"2696",22,2444,28,4,24,4,24,10,343,1,244,4,21,22,1116009,560840,555169,70009,13,3,510,341,169,10.6,0.2,10.8,11.2,-0.5,2,2,74295,2,64.94,1
"2697",22,4649,28,9,32,4,30,10,407,2,200,1,21,30,1146046,585113,560933,73121,11,5,448,326,122,7.6,1.5,9.2,7,2.2,2,1,74295,2,64.94,1
"2698",31,2731,29,6,28,4,20,17,300,0,287,1,29,26,911195,423383,487812,52472,7,9,289,328,-39,-2.4,-4.2,-6.7,-6.3,-0.4,1,1,67277,2,64.94,1
"2699",31,3281,29,7,12,4,30,20,402,0,354,1,29,12,975825,480929,494896,64359,7,8,299,348,-49,-3.1,3.4,0.4,-2.1,2.4,1,1,67277,2,64.94,1
"2700",31,4123,29,10,6,4,37,13,397,2,285,2,29,6,957670,419220,538450,58653,7,9,280,330,-50,-3.1,3,-0.2,-3.8,3.6,1,1,67277,2,64.94,1
"2701",15,1071,30,2,10,4,7,6,176,0,356,1,15,10,1051556,555464,496092,69127,9,7,261,280,-19,-1.2,1.9,0.8,-5.7,6.4,1,1,67264,3,64.94,1
"2702",15,2744,30,6,33,2,30,3,324,0,249,4,15,31,1061603,504262,557341,63625,8,8,353,419,-66,-4.1,-0.4,-4.5,-1.2,-3.3,1,1,67264,3,64.94,1
"2703",15,3665,30,15,4,4,27,20,366,2,354,4,15,4,1028219,503140,525079,60085,4,12,247,449,-202,-12.6,1.5,-11.1,-7.1,-4,1,1,67264,3,64.94,1
"2704",1,1520,31,14,34,4,17,13,231,3,302,4,1,32,920848,401035,519813,46654,5,11,311,387,-76,-4.8,-0.2,-5,-2,-3,1,1,63400,3,64.94,1
"2705",1,2264,31,10,29,2,29,24,374,0,336,3,1,27,1087072,512775,574297,64519,9,7,427,426,1,0.1,-1.9,-1.9,4.1,-6,2,1,63400,3,64.94,1
"2706",10,605,7,6,19,4,24,22,259,2,410,3,10,18,1161974,604904,557070,75941,9,7,392,344,48,3,1.9,4.9,3,1.9,1,1,76125,3,65,1
"2707",10,4853,7,4,16,2,27,23,446,0,385,1,10,16,1092324,611571,480753,76656,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,1,1,76125,3,65.12,1
"2708",22,4751,28,16,2,4,23,13,315,1,331,2,21,2,1146046,585113,560933,73188,11,5,448,326,122,7.6,1.5,9.2,7,2.2,2,1,74295,2,65.12,1
"2709",1,4761,31,16,23,4,23,0,289,2,293,3,1,22,1063084,513741,549343,63850,8,8,295,361,-66,-4.1,0.4,-3.7,-4,0.2,1,1,63400,3,65.12,1
"2710",1,3705,31,17,29,4,23,20,375,0,482,2,1,27,997710,488271,509439,63570,10,6,379,324,55,3.4,3,6.4,2.7,3.7,1,1,63400,3,65.3,1
"2711",15,2345,30,16,14,5,31,24,396,0,409,1,15,14,1052873,521338,531535,65648,5,11,302,367,-65,-4.1,1.6,-2.5,-2.1,-0.4,1,1,67264,3,65.48,1
"2712",1,1789,31,14,30,4,27,21,345,1,348,3,1,28,1041022,508829,532193,63603,5,11,314,389,-75,-4.7,-2.2,-6.9,-2.6,-4.3,1,1,63400,3,65.48,1
"2713",34,1601,8,1,20,2,19,16,309,0,266,0,32,19,1236415,701049,535366,90608,5,11,307,376,-69,-4.3,0.3,-4,-2.1,-2,1,1,79000,3,65.84,1
"2714",13,3635,22,13,21,4,34,31,453,1,385,1,13,20,1103683,573271,530412,71769,2,14,276,428,-152,-9.5,1.9,-7.6,-5,-2.6,1,1,71795,3,65.84,1
"2715",27,650,1,10,2,4,34,34,645,3,447,2,25,2,1023448,490274,533174,62779,10,5,390,345,45,2.8,-0.1,2.7,3.1,-0.4,2,1,68400,3,66.02,1
"2716",27,2388,1,1,33,5,13,10,357,3,320,2,25,31,1051386,507882,543504,65110,9,7,368,324,44,2.8,-1.1,1.7,1,0.7,1,1,68400,3,66.02,1
"2717",25,1349,2,2,16,4,23,17,354,1,327,2,23,16,1013461,418450,595011,62273,4,12,290,383,-93,-5.8,3,-2.8,-1.2,-1.6,1,1,65000,3,66.02,1
"2718",25,1376,2,4,9,4,19,13,333,0,303,1,23,9,1013461,418450,595011,62400,4,12,290,383,-93,-5.8,3,-2.8,-1.2,-1.6,1,1,65000,3,66.02,1
"2719",25,1951,2,7,16,4,12,10,290,1,268,2,23,16,1033850,472876,560974,62240,4,12,283,398,-115,-7.2,1.2,-6,-3.5,-2.5,1,1,65000,3,66.02,1
"2720",25,4388,2,9,10,4,30,20,397,0,299,2,23,10,1009172,458561,550611,54957,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,2,1,65000,3,66.02,1
"2721",25,4806,2,1,18,2,33,13,365,0,395,3,23,17,955258,463353,491905,53857,4,12,290,467,-177,-11.1,1.8,-9.3,-5.2,-4.1,1,1,65000,3,66.02,1
"2722",16,802,3,2,27,4,41,20,282,2,380,4,16,25,1163872,627840,536032,78416,13,3,484,332,152,9.5,-1.2,8.3,9.2,-0.9,2,1,76416,3,66.02,1
"2723",16,3506,3,4,23,4,31,7,390,3,298,3,16,22,1118007,602877,515130,73386,11,5,430,305,125,7.8,-1.7,6.1,1.7,4.3,2,1,76416,3,66.02,1
"2724",9,1117,4,5,23,4,26,10,336,1,278,2,9,22,1086004,510892,575112,64018,6,10,293,405,-112,-7,-0.8,-7.8,-3,-4.8,1,1,80000,2,66.02,1
"2725",8,32,6,3,27,4,23,20,377,1,336,1,8,25,1057139,581544,475595,73018,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,1,1,67895,3,66.02,1
"2726",8,2721,6,5,2,4,20,10,338,1,269,3,8,2,1017907,528933,488974,65290,5,11,271,332,-61,-3.8,2.3,-1.5,-3.4,2,1,1,67895,3,66.02,1
"2727",8,4860,6,5,3,4,12,9,416,1,410,2,8,3,1045441,526122,519319,67431,7,8,359,392,-33,-2.1,1.7,-0.3,-1,0.6,1,1,67895,3,66.02,1
"2728",34,44,8,3,9,2,27,21,332,2,331,2,32,9,1174332,647424,526908,84431,8,8,281,269,12,0.8,0.2,1,-2.9,3.8,1,1,79000,3,66.02,1
"2729",34,368,8,8,30,4,27,14,365,1,275,4,32,28,1137730,624374,513356,82352,8,8,256,303,-47,-2.9,-0.7,-3.7,-4,0.4,1,1,79000,3,66.02,1
"2730",34,596,8,6,22,4,43,27,311,1,318,5,32,21,1182596,643950,538646,80768,7,9,307,365,-58,-3.6,-0.8,-4.5,-2.2,-2.2,1,1,79000,3,66.02,1
"2731",11,2423,9,3,34,4,19,14,381,0,390,1,11,32,931681,395162,536519,40896,2,14,262,494,-232,-14.5,0.1,-14.4,-5.2,-9.2,1,1,65000,2,66.02,1
"2732",21,1631,10,3,10,4,17,7,400,0,370,0,20,10,1110770,550048,560722,68756,12,4,385,237,148,9.3,1,10.2,4.3,5.9,2,1,65878,1,66.02,1
"2733",21,3290,10,7,24,4,29,26,381,1,403,2,20,22,1134734,550044,584690,68752,12,4,557,331,226,14.1,-1.4,12.8,12.2,0.5,2,1,65878,1,66.02,1
"2734",21,3489,10,3,32,4,23,3,358,1,323,1,20,30,1120817,550048,570769,68756,12,4,444,338,106,6.6,-0.7,5.9,4.5,1.4,2,1,65878,1,66.02,1
"2735",19,2270,11,11,25,4,17,15,382,1,199,0,18,23,1067965,523919,544046,65113,11,5,345,317,28,1.8,-2.3,-0.5,-2.4,1.8,2,1,65326,3,66.02,1
"2736",19,2887,11,16,11,4,34,27,275,0,425,3,18,11,1077049,541959,535090,66731,7,9,273,333,-60,-3.8,4.1,0.3,-2.8,3.1,1,1,65326,3,66.02,1
"2737",4,572,12,4,6,4,33,27,410,1,240,0,4,6,1119646,547702,571944,72780,8,8,379,397,-18,-1.1,0.9,-0.3,2.1,-2.3,1,1,71608,2,66.02,1
"2738",4,3535,12,6,7,4,27,24,483,1,322,1,4,7,1032476,502842,529634,67739,6,10,339,388,-49,-3.1,-0.1,-3.2,-1.3,-1.9,1,1,71608,2,66.02,1
"2739",12,1648,13,5,31,4,23,20,327,0,336,2,12,29,1104825,565749,539076,70804,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,1,1,81441,3,66.02,1
"2740",29,886,14,7,32,4,24,7,458,2,326,4,27,30,1050337,540644,509693,67809,7,9,384,337,47,2.9,0.1,3.1,3,0.1,1,1,68500,3,66.02,1
"2741",29,2161,14,3,11,4,31,13,370,0,240,2,27,11,1076358,540103,536255,67249,7,9,339,381,-42,-2.6,-2.7,-5.3,-2.9,-2.4,1,1,68500,3,66.02,1
"2742",29,3545,14,6,1,4,32,20,387,2,403,4,27,1,1116046,557856,558190,69732,12,4,406,272,134,8.4,1.8,10.1,3.5,6.6,2,1,68500,3,66.02,1
"2743",26,2735,15,6,2,4,31,17,474,1,293,2,24,2,1125926,553152,572774,69144,10,6,439,377,62,3.9,0.3,4.2,5.4,-1.2,2,1,67594,3,66.02,1
"2744",26,3331,15,10,9,4,38,23,294,0,369,2,24,9,1126893,553152,573741,69144,4,12,280,444,-164,-10.3,1.4,-8.9,-5.3,-3.6,1,1,67594,3,66.02,1
"2745",26,3608,15,11,34,4,24,16,402,0,427,2,24,32,1141155,553152,588003,69144,10,6,442,382,60,3.8,-1.9,1.9,2.3,-0.5,2,1,67594,3,66.02,1
"2746",14,5153,16,7,13,4,30,23,383,1,391,2,14,13,965049,488886,476163,59977,7,9,361,373,-12,-0.8,-1.1,-1.8,-1,-0.8,1,1,67000,1,66.02,1
"2747",3,108,18,8,33,4,14,6,191,2,368,4,3,31,1062373,551695,510678,69200,12,4,333,165,168,10.5,-2.5,8,0,8,2,2,71008,1,66.02,1
"2748",3,2720,18,5,10,4,31,17,415,0,346,1,3,10,1123436,569817,553619,71246,12,4,357,270,87,5.4,1,6.4,0.9,5.5,2,1,71008,1,66.02,1
"2749",3,4308,18,4,25,4,28,27,261,1,412,1,3,23,1134133,568823,565310,71152,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,1,1,71008,1,66.02,1
"2750",2,1131,19,6,28,4,21,20,299,2,318,1,2,26,1133146,564769,568377,70187,11,5,340,337,3,0.2,-2.4,-2.2,-1.8,-0.4,2,1,71000,1,66.02,1
"2751",24,3950,20,16,21,4,17,16,231,1,307,1,22,20,1157234,625280,531954,78160,4,12,283,401,-118,-7.4,2.3,-5,-4,-1,1,1,82500,2,66.02,1
"2752",24,4221,20,16,21,4,26,20,428,1,284,1,22,20,1207646,625280,582366,78160,10,6,387,314,73,4.6,-3,1.5,-0.5,2,1,1,82500,2,66.02,1
"2753",33,1401,21,6,7,4,31,23,387,0,377,3,31,7,1059178,553192,505986,69149,4,12,299,421,-122,-7.6,0.1,-7.6,-2,-5.5,1,1,69143,3,66.02,1
"2754",33,2522,21,10,4,4,41,17,378,1,296,2,31,4,1086095,553144,532951,69143,8,8,354,402,-48,-3,0.2,-2.8,0.9,-3.6,1,1,69143,3,66.02,1
"2755",33,4060,21,5,4,4,14,13,209,1,276,1,31,4,1045359,498435,546924,65670,3,13,299,423,-124,-7.8,-2.8,-10.5,-5.9,-4.6,1,1,69143,3,66.02,1
"2756",33,4880,21,6,3,4,21,0,361,1,106,0,31,3,1092094,516161,575933,64441,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,1,1,69143,3,66.02,1
"2757",13,2000,22,11,22,4,23,10,390,2,327,3,13,21,1080028,564159,515869,70780,8,8,379,384,-5,-0.3,0.3,0,2.5,-2.5,1,1,71795,3,66.02,1
"2758",7,2432,23,3,27,4,23,20,273,0,373,1,7,25,1035068,512032,523036,64538,10,6,305,291,14,0.9,-0.2,0.7,-2.5,3.2,2,1,65515,1,66.02,1
"2759",7,2505,23,9,3,4,17,7,369,1,215,2,7,3,1035068,512032,523036,64313,10,6,305,291,14,0.9,-0.2,0.7,-2.5,3.2,2,1,65515,1,66.02,1
"2760",7,4044,23,4,16,4,36,21,445,0,461,1,7,16,1028118,491118,537000,57498,12,4,419,279,140,8.8,1.9,10.6,4.8,5.8,2,1,65515,1,66.02,1
"2761",7,4590,23,5,4,4,20,16,388,3,221,1,7,4,978253,425937,552316,52367,7,9,290,349,-59,-3.7,-1.3,-5,-4.1,-0.9,1,1,65515,1,66.02,1
"2762",7,5156,23,7,15,4,27,17,460,0,291,4,7,15,907640,377432,530208,42784,2,14,279,420,-141,-8.8,1.5,-7.3,-4.4,-2.9,1,1,65515,1,66.02,1
"2763",28,341,24,6,10,4,27,10,379,2,263,3,26,10,1005530,474844,530686,67521,5,11,332,321,11,0.7,-1,-0.3,0.3,-0.6,1,1,70561,2,66.02,1
"2764",28,957,24,12,7,4,34,27,444,1,325,0,26,7,997271,492165,505106,52069,4,12,313,441,-128,-8,1.2,-6.8,-0.6,-6.2,1,1,70561,2,66.02,1
"2765",28,2307,24,13,2,4,22,16,348,3,201,0,26,2,1103392,545107,558285,67200,8,8,439,347,92,5.8,-0.8,5,5,0,2,1,70561,2,66.02,1
"2766",28,3709,24,17,16,4,27,24,405,1,332,0,26,16,1052439,513641,538798,66374,9,7,396,348,48,3,-0.3,2.7,0.5,2.1,2,1,70561,2,66.02,1
"2767",32,176,25,13,4,4,31,17,180,0,433,2,30,4,1080729,524775,555954,65546,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,2,1,65890,3,66.02,1
"2768",32,1272,25,15,22,4,21,17,247,1,283,4,30,21,1046074,522720,523354,65075,5,11,301,304,-3,-0.2,-2.5,-2.7,-4,1.3,1,1,65890,3,66.02,1
"2769",32,3131,25,15,9,3,31,15,399,1,190,1,30,9,1019250,473281,545969,65162,4,12,287,494,-207,-12.9,2.3,-10.6,-4,-6.6,1,1,65890,3,66.02,1
"2770",17,4710,26,13,8,4,19,10,429,0,291,2,17,8,783367,202687,580680,25320,9,7,355,272,83,5.2,-1.5,3.6,-0.3,4,1,1,70000,2,66.02,1
"2771",6,1645,27,4,30,4,37,6,362,0,230,2,6,28,1048363,497786,550577,62225,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,2,1,61500,3,66.02,1
"2772",6,3190,27,1,14,4,41,21,428,1,356,5,6,14,1056462,498633,557829,62341,10,6,375,277,98,6.1,0.8,6.9,1,6,1,1,61500,3,66.02,1
"2773",6,3533,27,6,23,5,27,21,372,0,355,3,6,22,1057075,498864,558211,62374,8,8,445,478,-33,-2.1,-2.1,-4.1,3,-7.1,1,1,61500,3,66.02,1
"2774",6,3992,27,1,12,4,31,23,322,0,402,1,6,12,1020065,496287,523778,62442,6,10,335,397,-62,-3.9,2.6,-1.3,-0.1,-1.2,1,1,61500,3,66.02,1
"2775",6,4526,27,1,2,4,23,17,372,0,301,0,6,2,1021219,488137,533082,61857,5,11,264,320,-56,-3.5,2.2,-1.3,-4.6,3.3,1,1,61500,3,66.02,1
"2776",22,4711,28,13,5,4,31,21,400,1,279,1,21,5,1146046,585113,560933,73171,11,5,448,326,122,7.6,1.5,9.2,7,2.2,2,1,74295,2,66.02,1
"2777",31,289,29,3,19,4,42,10,441,0,253,4,29,18,1081519,528829,552690,66046,14,2,503,273,230,14.4,-1,13.4,10.4,2.9,2,1,67277,2,66.02,1
"2778",31,806,29,2,29,4,27,24,278,4,390,1,29,27,1041463,528456,513007,65990,12,4,447,328,119,7.4,-1.6,5.9,6,-0.2,2,1,67277,2,66.02,1
"2779",31,1179,29,9,21,4,40,22,376,1,340,3,29,20,1060941,527384,533557,66107,8,8,319,392,-73,-4.6,-1.4,-6,-2.2,-3.8,2,1,67277,2,66.02,1
"2780",31,1870,29,2,29,4,17,16,186,2,392,3,29,27,1049682,514354,535328,65295,3,13,263,438,-175,-10.9,-2,-13,-6.5,-6.5,1,1,67277,2,66.02,1
"2781",31,2137,29,2,23,4,41,13,441,0,201,1,29,22,1050114,479843,570271,61377,2,14,232,465,-233,-14.6,-0.5,-15.1,-8.1,-7,1,1,67277,2,66.02,1
"2782",31,2964,29,3,3,4,37,7,553,1,244,2,29,3,1002051,451153,550898,56289,2,14,193,407,-214,-13.4,2.9,-10.4,-8.4,-2.1,1,1,67277,2,66.02,1
"2783",15,1129,30,6,16,4,22,16,378,0,350,1,15,16,1051556,555464,496092,66413,9,7,261,280,-19,-1.2,1.9,0.8,-5.7,6.4,1,1,67264,3,66.02,1
"2784",20,548,32,2,4,4,45,39,468,0,449,3,19,4,1045728,512517,533211,64047,6,10,390,442,-52,-3.3,0.2,-3,3.1,-6.1,1,1,66200,1,66.02,1
"2785",20,1353,32,3,22,4,33,16,420,0,296,4,19,21,1063788,511960,551828,63952,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,1,1,66200,1,66.02,1
"2786",20,4793,32,1,29,4,24,16,343,1,327,4,19,27,1090834,534491,556343,66673,8,7,360,341,19,1.2,-0.6,0.6,-1.2,1.8,1,1,66200,1,66.02,1
"2787",20,4827,32,3,4,4,27,6,292,0,292,3,19,4,1090834,534491,556343,66800,8,7,360,341,19,1.2,-0.6,0.6,-1.2,1.8,1,1,66200,1,66.02,1
"2788",27,2875,1,15,24,4,22,17,276,0,378,0,25,22,1049715,504669,545046,62568,12,4,375,232,143,8.9,1.3,10.2,2.5,7.7,2,1,68400,3,66.2,1
"2789",25,1080,2,2,4,4,13,10,273,0,243,1,23,4,957623,405936,551687,53610,5,11,320,442,-122,-7.6,3.4,-4.3,-0.6,-3.7,1,1,65000,3,66.2,1
"2790",25,1138,2,6,10,4,31,3,444,1,145,2,23,10,957623,405936,551687,62507,5,11,320,442,-122,-7.6,3.4,-4.3,-0.6,-3.7,1,1,65000,3,66.2,1
"2791",16,1143,3,7,2,4,56,10,540,1,222,2,16,2,1150728,623010,527718,78260,7,9,483,435,48,3,2.3,5.3,10,-4.7,1,1,76416,3,66.2,1
"2792",9,2593,4,14,28,4,20,17,341,1,347,0,9,26,1307231,718055,589176,90552,11,5,361,250,111,6.9,0.2,7.1,0.4,6.7,2,1,80000,2,66.2,1
"2793",9,4685,4,12,17,5,28,6,515,0,247,2,9,17,1309211,741775,567436,93012,9,7,354,332,22,1.4,0.2,1.6,0.4,1.2,1,1,80000,2,66.2,1
"2794",9,5204,4,10,20,4,28,24,364,0,443,1,9,19,1289027,727432,561595,91188,8,8,434,321,113,7.1,-1.8,5.3,3.8,1.5,1,1,80000,2,66.2,1
"2795",5,2457,5,5,34,4,20,17,248,2,198,1,5,32,1162625,586314,576311,73487,8,8,315,308,7,0.4,3.5,3.9,-0.6,4.5,1,1,74867,3,66.2,1
"2796",5,2943,5,2,12,4,30,23,419,1,475,4,5,12,1098587,578342,520245,73167,6,10,406,429,-23,-1.4,0.1,-1.3,2.6,-3.9,1,1,74867,3,66.2,1
"2797",5,3214,5,2,22,4,35,27,463,1,486,2,5,21,1108455,586347,522108,72879,7,9,357,363,-6,-0.4,1.2,0.8,-0.5,1.3,1,1,74867,3,66.2,1
"2798",5,4031,5,3,22,4,27,22,431,0,380,2,5,21,1157689,592454,565235,73402,15,1,500,308,192,12,-3.9,8.1,6,2.1,2,1,74867,3,66.2,1
"2799",5,4093,5,7,26,4,27,16,394,3,349,1,5,24,1157689,592454,565235,74194,15,1,500,308,192,12,-3.9,8.1,6,2.1,2,1,74867,3,66.2,1
"2800",5,4192,5,14,2,4,38,0,424,0,230,4,5,2,1157689,592454,565235,74420,15,1,500,308,192,12,-3.9,8.1,6,2.1,2,1,74867,3,66.2,1
"2801",10,1969,7,8,12,2,19,13,430,0,332,1,10,12,1139812,612893,526919,77160,7,9,320,409,-89,-5.6,1.6,-3.9,-0.2,-3.8,1,1,76125,3,66.2,1
"2802",10,4584,7,4,25,4,16,10,298,0,254,1,10,23,1106590,610846,495744,76909,5,11,289,382,-93,-5.8,-0.9,-6.7,-3.9,-2.9,1,1,76125,3,66.2,1
"2803",34,3226,8,3,7,4,38,31,478,2,381,1,32,7,1189702,637236,552466,80060,10,6,436,388,48,3,0.4,3.4,4.6,-1.2,2,1,79000,3,66.2,1
"2804",34,4342,8,6,26,4,27,20,493,1,239,0,32,24,1206654,626432,580222,78934,8,7,396,383,13,0.8,1.2,2,3.3,-1.3,1,1,79000,3,66.2,1
"2805",11,37,9,3,32,4,31,10,331,0,243,3,11,30,1140926,607076,533850,76928,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,1,1,65000,2,66.2,1
"2806",29,2933,14,1,30,4,33,17,209,0,219,3,27,28,1065296,557856,507440,69732,13,3,380,229,151,9.4,-1.1,8.3,1.7,6.6,2,1,68500,3,66.2,1
"2807",30,2667,17,1,29,4,31,6,242,1,263,2,28,27,1009483,535942,473541,67044,7,9,310,407,-97,-6.1,-3.4,-9.4,-3.9,-5.5,2,1,68740,2,66.2,1
"2808",22,4491,28,16,32,3,31,24,417,0,349,2,21,30,1141039,584876,556163,73177,7,9,469,454,15,0.9,0.6,1.5,6.8,-5.3,1,1,74295,2,66.2,1
"2809",15,3113,30,13,28,2,38,14,433,0,306,1,15,26,1049655,498655,551000,62743,5,11,243,329,-86,-5.4,-0.3,-5.6,-7.1,1.4,1,1,67264,3,66.2,1
"2810",1,5179,31,9,29,5,28,25,411,0,357,0,1,27,1000509,490586,509923,60986,5,10,361,442,-81,-5.1,1.8,-3.2,-0.3,-2.9,1,1,63400,3,66.2,1
"2811",20,1085,32,3,6,4,27,22,443,2,385,1,19,6,1045505,512969,532536,64163,8,8,405,395,10,0.6,-2.3,-1.7,3,-4.7,2,1,66200,1,66.2,1
"2812",20,2202,32,6,11,4,12,10,392,3,212,1,19,11,1023776,506136,517640,62867,10,6,379,333,46,2.9,1.2,4,1.1,2.9,2,1,66200,1,66.2,1
"2813",1,2528,31,10,30,4,31,20,462,0,472,2,1,28,999150,505143,494007,62278,10,6,375,325,50,3.1,-3.4,-0.3,0.1,-0.4,2,1,63400,3,66.74,1
"2814",25,11,2,1,28,4,9,6,233,0,255,4,23,26,998655,462515,536140,56373,12,4,479,299,180,11.3,-1.5,9.7,8,1.8,2,1,65000,3,66.92,1
"2815",25,531,2,1,30,4,31,17,423,2,186,0,23,28,1042142,485092,557050,53260,11,5,450,304,146,9.1,1.5,10.6,6.3,4.3,2,1,65000,3,66.92,1
"2816",25,575,2,4,33,4,52,25,464,1,430,4,23,31,1042142,485092,557050,58719,11,5,450,304,146,9.1,1.5,10.6,6.3,4.3,2,1,65000,3,66.92,1
"2817",25,2176,2,4,28,4,28,18,295,2,323,2,23,26,1024023,462800,561223,61808,5,11,263,388,-125,-7.8,0.3,-7.5,-6.5,-1,1,1,65000,3,66.92,1
"2818",25,3865,2,10,10,4,41,17,471,2,222,3,23,10,1013469,459333,554136,54803,3,13,253,452,-199,-12.4,3.4,-9,-4.3,-4.7,1,1,65000,3,66.92,1
"2819",25,4907,2,8,14,4,42,28,461,0,347,1,23,14,955258,463353,491905,54372,4,12,290,467,-177,-11.1,1.8,-9.3,-5.2,-4.1,1,1,65000,3,66.92,1
"2820",25,5085,2,2,16,4,28,10,467,1,307,2,23,16,961146,428311,532835,52748,7,9,313,419,-106,-6.6,-0.3,-6.9,-2.5,-4.4,1,1,65000,3,66.92,1
"2821",25,5187,2,9,11,4,31,24,450,0,473,2,23,11,961146,428311,532835,53318,7,9,313,419,-106,-6.6,-0.3,-6.9,-2.5,-4.4,1,1,65000,3,66.92,1
"2822",16,535,3,2,15,4,23,16,450,1,336,2,16,15,1166177,625503,540674,77934,8,8,467,399,68,4.3,1.9,6.1,8.4,-2.3,1,1,76416,3,66.92,1
"2823",16,1588,3,1,7,4,23,10,236,1,289,3,16,7,1167512,623275,544237,77956,9,7,331,315,16,1,0,1,0.4,0.6,2,1,76416,3,66.92,1
"2824",16,3059,3,10,10,4,17,10,313,0,258,0,16,10,1107206,576659,530547,72908,7,9,212,338,-126,-7.9,-0.2,-8.1,-10.2,2.1,1,1,76416,3,66.92,1
"2825",16,3240,3,4,28,4,37,20,293,1,349,6,16,26,1040043,548070,491973,69979,2,14,211,425,-214,-13.4,-0.6,-14,-10.3,-3.7,1,1,76416,3,66.92,1
"2826",16,4357,3,7,22,4,27,21,326,0,463,2,16,21,1115214,586624,528590,76282,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,2,1,76416,3,66.92,1
"2827",5,875,5,7,33,4,37,17,348,0,383,4,5,31,1078988,582566,496422,72851,11,5,325,304,21,1.3,-2.2,-0.9,-1.5,0.6,2,1,74867,3,66.92,1
"2828",8,3537,6,6,11,4,31,17,366,1,395,2,8,11,1122750,569939,552811,71513,4,12,308,406,-98,-6.1,-1.6,-7.7,-4.8,-2.9,1,1,67895,3,66.92,1
"2829",10,955,7,12,6,4,19,10,217,0,365,0,10,6,1134086,607167,526919,75540,10,6,381,301,80,5,0.5,5.5,2.4,3.1,2,1,76125,3,66.92,1
"2830",34,337,8,6,5,4,17,14,443,2,342,4,32,5,1137730,624374,513356,74480,8,8,256,303,-47,-2.9,-0.7,-3.7,-4,0.4,1,1,79000,3,66.92,1
"2831",34,4530,8,1,26,4,30,17,356,2,264,4,32,24,1137639,601405,536234,78685,7,9,342,388,-46,-2.9,1.6,-1.3,0.5,-1.8,1,1,79000,3,66.92,1
"2832",21,7,10,1,32,4,21,16,296,1,278,1,20,30,1030594,482336,548258,60292,5,11,276,338,-62,-3.9,1.4,-2.5,-2.7,0.2,1,1,65878,1,66.92,1
"2833",21,2690,10,3,4,4,38,30,445,1,374,2,20,4,1088753,550048,538705,68756,14,2,518,313,205,12.8,2.6,15.4,12.6,2.8,2,1,65878,1,66.92,1
"2834",19,3847,11,9,28,4,37,0,441,0,178,4,18,26,1128798,560280,568518,70222,8,8,388,373,15,0.9,1.6,2.6,2.9,-0.4,1,1,65326,3,66.92,1
"2835",4,1620,12,3,24,4,28,20,256,0,475,3,4,22,1081107,541169,539938,72067,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,1,1,71608,2,66.92,1
"2836",12,33,13,3,26,4,6,3,236,4,171,1,12,24,1049602,478747,570855,59869,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,1,1,81441,3,66.92,1
"2837",12,4037,13,3,16,2,38,28,448,0,326,1,12,16,1147786,627308,520478,78214,10,6,368,323,45,2.8,2.5,5.3,2,3.3,2,1,81441,3,66.92,1
"2838",12,4057,13,5,31,4,24,10,322,3,334,4,12,29,1147786,627308,520478,78432,10,6,368,323,45,2.8,2.5,5.3,2,3.3,2,1,81441,3,66.92,1
"2839",29,1909,14,4,30,4,23,3,371,1,184,3,27,28,1097841,544226,553615,67651,5,11,219,364,-145,-9.1,-2.9,-11.9,-9.9,-2,1,1,68500,3,66.92,1
"2840",29,2133,14,1,1,4,23,13,285,0,291,5,27,1,1076358,540103,536255,67186,7,9,339,381,-42,-2.6,-2.7,-5.3,-2.9,-2.4,1,1,68500,3,66.92,1
"2841",29,2234,14,8,30,4,34,13,261,0,388,2,27,28,1076358,540103,536255,67504,7,9,339,381,-42,-2.6,-2.7,-5.3,-2.9,-2.4,1,1,68500,3,66.92,1
"2842",29,3262,14,5,4,4,45,3,621,1,204,2,27,4,1094908,557856,537052,69732,11,4,397,273,124,7.8,2.5,10.2,3.5,6.7,2,1,68500,3,66.92,1
"2843",29,3500,14,3,14,4,27,7,336,0,254,2,27,14,1116046,557856,558190,69732,12,4,406,272,134,8.4,1.8,10.1,3.5,6.6,2,1,68500,3,66.92,1
"2844",29,4667,14,10,23,4,31,21,474,2,374,1,27,22,1104010,561155,542855,70133,6,10,331,383,-52,-3.3,0.4,-2.9,-0.8,-2.1,1,1,68500,3,66.92,1
