"","home_team","game_id","Stadium","week","away_team","weekday","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_city","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","Capacity","Turf","Temperature","EstimatedCondition"
"1203",25,760,2,17,16,3,24,0,354,1,176,1,23,16,1042142,485092,557050,62078,11,5,450,304,146,9.1,1.5,10.6,6.3,4.3,2,1,65000,3,48.92,1
"1204",25,4214,2,16,28,5,23,20,281,1,343,1,23,26,970514,436397,534117,54400,7,9,359,399,-40,-2.5,2.3,-0.2,1.4,-1.6,1,1,65000,3,48.92,1
"1205",16,607,3,7,10,4,37,34,507,1,305,0,16,10,1166177,625503,540674,78446,8,8,467,399,68,4.3,1.9,6.1,8.4,-2.3,1,1,76416,3,48.92,1
"1206",16,2282,3,12,4,4,54,31,444,0,462,5,16,4,1142228,592622,549606,73584,2,14,291,440,-149,-9.3,0.1,-9.2,-3.9,-5.3,1,1,76416,3,48.92,1
"1207",9,2074,4,15,26,4,10,6,315,1,240,3,9,24,1087748,508278,579470,63777,13,3,455,325,130,8.1,1.3,9.5,7.8,1.7,2,1,80000,2,48.92,1
"1208",9,3128,4,14,23,4,37,34,510,1,444,1,9,22,1258971,684096,574875,95952,8,8,369,347,22,1.4,0.3,1.6,0.7,0.9,1,1,80000,2,48.92,1
"1209",5,2023,5,12,22,4,31,6,373,1,195,4,5,21,1126754,587221,539533,72032,7,9,267,347,-80,-5,-0.8,-5.8,-5.7,-0.1,1,1,74867,3,48.92,1
"1210",8,1698,6,8,24,4,20,13,267,1,193,3,8,22,1112241,578672,533569,72507,4,12,238,356,-118,-7.4,1.5,-5.8,-4.5,-1.3,1,1,67895,3,48.92,1
"1211",8,1979,6,9,30,4,33,30,428,1,423,2,8,28,1110086,584006,526080,72927,10,6,402,382,20,1.3,-2.3,-1.1,2.2,-3.3,1,1,67895,3,48.92,1
"1212",8,5197,6,10,4,4,19,16,368,0,344,0,8,4,1075124,539448,535676,67431,6,10,335,393,-58,-3.6,1.7,-1.9,-0.4,-1.5,1,1,67895,3,48.92,1
"1213",11,2536,9,11,8,4,38,37,473,2,439,0,11,8,931681,395162,536519,43170,2,14,262,494,-232,-14.5,0.1,-14.4,-5.2,-9.2,1,1,65000,2,48.92,1
"1214",21,2090,10,16,19,4,28,7,400,4,241,0,20,18,1109366,550048,559318,68756,16,0,589,274,315,19.7,0.4,20.1,15.9,4.2,2,1,65878,1,48.92,1
"1215",21,2767,10,8,20,4,28,18,362,0,410,1,20,19,1088753,550048,538705,68756,14,2,518,313,205,12.8,2.6,15.4,12.6,2.8,2,1,65878,1,48.92,1
"1216",21,4689,10,12,19,4,35,17,417,2,221,3,20,18,1099028,527024,572004,65878,13,3,458,296,162,10.1,-1.2,8.9,6.3,2.6,2,1,65878,1,48.92,1
"1217",4,1676,12,7,21,4,28,6,265,0,255,4,4,20,1081107,541169,539938,72180,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,1,1,71608,2,48.92,1
"1218",4,4368,12,8,21,4,41,25,357,0,376,0,4,20,1098702,548073,550629,70442,7,9,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,1,1,71608,2,48.92,1
"1219",12,1447,13,9,27,4,20,10,213,1,268,3,12,25,1099618,562419,537199,70607,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,1,1,81441,3,48.92,1
"1220",12,1986,13,10,20,4,34,0,488,0,247,1,12,19,1120775,566443,554332,70945,13,3,435,291,144,9,0,9,5.7,3.3,2,1,81441,3,48.92,1
"1221",12,3588,13,9,6,2,27,20,442,0,312,1,12,6,1191205,623577,567628,78122,8,7,417,428,-11,-0.7,-2.4,-3.1,0.5,-3.6,2,1,81441,3,48.92,1
"1222",26,2782,15,9,14,4,26,24,402,0,338,2,24,14,1125926,553152,572774,69144,10,6,439,377,62,3.9,0.3,4.2,5.4,-1.2,2,1,67594,3,48.92,1
"1223",26,4137,15,11,32,4,45,17,521,1,383,4,24,30,1154629,555868,598761,69596,7,9,377,430,-53,-3.3,-1.3,-4.6,-0.6,-4,1,1,67594,3,48.92,1
"1224",26,4691,15,12,6,4,31,3,420,3,140,2,24,6,1117141,556768,560373,69596,13,3,457,295,162,10.1,-0.7,9.4,7,2.5,2,2,67594,3,48.92,1
"1225",26,4982,15,13,34,2,28,13,436,1,235,1,24,32,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0,1.8,2,1,67594,3,48.92,1
"1226",14,964,16,13,21,4,38,34,282,3,370,2,14,20,993951,454138,539813,57102,12,4,447,336,111,6.9,0,7,8.2,-1.2,2,1,67000,1,48.92,1
"1227",14,2497,16,8,29,4,18,14,410,0,295,2,14,27,1066479,532398,534081,66229,14,2,416,307,109,6.8,-0.9,5.9,4.4,1.5,2,1,67000,1,48.92,1
"1228",14,3817,16,7,7,4,27,0,506,2,135,0,14,7,1101258,523004,578254,66539,11,5,458,369,89,5.6,-1.1,4.4,5.2,-0.8,2,1,67000,1,48.92,1
"1229",30,94,17,7,14,4,37,24,499,1,317,3,28,14,1029085,508367,520718,63593,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,1,1,68740,2,48.92,1
"1230",30,644,17,9,34,4,14,3,259,1,324,2,28,32,984773,504621,480152,64325,7,9,355,369,-14,-0.9,-0.4,-1.3,0,-1.2,1,1,68740,2,48.92,1
"1231",30,690,17,12,16,4,39,32,534,0,552,1,28,16,984773,504621,480152,56250,7,9,355,369,-14,-0.9,-0.4,-1.3,0,-1.2,1,1,68740,2,48.92,1
"1232",30,2293,17,12,34,4,20,17,386,1,228,2,28,32,1075115,543965,531150,67771,4,12,294,392,-98,-6.1,-1.5,-7.6,-4.9,-2.8,1,1,68740,2,48.92,1
"1233",30,2324,17,14,21,4,24,21,344,0,339,1,28,20,1075115,543965,531150,68077,4,12,294,392,-98,-6.1,-1.5,-7.6,-4.9,-2.8,1,1,68740,2,48.92,1
"1234",30,2844,17,13,5,4,31,14,371,2,283,1,28,5,1009483,535942,473541,66577,7,9,310,407,-97,-6.1,-3.4,-9.4,-3.9,-5.5,2,1,68740,2,48.92,1
"1235",30,4208,17,15,8,4,30,13,423,0,230,1,28,8,1097931,552162,545769,69002,10,6,423,277,146,9.1,2.2,11.3,5.4,6,2,1,68740,2,48.92,1
"1236",30,4743,17,15,18,4,42,7,352,1,149,2,28,17,1129943,551809,578134,69077,9,7,366,332,34,2.1,-0.2,1.9,0.7,1.2,1,1,68740,2,48.92,1
"1237",30,5249,17,13,20,2,37,30,444,2,354,3,28,19,1101649,551927,549722,69080,11,5,405,398,7,0.4,2.3,2.7,2.9,-0.2,2,1,68740,2,48.92,1
"1238",3,2774,18,9,19,4,26,10,402,0,289,3,3,18,1123436,569817,553619,71305,12,4,357,270,87,5.4,1,6.4,0.9,5.5,2,1,71008,1,48.92,1
"1239",3,3026,18,8,1,4,30,27,405,2,207,1,3,1,1083902,569792,514110,71022,12,4,378,266,112,7,-0.9,6.1,2.6,3.5,2,1,71008,1,48.92,1
"1240",3,3427,18,16,23,4,33,14,533,0,186,0,3,22,1109404,570229,539175,71470,10,6,398,344,54,3.4,-0.5,2.9,1.9,1,2,2,71008,1,48.92,1
"1241",3,4427,18,12,7,4,19,14,311,1,325,2,3,7,1134133,568823,565310,70903,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,1,1,71008,1,48.92,1
"1242",2,2822,19,12,12,4,20,17,294,0,418,1,2,12,1056190,542800,513390,68204,13,3,414,288,126,7.9,-1.8,6.1,3.8,2.2,2,1,71000,1,48.92,1
"1243",2,5228,19,12,32,4,35,22,446,2,337,2,2,30,1099463,572811,526652,71463,7,9,381,399,-18,-1.1,1.1,-0.1,0.3,-0.4,1,1,71000,1,48.92,1
"1244",24,3374,20,13,1,4,7,6,289,4,137,1,22,1,1142324,632704,509620,79088,6,10,281,375,-94,-5.9,0,-5.9,-5.1,-0.9,1,1,82500,2,48.92,1
"1245",24,4153,20,12,19,4,38,20,411,0,333,2,22,18,1207646,625280,582366,78160,10,6,387,314,73,4.6,-3,1.5,-0.5,2,1,1,82500,2,48.92,1
"1246",23,4468,20,15,11,4,17,6,300,0,324,2,22,11,1217320,630315,587005,79434,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,2,1,82500,2,48.92,1
"1247",23,4676,20,11,16,4,12,9,317,1,363,3,22,16,1183037,617434,565603,76363,3,13,246,388,-142,-8.9,1.3,-7.6,-6.4,-1.2,1,1,82500,2,48.92,1
"1248",33,921,21,10,19,4,31,7,324,0,224,5,31,18,1087279,550472,536807,68809,12,4,435,324,111,6.9,-0.5,6.5,7,-0.5,2,1,69143,3,48.92,1
"1249",33,3313,21,9,6,4,51,20,365,1,339,5,31,6,1070701,553144,517557,69143,6,10,330,471,-141,-8.8,-1.2,-10,-2.6,-7.4,1,1,69143,3,48.92,1
"1250",13,1819,22,16,14,4,27,24,354,0,319,1,13,14,1086443,561469,524974,70132,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,1,1,71795,3,48.92,1
"1251",13,4143,22,11,24,4,24,17,364,1,267,2,13,22,1098814,574159,524655,71718,9,7,339,313,26,1.6,-2.4,-0.8,-3.3,2.6,2,1,71795,3,48.92,1
"1252",7,892,23,8,30,4,27,24,412,0,459,5,7,28,945592,479488,466104,52131,8,8,346,384,-38,-2.4,0,-2.4,1.1,-3.5,1,1,65515,1,48.92,1
"1253",7,3257,23,5,19,4,17,13,279,2,298,3,7,18,1021414,489504,531910,61162,10,6,391,320,71,4.4,-2.4,2.1,1.2,0.9,2,1,65515,1,48.92,1
"1254",7,4135,23,10,13,2,10,6,256,1,256,2,7,13,1028118,491118,537000,61381,12,4,419,279,140,8.8,1.9,10.6,4.8,5.8,2,1,65515,1,48.92,1
"1255",32,233,25,16,31,2,38,35,446,2,388,3,30,29,1080729,524775,555954,65653,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,2,1,65890,3,48.92,1
"1256",6,2546,27,11,26,4,24,20,377,3,284,1,6,24,1031114,498000,533114,62421,7,9,327,375,-48,-3,-0.9,-3.9,-1.9,-2,1,1,61500,3,48.92,1
"1257",22,4051,28,4,9,4,26,20,438,0,335,0,21,9,1135027,584305,550722,73009,7,9,408,476,-68,-4.3,-2.3,-6.6,1.1,-7.6,1,1,74295,2,48.92,1
"1258",31,678,29,11,6,2,21,16,388,2,220,0,29,6,1073461,528498,544963,66250,7,9,316,369,-53,-3.3,0,-3.3,-1.6,-1.8,1,1,67277,2,48.92,1
"1259",1,744,31,16,29,3,17,14,358,2,184,2,1,27,898877,327272,571605,44051,5,11,262,417,-155,-9.7,-0.2,-9.9,-5.4,-4.5,1,1,63400,3,48.92,1
"1260",20,2471,32,6,3,4,33,31,426,0,448,0,19,3,1034123,510203,523920,63689,12,4,470,312,158,9.9,-2.7,7.2,6.6,0.6,2,1,66200,1,48.92,1
"1261",34,4946,8,11,13,4,23,21,320,3,278,2,32,13,1043167,488227,554940,61593,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,1,1,79000,3,49.28,1
"1262",27,858,1,5,8,4,33,13,324,2,209,3,25,8,1052513,477584,574929,64595,6,10,300,327,-27,-1.7,0.6,-1.1,-2.5,1.4,1,1,68400,3,50,1
"1263",27,2029,1,12,19,2,3,0,216,1,159,2,25,18,1061307,496675,564632,57704,10,6,393,269,124,7.8,-2.5,5.2,0.9,4.3,2,1,68400,3,50,1
"1264",27,2707,1,4,3,4,17,14,320,2,210,1,25,3,1049715,504669,545046,64729,12,4,375,232,143,8.9,1.3,10.2,2.5,7.7,2,1,68400,3,50,1
"1265",25,1807,2,15,31,4,20,0,251,0,260,5,23,29,1039706,467964,571742,50164,2,14,168,332,-164,-10.3,0.6,-9.6,-10.3,0.7,1,1,65000,3,50,1
"1266",16,3135,3,15,12,4,19,14,438,0,315,0,16,12,1107206,576659,530547,74093,7,9,212,338,-126,-7.9,-0.2,-8.1,-10.2,2.1,1,1,76416,3,50,1
"1267",16,4719,3,14,25,4,26,15,408,1,268,3,16,23,1134166,592851,541315,74461,10,6,415,339,76,4.8,-1.3,3.4,3.8,-0.3,2,1,76416,3,50,1
"1268",9,144,4,11,7,4,23,6,405,1,195,2,9,7,1075470,504360,571110,62170,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3,1,1,80000,2,50,1
"1269",9,1793,4,14,22,4,42,17,536,0,347,2,9,21,1089509,506308,583201,63722,9,7,425,350,75,4.7,-1,3.7,5,-1.3,2,1,80000,2,50,1
"1270",9,1825,4,16,26,2,23,7,426,1,201,3,9,24,1089509,506308,583201,62839,9,7,425,350,75,4.7,-1,3.7,5,-1.3,2,1,80000,2,50,1
"1271",9,2346,4,16,3,3,33,24,388,1,327,2,9,3,1076887,506944,569943,63800,9,7,362,365,-3,-0.2,0.8,0.6,1.7,-1.2,1,1,80000,2,50,1
"1272",9,5310,4,17,34,4,47,16,517,1,271,2,9,32,1289027,727432,561595,90646,8,8,434,321,113,7.1,-1.8,5.3,3.8,1.5,1,1,80000,2,50,1
"1273",5,82,5,6,30,4,26,3,447,1,209,0,5,28,1095192,583489,511703,72192,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,1,1,74867,3,50,1
"1274",5,188,5,13,12,2,31,14,356,2,326,5,5,12,1095192,583489,511703,73295,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,1,1,74867,3,50,1
"1275",5,2038,5,13,29,4,31,14,323,2,195,6,5,27,1126754,587221,539533,73191,7,9,267,347,-80,-5,-0.8,-5.8,-5.7,-0.1,1,1,74867,3,50,1
"1276",5,2066,5,15,30,4,13,10,322,0,282,1,5,28,1126754,587221,539533,73421,7,9,267,347,-80,-5,-0.8,-5.8,-5.7,-0.1,1,1,74867,3,50,1
"1277",5,2778,5,9,22,4,34,3,408,1,195,2,5,21,1084908,580965,503943,73191,2,14,196,408,-212,-13.3,0.1,-13.2,-9.1,-4.1,1,1,74867,3,50,1
"1278",5,3155,5,16,32,3,48,16,433,0,317,4,5,30,1098587,578342,520245,70363,6,10,406,429,-23,-1.4,0.1,-1.3,2.6,-3.9,1,1,74867,3,50,1
"1279",5,4141,5,11,34,4,44,16,368,0,186,5,5,32,1157689,592454,565235,74418,15,1,500,308,192,12,-3.9,8.1,6,2.1,2,1,74867,3,50,1
"1280",8,120,6,9,7,4,12,3,253,1,182,1,8,7,1057139,581544,475595,73118,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,1,1,67895,3,50,1
"1281",8,1415,6,7,11,4,13,10,329,1,174,3,8,11,1081072,578330,502742,72923,6,10,232,301,-69,-4.3,0.1,-4.2,-6,1.7,1,1,67895,3,50,1
"1282",8,5287,6,16,3,4,31,15,481,1,241,1,8,3,1075124,539448,535676,67431,6,10,335,393,-58,-3.6,1.7,-1.9,-0.4,-1.5,1,1,67895,3,50,1
"1283",10,1389,7,5,34,4,21,19,257,0,447,1,10,32,1167388,608790,558598,75880,13,3,395,258,137,8.6,2.2,10.8,5,5.8,2,1,76125,3,50,1
"1284",10,2446,7,4,9,4,17,10,337,1,315,2,10,9,1139659,600928,538731,76440,8,8,326,324,2,0.1,0.2,0.3,-1,1.3,1,1,76125,3,50,1
"1285",10,2890,7,16,13,4,24,23,431,1,401,1,10,13,1129448,599264,530184,73691,4,12,344,471,-127,-7.9,-1,-8.9,-1.1,-7.8,1,1,76125,3,50,1
"1286",10,2996,7,5,28,4,29,24,418,2,275,1,10,26,1109610,602618,506992,74895,8,8,309,390,-81,-5.1,-0.2,-5.3,-3.6,-1.7,2,1,76125,3,50,1
"1287",10,3425,7,16,8,4,34,12,457,1,233,1,10,8,1157779,613062,544717,76351,13,3,481,289,192,12,-1.9,10.1,6.3,3.8,2,1,76125,3,50,1
"1288",34,750,8,16,13,4,26,10,437,0,166,3,32,13,1182596,643950,538646,70291,7,9,307,365,-58,-3.6,-0.8,-4.5,-2.2,-2.2,1,1,79000,3,50,1
"1289",34,1191,8,10,7,4,17,10,316,3,268,3,32,7,1240229,702670,537559,87786,6,10,240,265,-25,-1.6,-1.8,-3.4,-7.4,4,1,1,79000,3,50,1
"1290",34,2798,8,10,26,2,59,28,592,0,375,3,32,24,1193756,665380,528376,84912,6,10,302,377,-75,-4.7,0.9,-3.8,-3.4,-0.5,1,1,79000,3,50,1
"1291",34,3315,8,9,5,4,21,13,330,0,337,0,32,5,1189702,637236,552466,79767,10,6,436,388,48,3,0.4,3.4,4.6,-1.2,2,1,79000,3,50,1
"1292",11,1709,9,9,2,4,30,14,435,1,319,3,11,2,1021303,487116,534187,60987,3,13,305,398,-93,-5.8,-0.5,-6.4,-1.8,-4.6,1,1,65000,2,50,1
"1293",11,3337,9,11,12,4,24,20,314,1,362,4,11,12,1038451,510158,528293,63716,4,12,372,437,-65,-4.1,1.8,-2.3,2.1,-4.4,1,1,65000,2,50,1
"1294",11,3943,9,15,20,4,16,14,233,0,360,2,11,19,1062760,504198,558562,62490,11,5,321,282,39,2.4,-0.4,2.1,-3.2,5.2,2,1,65000,2,50,1
"1295",21,3968,10,17,4,4,17,9,268,1,260,0,20,4,1111983,550048,561935,68756,12,4,468,313,155,9.7,1.3,10.9,7.5,3.5,2,2,65878,1,50,1
"1296",4,1203,12,11,31,4,37,17,294,1,270,4,4,29,1112531,574399,538132,72393,9,7,395,284,111,6.9,1.1,8.1,4.6,3.5,1,1,71608,2,50,1
"1297",12,143,13,10,20,2,26,20,298,0,407,5,12,19,1049602,478747,570855,59854,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,1,1,81441,3,50,1
"1298",12,652,13,10,11,4,40,14,503,2,362,2,12,11,1046418,508788,537630,63313,12,4,398,328,70,4.4,-0.8,3.6,2.4,1.2,2,1,81441,3,50,1
"1299",12,4332,13,5,23,4,23,16,406,2,221,1,12,22,1169215,625727,543488,78401,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,2,1,81441,3,50,1
"1300",26,383,15,9,20,4,48,17,487,1,301,4,24,19,1061162,527193,533969,65638,11,5,343,208,135,8.4,-0.7,7.7,0.9,6.8,2,1,67594,3,50,1
"1301",26,3869,15,10,5,2,45,21,365,0,317,5,24,5,1153703,556768,596935,69596,10,6,474,400,74,4.6,-0.7,3.9,6.6,-2.7,1,1,67594,3,50,1
"1302",26,4080,15,6,23,2,27,7,428,4,247,3,24,22,1154629,555868,598761,69296,7,9,377,430,-53,-3.3,-1.3,-4.6,-0.6,-4,1,1,67594,3,50,1
"1303",14,183,16,13,19,4,17,14,253,0,353,1,14,18,1008013,454319,553694,56935,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,2,1,67000,1,50,1
"1304",14,593,16,6,3,4,22,20,317,1,244,3,14,3,1004762,453357,551405,56174,10,6,349,313,36,2.3,-1.1,1.2,0.4,0.7,2,1,67000,1,50,1
"1305",14,899,16,8,13,4,30,21,391,1,270,2,14,13,993951,454138,539813,56132,12,4,447,336,111,6.9,0,7,8.2,-1.2,2,1,67000,1,50,1
"1306",14,2771,16,8,13,2,30,17,366,0,291,2,14,13,1093781,535802,557979,66363,10,6,435,388,47,2.9,-0.1,2.9,3.7,-0.9,2,1,67000,1,50,1
"1307",30,1023,17,16,1,4,28,10,340,4,299,1,28,1,1005938,512150,493788,64899,10,6,404,327,77,4.8,-0.7,4.1,3.6,0.5,2,1,68740,2,50,1
"1308",30,3063,17,10,3,4,22,17,327,0,323,3,28,3,1070956,531311,539645,66522,7,9,321,315,6,0.4,0.4,0.8,-0.5,1.3,1,1,68740,2,50,1
"1309",30,4147,17,11,29,4,29,13,508,0,306,0,28,27,1097931,552162,545769,68993,10,6,423,277,146,9.1,2.2,11.3,5.4,6,2,1,68740,2,50,1
"1310",30,5161,17,7,3,4,30,16,340,0,347,2,28,3,1101649,551927,549722,69012,11,5,405,398,7,0.4,2.3,2.7,2.9,-0.2,2,1,68740,2,50,1
"1311",3,1145,18,7,4,4,20,6,160,1,270,5,3,4,1123288,558594,564694,69809,9,7,317,268,49,3.1,3.1,6.1,-0.6,6.8,1,1,71008,1,50,1
"1312",3,1998,18,11,8,4,33,30,380,2,368,4,3,8,1112200,569226,542974,71055,5,11,275,384,-109,-6.8,0.1,-6.7,-5,-1.8,1,1,71008,1,50,1
"1313",2,474,19,15,4,4,33,30,489,2,398,0,2,4,917882,425717,492165,43320,7,9,291,377,-86,-5.4,0.7,-4.7,-2.7,-2,1,1,71000,1,50,1
"1314",2,992,19,14,5,4,20,14,380,2,231,3,2,5,1106928,563676,543252,70079,5,11,299,422,-123,-7.7,0.3,-7.4,-2,-5.4,1,1,71000,1,50,1
"1315",2,1190,19,10,32,4,24,14,325,1,193,1,2,30,1133146,564769,568377,70810,11,5,340,337,3,0.2,-2.4,-2.2,-1.8,-0.4,2,1,71000,1,50,1
"1316",2,2102,19,17,30,4,44,41,364,0,501,3,2,28,1075623,547167,528456,64925,4,12,259,414,-155,-9.7,-0.9,-10.6,-5.8,-4.8,1,1,71000,1,50,1
"1317",2,2772,19,9,32,4,27,21,365,0,278,2,2,30,1056190,542800,513390,67266,13,3,414,288,126,7.9,-1.8,6.1,3.8,2.2,2,1,71000,1,50,1
"1318",24,74,20,6,27,4,20,3,330,0,206,4,22,25,1145146,623711,521435,78441,9,7,321,321,0,0,3.5,3.5,1.4,2.2,1,1,82500,2,50,1
"1319",24,661,20,10,19,4,13,10,264,0,279,2,22,18,1145070,628812,516258,78920,9,7,359,336,23,1.4,1.7,3.2,0.9,2.3,2,1,82500,2,50,1
"1320",23,3896,20,12,9,4,31,28,385,1,417,1,22,9,1195369,631738,563631,80520,6,10,380,400,-20,-1.3,-0.4,-1.7,0.8,-2.5,1,1,82500,2,50,1
"1321",23,4175,20,13,24,4,23,20,463,1,355,1,22,22,1198163,632011,566152,80898,6,10,420,442,-22,-1.4,-2.2,-3.6,2.5,-6.1,1,1,82500,2,50,1
"1322",33,2284,21,12,24,4,34,13,409,2,281,1,31,22,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,50,1
"1323",33,4453,21,14,10,4,13,10,253,0,348,2,31,10,1016507,517273,499234,68780,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,1,1,69143,3,50,1
"1324",33,5288,21,16,22,4,38,28,377,0,397,1,31,21,1047496,516074,531422,66756,9,7,402,331,71,4.4,-1,3.4,1.8,1.7,2,1,69143,3,50,1
"1325",13,2312,22,13,15,2,30,17,326,1,388,3,13,15,1075618,563364,512254,70809,8,8,366,394,-28,-1.8,1.4,-0.4,2.8,-3.2,1,1,71795,3,50,1
"1326",7,1204,23,11,27,4,19,14,235,1,209,1,7,25,1099386,524248,575138,65780,8,8,374,372,2,0.1,2.5,2.7,4.3,-1.6,1,1,65515,1,50,1
"1327",7,1548,23,16,4,3,37,27,355,1,374,2,7,4,1069357,526469,542888,65485,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,2,1,65515,1,50,1
"1328",7,2334,23,15,34,4,20,13,310,0,280,2,7,32,1076462,516663,559799,63996,4,11,204,364,-160,-10,3,-7,-6.9,-0.1,1,1,65515,1,50,1
"1329",32,1288,25,16,5,4,37,20,348,0,345,3,30,5,1046074,522720,523354,65380,5,11,301,304,-3,-0.2,-2.5,-2.7,-4,1.3,1,1,65890,3,50,1
"1330",6,1691,27,8,29,4,41,10,402,0,248,5,6,27,1048363,497786,550577,62200,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,2,1,61500,3,50,1
"1331",6,3816,27,7,19,4,27,14,393,0,224,3,6,18,1050366,493449,556917,62413,5,11,319,442,-123,-7.7,1,-6.7,-2,-4.7,1,1,61500,3,50,1
"1332",6,4704,27,13,29,4,15,14,388,1,147,0,6,27,1021219,488137,533082,61302,5,11,264,320,-56,-3.5,2.2,-1.3,-4.6,3.3,1,1,61500,3,50,1
"1333",6,4902,27,8,24,4,24,10,395,0,207,0,6,22,1045568,490750,554818,61397,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,2,1,61500,3,50,1
"1334",22,895,28,8,5,4,23,20,368,0,294,3,21,5,1072640,548894,523746,68370,8,8,340,326,14,0.9,-1.1,-0.3,0.1,-0.4,1,1,74295,2,50,1
"1335",22,1632,28,3,2,2,23,3,326,0,229,0,21,2,1108045,550470,557575,70003,10,6,413,322,91,5.7,-1.6,4,4.9,-0.9,2,1,74295,2,50,1
"1336",22,1974,28,9,15,4,41,24,538,1,432,3,21,15,1093544,560036,533508,70009,7,9,379,388,-9,-0.6,-2,-2.5,1.9,-4.5,1,1,74295,2,50,1
"1337",22,3223,28,3,16,4,27,24,510,3,288,1,21,16,1163696,583107,580589,72226,7,9,461,454,7,0.4,1,1.4,6.5,-5.1,1,1,74295,2,50,1
"1338",22,4607,28,6,11,4,52,38,379,3,347,5,21,11,1146046,585113,560933,73117,11,5,448,326,122,7.6,1.5,9.2,7,2.2,2,1,74295,2,50,1
"1339",31,2330,29,15,30,4,23,20,333,2,342,2,29,28,1050114,479843,570271,56123,2,14,232,465,-233,-14.6,-0.5,-15.1,-8.1,-7,1,1,67277,2,50,1
"1340",15,113,30,8,34,4,35,16,399,2,385,4,15,32,991957,482510,509447,69061,7,9,367,327,40,2.5,-1.4,1.1,3.2,-2.1,1,1,67264,3,50,1
"1341",15,861,30,6,19,4,24,10,234,2,332,5,15,18,980628,428072,552556,66437,5,11,276,331,-55,-3.4,1,-2.4,-3.3,0.9,1,1,67264,3,50,1
"1342",15,980,30,14,13,4,27,0,390,0,124,3,15,13,980628,428072,552556,43363,5,11,276,331,-55,-3.4,1,-2.4,-3.3,0.9,1,1,67264,3,50,1
"1343",15,1533,30,15,29,4,10,9,336,0,217,1,15,27,1037856,525519,512337,64764,12,4,361,269,92,5.8,-1,4.8,1.1,3.7,2,1,67264,3,50,1
"1344",15,3321,30,10,14,5,27,10,359,2,337,3,15,14,1010570,519872,490698,63272,2,14,255,444,-189,-11.8,-1.1,-13,-8.1,-4.9,1,1,67264,3,50,1
"1345",1,3141,31,15,8,4,20,17,363,1,333,1,1,8,1001663,489455,512208,60443,8,8,312,348,-36,-2.3,0,-2.2,-1.7,-0.5,1,1,63400,3,50,1
"1346",20,86,32,6,32,2,30,23,322,2,346,3,19,30,1029262,513322,515940,64162,11,5,397,371,26,1.6,0.3,1.9,4.3,-2.3,2,1,66200,1,50,1
"1347",20,3261,32,5,33,4,30,7,433,2,267,2,19,31,1019702,485802,533900,57652,10,6,379,348,31,1.9,1.4,3.4,1.6,1.8,2,1,66200,1,50,1
"1348",20,4327,32,5,13,4,31,13,351,0,214,1,19,13,1084502,534289,550213,66683,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,1,1,66200,1,50,1
"1349",20,4618,32,7,3,4,24,16,357,1,208,0,19,3,1099905,533769,566136,66751,13,3,382,252,130,8.1,1,9.1,2.3,6.8,2,1,66200,1,50,1
"1350",34,3389,8,14,3,4,31,28,423,1,359,2,32,3,1189702,637236,552466,81178,10,6,436,388,48,3,0.4,3.4,4.6,-1.2,2,1,79000,3,50.18,1
"1351",10,4921,7,9,13,4,19,17,290,0,348,1,10,13,1092324,611571,480753,76270,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,1,1,76125,3,50.36,1
"1352",10,5293,7,16,11,4,27,17,348,0,191,0,10,11,1104191,607497,496694,74115,7,9,282,316,-34,-2.1,0,-2.1,-4.8,2.7,1,1,76125,3,50.54,1
"1353",34,5272,8,15,26,4,37,27,415,1,352,1,32,24,1101466,523906,577560,63246,3,13,266,435,-169,-10.6,-0.2,-10.8,-6.3,-4.5,1,1,79000,3,50.9,1
